class_name,col_va,col_offset,vtable_start,vtable_end,slot_count,slot3_value,stop_reason
.?AVArkClientMainWindow@@,0x00A9D53C,0,0x00A795C4,0x00A795E0,7,0x00775CA0,non_code:0xa9d5bc
.?AVbad_alloc@std@@,0x00A9D5BC,0,0x00A795E4,0x00A795EC,2,0x00000000,non_code:0xa9d63c
.?AVplaceholder@any@boost@@,0x00A9D63C,0,0x00A795F0,0x00A795FC,3,0x00000000,non_code:0xa9d684
.?AVptree_error@property_tree@boost@@,0x00A9D684,0,0x00A79600,0x00A79608,2,0x00000000,non_code:0xa9d74c
.?AVptree_bad_path@property_tree@boost@@,0x00A9D74C,0,0x00A7960C,0x00A79614,2,0x00000000,non_code:0xa9d7a4
.?AVthread_exception@boost@@,0x00A9D7A4,0,0x00A79618,0x00A79620,2,0x00000000,non_code:0xa9d7f0
.?AUbad_day_of_month@gregorian@boost@@,0x00A9D7F0,0,0x00A79624,0x00A7962C,2,0x00000000,non_code:0x20796144
.?AUbad_year@gregorian@boost@@,0x00A9D8C4,0,0x00A7965C,0x00A79664,2,0x00000000,non_code:0x72616559
.?AUbad_month@gregorian@boost@@,0x00A9D91C,0,0x00A79690,0x00A79698,2,0x00000000,non_code:0x746e6f4d
.?AVthread_resource_error@boost@@,0x00A9D974,0,0x00A796C8,0x00A796D0,2,0x00000000,non_code:0x3531437b
.?AVArkReleaseClientApplication@@,0x00A9D9C4,0,0x00A7973C,0x00A79740,1,0x00000000,non_code:0x72746e45
.?AV?$holder@V?$basic_path@V?$basic_string@DV?$char_traits@D@stlp_std@@V?$allocator@D@2@@stlp_std@@@property_tree@boost@@@any@boost@@,0x00A9DA0C,0,0x00A79758,0x00A79764,3,0x00000000,non_code:0xa9da58
.?AVlock_error@boost@@,0x00A9DA58,0,0x00A79768,0x00A79770,2,0x00000000,non_code:0x68746170
.?AVArkWindowsWindow@@,0x00A9DAA8,0,0x00A797E8,0x00A79804,7,0x00775CA0,non_code:0x0
.?AVbad_function_call@boost@@,0x00A9DABC,0,0x00A79838,0x00A79840,2,0x00000000,non_code:0x6c6c6163
.?AVArkThread@@,0x00A9DB44,0,0x00A79864,0x00A79868,1,0x00000000,non_code:0xa9db8c
.?AVsystem_error@system@boost@@,0x00A9DB8C,0,0x00A7986C,0x00A79874,2,0x00000000,non_code:0x203a
.?AVsp_counted_base@detail@boost@@,0x00A9DBE0,0,0x00A7987C,0x00A7988C,4,0x0095D4FA,non_code:0x55746553
.?AV?$sp_counted_impl_p@Um_imp@?$basic_filesystem_error@V?$basic_path@V?$basic_string@DV?$char_traits@D@stlp_std@@V?$allocator@D@2@@stlp_std@@Upath_traits@filesystem@boost@@@filesystem@boost@@@filesystem@boost@@@detail@boost@@,0x00A9DC28,0,0x00A798BC,0x00A798CC,4,0x008E0010,non_code:0x28
.?AV?$basic_filesystem_error@V?$basic_path@V?$basic_string@DV?$char_traits@D@stlp_std@@V?$allocator@D@2@@stlp_std@@Upath_traits@filesystem@boost@@@filesystem@boost@@@filesystem@boost@@,0x00A9DC74,0,0x00A798D8,0x00A798E0,2,0x00000000,non_code:0x22202c
.?AV?$basic_ifstream@DV?$char_traits@D@stlp_std@@@filesystem@boost@@,0x00A9DCCC,152,0x00A799A8,0x00A799AC,1,0x00000000,non_code:0x0
.?AVArkRegistryHandler@@,0x00A9DE44,0,0x00A799DC,0x00A799E0,1,0x00000000,non_code:0xa9de8c
.?AVArkRTTraits@@,0x00A9DE8C,0,0x00A799E4,0x00A79A04,8,0x0095D4FA,non_code:0x0
.?AURT@?$ArkTraits@VArkMonetary@@@@,0x00A9DF44,0,0x00A79A30,0x00A79A50,8,0x0040BB70,non_code:0xa9df94
.?AURT@?$ArkTraits@V?$vector@VArkMonetary@@V?$allocator@VArkMonetary@@@stlp_std@@@stlp_std@@@@,0x00A9DF94,0,0x00A79A54,0x00A79A74,8,0x0040ABD0,non_code:0xa9dfe4
.?AVArkRunnable@@,0x00A9DFE4,0,0x00A79A78,0x00A79A80,2,0x00000000,non_code:0x6e72656b
.?AURT@?$ArkTraits@VArkTime@@@@,0x00A9E030,0,0x00A79C78,0x00A79C98,8,0x0040BB70,non_code:0x1
.?AVbad_lexical_cast@boost@@,0x00A9E080,0,0x00A79CFC,0x00A79D04,2,0x00000000,non_code:0x20646162
.?AUescaped_list_error@boost@@,0x00A9E108,0,0x00A79D80,0x00A79D88,2,0x00000000,non_code:0x225c
.?AU?$abstract_parser@V?$scanner@PBDU?$scanner_policies@U?$skipper_iteration_policy@Uiteration_policy@spirit@boost@@@spirit@boost@@Umatch_policy@23@Uaction_policy@23@@spirit@boost@@@spirit@boost@@Unil_t@23@@impl@spirit@boost@@,0x00A9E15C,0,0x00A79E70,0x00A79E7C,3,0x00000000,non_code:0xa9e1a4
.?AU?$abstract_parser@V?$scanner@PBDU?$scanner_policies@Uiteration_policy@spirit@boost@@Umatch_policy@23@Uaction_policy@23@@spirit@boost@@@spirit@boost@@Unil_t@23@@impl@spirit@boost@@,0x00A9E1A4,0,0x00A79E80,0x00A79E8C,3,0x00000000,non_code:0x2e2e2e
.?AVArkMouseListenerInterface@@,0x00A9E1EC,0,0x00A79EB8,0x00A79ECC,5,0x0095D4FA,non_code:0xa9e234
.?AVArkKeyboardListenerInterface@@,0x00A9E234,0,0x00A79ED0,0x00A79EE0,4,0x0095D4FA,non_code:0x0
.?AVErrorDialogMouseListener@GameClient@@,0x00A9E27C,0,0x00A79EEC,0x00A79F00,5,0x00606E50,non_code:0xa9e2c8
.?AVErrorDialogKeyboardListener@GameClient@@,0x00A9E2C8,0,0x00A79F04,0x00A79F14,4,0x00606E50,non_code:0xa9e348
.?AVGameClient@@,0x00A9E348,0,0x00A79F18,0x00A79F1C,1,0x00000000,non_code:0x0
.?AVArkCommunicatorListenerInterface@@,0x00A9E3E8,0,0x00A7A2F0,0x00A7A304,5,0x0076ED40,non_code:0xa9e4f0
.?AVCommunicationSubsystem@@,0x00A9E4F0,4,0x00A7A308,0x00A7A310,2,0x00000000,non_code:0xa9e430
.?AVCommunicationSubsystem@@,0x00A9E430,0,0x00A7A314,0x00A7A328,5,0x0076ED40,non_code:0x6e6e6f43
.?AVArkInputSubsystem@@,0x00A9E5C4,4,0x00A7A364,0x00A7A378,5,0x0040BB70,non_code:0xa9e504
.?AVArkInputSubsystem@@,0x00A9E504,0,0x00A7A37C,0x00A7A38C,4,0x0040BB70,non_code:0x3f800000
.?AVArkResourceItemFactoryInterface@@,0x00A9E5D8,0,0x00A7A39C,0x00A7A3A8,3,0x00000000,non_code:0xa9e620
.?AVArkImageResourceItemFactory@@,0x00A9E620,0,0x00A7A3AC,0x00A7A3B8,3,0x00000000,non_code:0xa9e66c
.?AVArkResourceItemStoreInterface@@,0x00A9E66C,0,0x00A7A3BC,0x00A7A400,17,0x0095D4FA,non_code:0xa9e6b4
.?AVArkFileNameResourceItemFactory@@,0x00A9E6B4,0,0x00A7A404,0x00A7A410,3,0x00000000,non_code:0xa9e700
.?AV?$sp_counted_impl_p@VArkResourceDataStoreBunt@@@detail@boost@@,0x00A9E700,0,0x00A7A414,0x00A7A424,4,0x008E0010,non_code:0xa9e74c
.?AV?$sp_counted_impl_p@VArkResourceDataStoreVFS@@@detail@boost@@,0x00A9E74C,0,0x00A7A428,0x00A7A438,4,0x008E0010,non_code:0xa9e798
.?AV?$sp_counted_impl_p@VArkResourceDataStoreAudio@@@detail@boost@@,0x00A9E798,0,0x00A7A43C,0x00A7A44C,4,0x008E0010,non_code:0xa9e7e4
.?AV?$sp_counted_impl_p@VArkResourceDataStoreFile@@@detail@boost@@,0x00A9E7E4,0,0x00A7A450,0x00A7A460,4,0x008E0010,non_code:0xa9e830
.?AV?$sp_counted_impl_p@VArkResourceDataStoreFileName@@@detail@boost@@,0x00A9E830,0,0x00A7A464,0x00A7A474,4,0x008E0010,non_code:0xa9e87c
.?AV?$sp_counted_impl_p@VArkResourceItemStoreFixedCount@@@detail@boost@@,0x00A9E87C,0,0x00A7A478,0x00A7A488,4,0x008E0010,non_code:0xa9e8c8
.?AV?$sp_counted_impl_p@V?$ArkResourceItemStoreCache@VUIDKey@ArkResourceItem@@@@@detail@boost@@,0x00A9E8C8,0,0x00A7A48C,0x00A7A49C,4,0x008E0010,non_code:0xa9e914
.?AV?$sp_counted_impl_p@VArkModelResourceItemFactory@@@detail@boost@@,0x00A9E914,0,0x00A7A4A0,0x00A7A4B0,4,0x008E0010,non_code:0xa9e960
.?AV?$sp_counted_impl_p@VArkImageResourceItemFactory@@@detail@boost@@,0x00A9E960,0,0x00A7A4B4,0x00A7A4C4,4,0x008E0010,non_code:0xa9e9ac
.?AV?$sp_counted_impl_p@VArkBoundResourceItemFactory@@@detail@boost@@,0x00A9E9AC,0,0x00A7A4C8,0x00A7A4D8,4,0x008E0010,non_code:0xa9e9f8
.?AV?$sp_counted_impl_p@VArkPortalResourceItemFactory@@@detail@boost@@,0x00A9E9F8,0,0x00A7A4DC,0x00A7A4EC,4,0x008E0010,non_code:0xa9ea44
.?AV?$sp_counted_impl_p@VArkVegetationClimateFactory@@@detail@boost@@,0x00A9EA44,0,0x00A7A4F0,0x00A7A500,4,0x008E0010,non_code:0xa9ea90
.?AV?$sp_counted_impl_p@VArkTerrainEditZoneFactory@@@detail@boost@@,0x00A9EA90,0,0x00A7A504,0x00A7A514,4,0x008E0010,non_code:0xa9eadc
.?AV?$sp_counted_impl_p@VArkEffectSequenceFactory@@@detail@boost@@,0x00A9EADC,0,0x00A7A518,0x00A7A528,4,0x008E0010,non_code:0xa9eb28
.?AV?$sp_counted_impl_p@VArkAudioResourceItemFactory@@@detail@boost@@,0x00A9EB28,0,0x00A7A52C,0x00A7A53C,4,0x008E0010,non_code:0xa9eb74
.?AV?$sp_counted_impl_p@VArkTerrainPatchFactory@@@detail@boost@@,0x00A9EB74,0,0x00A7A540,0x00A7A550,4,0x008E0010,non_code:0xa9ebc0
.?AV?$sp_counted_impl_p@VArkAudioScriptResourceItemFactory@@@detail@boost@@,0x00A9EBC0,0,0x00A7A554,0x00A7A564,4,0x008E0010,non_code:0xa9ec0c
.?AV?$sp_counted_impl_p@VArkImageResourceItemFactoryJPG@@@detail@boost@@,0x00A9EC0C,0,0x00A7A568,0x00A7A578,4,0x008E0010,non_code:0xa9ec58
.?AV?$sp_counted_impl_p@VArkImageResourceItemFactoryCustom@@@detail@boost@@,0x00A9EC58,0,0x00A7A57C,0x00A7A58C,4,0x008E0010,non_code:0xa9eca4
.?AV?$sp_counted_impl_p@VArkFileNameResourceItemFactory@@@detail@boost@@,0x00A9ECA4,0,0x00A7A590,0x00A7A5A0,4,0x008E0010,non_code:0xa9ecf0
.?AV?$sp_counted_impl_p@VArkResourceItemStringFactory@@@detail@boost@@,0x00A9ECF0,0,0x00A7A5A4,0x00A7A5B4,4,0x008E0010,non_code:0xa9ed3c
.?AVArkAudioScriptResourceItemFactory@@,0x00A9ED3C,0,0x00A7A5B8,0x00A7A5C4,3,0x00000000,non_code:0x43800000
.?AV?$ArkResourceItemStoreCache@VUIDKey@ArkResourceItem@@@@,0x00A9ED88,0,0x00A7A5D4,0x00A7A618,17,0x0041CED0,non_code:0x0
.?AVComponent@ArkUI@@,0x00A9EDD4,0,0x00A7A948,0x00A7A950,2,0x00000000,non_code:0xa9ee1c
.?AV?$ComponentImpl@VArkChatSessionUI_Impl@@@ArkUI@@,0x00A9EE1C,0,0x00A7A954,0x00A7A95C,2,0x00000000,non_code:0xa9ee68
.?AV?$WindowImpl@VArkChatSessionUI_Impl@@@ArkUI@@,0x00A9EE68,0,0x00A7A960,0x00A7A968,2,0x00000000,non_code:0xa9eeb8
.?AVArkChatSessionUI@@,0x00A9EEB8,0,0x00A7A96C,0x00A7A974,2,0x00000000,non_code:0x64617274
.?AVArkUIListenerInterface@@,0x00A9EF0C,0,0x00A7AA24,0x00A7AAA0,31,0x007E19D0,non_code:0xa9ef54
.?AVArkClientUILogicManager@@,0x00A9EF54,0,0x00A7AAA4,0x00A7AB20,31,0x007E19D0,non_code:0x64726556
.?AVArkClientDragAndDropManager@@,0x00A9EFF4,0,0x00A7AB84,0x00A7AC18,37,0x007E19D0,non_code:0x53735f70
.?AVSoundScapeElementInit@@,0x00A9F17C,0,0x00A7AFC8,0x00A7AFCC,1,0x00000000,non_code:0x3fe66666
.?AVNiZBufferProperty@@,0x00A9F1C4,0,0x00A7B02C,0x00A7B06C,16,0x007BA7C0,non_code:0xa9f21c
.?AVSoundScapeBackgroundInit@@,0x00A9F21C,0,0x00A7B070,0x00A7B074,1,0x00000000,non_code:0xa9f268
.?AVSoundScapeSpotInit@@,0x00A9F268,0,0x00A7B078,0x00A7B07C,1,0x00000000,non_code:0xa9f2b4
.?AVSoundInit@@,0x00A9F2B4,0,0x00A7B080,0x00A7B084,1,0x00000000,non_code:0x0
.?AVbad_weak_ptr@boost@@,0x00A9F2FC,0,0x00A7B204,0x00A7B20C,2,0x00000000,non_code:0x3a317274
.?AV?$ComponentImpl@VArkUIWindow@@@ArkUI@@,0x00A9F348,0,0x00A7B300,0x00A7B308,2,0x00000000,non_code:0xa0000000
.?AV?$WindowImpl@VArkUIWindow@@@ArkUI@@,0x00A9F394,0,0x00A7B320,0x00A7B328,2,0x00000000,non_code:0x3d4ccccd
.?AVArkClientCameraController@@,0x00A9F3E4,0,0x00A7B380,0x00A7B398,6,0x0040BB70,non_code:0x61697241
.?AV?$ComponentImpl@VPlayerList_Impl@ArkUI@@@ArkUI@@,0x00A9F484,0,0x00A7B40C,0x00A7B414,2,0x00000000,non_code:0xa9f4d0
.?AVPlayerList@ArkUI@@,0x00A9F4D0,0,0x00A7B418,0x00A7B420,2,0x00000000,non_code:0x43480000
.?AVListener@ArkGenericSelectUI@@,0x00A9F520,0,0x00A7B45C,0x00A7B468,3,0x00000000,non_code:0xa9f568
.?AVArkClientMindForceManager@@,0x00A9F568,0,0x00A7B46C,0x00A7B478,3,0x00000000,non_code:0x465f464d
.?AVArkClientMailboxManager@@,0x00A9F608,0,0x00A7B574,0x00A7B57C,2,0x00000000,non_code:0x3f0a8a8b
.?AVArkSoundAreaCone@@,0x00A9F6DC,0,0x00A7B5A0,0x00A7B5B4,5,0x007F3D70,non_code:0x400ccccd
.?AV?$ArkClientObjectImpl@VArkMediaObject@@@@,0x00A9F75C,0,0x00A7B5D4,0x00A7B634,24,0x006077C0,non_code:0x3f490fdb
.?AVArkClientMediaImpl@@,0x00A9F86C,0,0x00A7B644,0x00A7B684,16,0x006077C0,non_code:0x0
.?AV?$ArkClientObjectImpl@VArkInteractiveWorldObject@@@@,0x00A9F8C4,0,0x00A7B7AC,0x00A7B7EC,16,0x006077C0,non_code:0x43480000
.?AVArkClientInteractiveWorldObjectImpl@@,0x00A9F968,0,0x00A7B844,0x00A7B884,16,0x006077C0,non_code:0xa9f9c0
.?AVbad_ptr_container_operation@boost@@,0x00A9F9C0,0,0x00A7B888,0x00A7B890,2,0x00000000,non_code:0xa9fa0c
.?AVbad_pointer@boost@@,0x00A9FA0C,0,0x00A7B894,0x00A7B89C,2,0x00000000,non_code:0x6c6c754e
.?AVDisplaySubsystem@@,0x00A9FA5C,0,0x00A7B988,0x00A7B994,3,0x00000000,non_code:0x3f800000
.?AVArkPortalCellGraphObserver@@,0x00A9FAA4,0,0x00A7B9A4,0x00A7B9B0,3,0x00000000,non_code:0x45564157
.?AVWorldSubsystem@@,0x00A9FAEC,0,0x00A7BA0C,0x00A7BA18,3,0x00000000,non_code:0x3e000000
.?AVArkMoverInterface@@,0x00A9FB38,0,0x00A7BA48,0x00A7BA50,2,0x00000000,non_code:0xa9fb80
.?AVArkMoveSubsystem@@,0x00A9FB80,0,0x00A7BA54,0x00A7BA5C,2,0x00000000,non_code:0x20706942
.?AVListener@ArkGenericConfirmUI@@,0x00A9FBE8,0,0x00A7BB0C,0x00A7BB20,5,0x00984610,non_code:0xa9fc30
.?AVArkClientGameUIFactory@@,0x00A9FC30,0,0x00A7BB24,0x00A7BB2C,2,0x00000000,non_code:0xa9fd98
.?AVArkSpaceReturnUI@@,0x00A9FD98,328,0x00A7BB30,0x00A7BB44,5,0x00984610,non_code:0x0
.?AVArkSpaceReturnUI@@,0x00A9FCB0,0,0x00A7BB4C,0x00A7BBDC,36,0x007E19D0,non_code:0x186a0
.?AV?$ComponentImpl@VArkTradeTerminalUI_Impl@@@ArkUI@@,0x00A9FDAC,0,0x00A7BBE4,0x00A7BBEC,2,0x00000000,non_code:0xa9fdf8
.?AVArkTradeTerminalUI@@,0x00A9FDF8,0,0x00A7BBF0,0x00A7BBFC,3,0x00000000,non_code:0xa9fe88
.?AV?$WindowImpl@VArkTradeTerminalUI_Impl@@@ArkUI@@,0x00A9FE88,0,0x00A7BC00,0x00A7BC10,4,0x008766F0,non_code:0xa9fe9c
.?AVArkTradeTerminalUI_Impl@@,0x00A9FE9C,0,0x00A7BC14,0x00A7BD94,96,0x00775CA0,non_code:0x65657453
.?AV?$ComponentImpl@VArkItemInfoUI_Impl@@@ArkUI@@,0x00A9FFDC,0,0x00A7BDB8,0x00A7BDC0,2,0x00000000,non_code:0x3f3f3f
.?AV?$WindowImpl@VArkItemInfoUI_Impl@@@ArkUI@@,0x00AA0028,0,0x00A7BDC8,0x00A7BDD0,2,0x00000000,non_code:0xaa0078
.?AVArkItemInfoUI@@,0x00AA0078,0,0x00A7BDD4,0x00A7BDEC,6,0x008ACDD0,non_code:0x0
.?AVArkItemInfoUI_Impl@@,0x00AA00CC,0,0x00A7BDF4,0x00A7BF7C,98,0x00775CA0,non_code:0x64726556
.?AVArkObjectService@@,0x00AA0124,0,0x00A7BF9C,0x00A7BFC8,11,0x0095D4FA,non_code:0xaa016c
.?AVArkObjectCommander@@,0x00AA016C,0,0x00A7BFCC,0x00A7BFDC,4,0x0095D4FA,non_code:0x0
.?AVArkObjectClassInterface@@,0x00AA01B4,0,0x00A7BFE4,0x00A7C024,16,0x0095D4FA,non_code:0xaa01c8
.?AVArkClientObjectManagerImpl@@,0x00AA01C8,4,0x00A7C028,0x00A7C054,11,0x009154A0,non_code:0x0
.?AVArkParameterCommonImpl@@,0x00AA0234,0,0x00A7C05C,0x00A7C09C,16,0x006077C0,non_code:0xaa0280
.?AVArkClientObjectManagerImpl@@,0x00AA0280,0,0x00A7C0A0,0x00A7C0BC,7,0x004ABB70,non_code:0x6e696e55
.?AVArkTransferUI@@,0x00AA0294,0,0x00A7C134,0x00A7C1C4,36,0x007E19D0,non_code:0x756c6176
.?AVArkPacketExecutorInterface@@,0x00AA02E4,0,0x00A7C1F0,0x00A7C1F8,2,0x00000000,non_code:0xaa032c
.?AVArkClientPacketExecutor@@,0x00AA032C,0,0x00A7C1FC,0x00A7C204,2,0x00000000,non_code:0x73736170
.?AVArkClientDropManager@@,0x00AA0378,0,0x00A7C228,0x00A7C25C,13,0x004B2D00,non_code:0x3ca3d70a
.?AVArkInputListener_World@@,0x00AA0484,4,0x00A7C26C,0x00A7C27C,4,0x0040BB70,non_code:0xaa0418
.?AVArkInputListener_World@@,0x00AA0418,0,0x00A7C280,0x00A7C294,5,0x004B6760,non_code:0xaa0498
.?AVArkInputListener_UI@@,0x00AA0498,4,0x00A7C298,0x00A7C2AC,5,0x004B8930,non_code:0xaa04e8
.?AVArkInputListener_UI@@,0x00AA04E8,0,0x00A7C2B0,0x00A7C2C8,6,0x004B8830,non_code:0xaa04fc
.?AVArkEffectSequenceFactory@@,0x00AA04FC,0,0x00A7C2CC,0x00A7C2D8,3,0x00000000,non_code:0x3e051eb8
.?AVArkFriendListUI_Impl@@,0x00AA0548,0,0x00A7C2FC,0x00A7C41C,72,0x00775CA0,non_code:0xaa05a0
.?AV?$ComponentImpl@VArkFriendListUI_Impl@@@ArkUI@@,0x00AA05A0,0,0x00A7C420,0x00A7C428,2,0x00000000,non_code:0xaa05ec
.?AV?$WindowImpl@VArkFriendListUI_Impl@@@ArkUI@@,0x00AA05EC,0,0x00A7C42C,0x00A7C434,2,0x00000000,non_code:0xaa063c
.?AVArkFriendListUI@@,0x00AA063C,0,0x00A7C438,0x00A7C448,4,0x00585180,non_code:0xaa0690
.?AV?$ComponentImpl@VArkClientRenameFriendUI_Impl@@@ArkUI@@,0x00AA0690,0,0x00A7C44C,0x00A7C454,2,0x00000000,non_code:0xaa06dc
.?AV?$WindowImpl@VArkClientRenameFriendUI_Impl@@@ArkUI@@,0x00AA06DC,0,0x00A7C458,0x00A7C460,2,0x00000000,non_code:0xaa072c
.?AVArkClientRenameFriendUI@@,0x00AA072C,0,0x00A7C464,0x00A7C46C,2,0x00000000,non_code:0x0
.?AVArkClientRenameFriendUI_Impl@@,0x00AA0780,0,0x00A7C474,0x00A7C59C,74,0x00775CA0,non_code:0x64726576
.?AVArkTeamUI@@,0x00AA07D8,0,0x00A7C5AC,0x00A7C644,38,0x007E19D0,non_code:0x0
.?AVArkChatSessionUI_Impl@@,0x00AA0828,0,0x00A7C64C,0x00A7C77C,76,0x00775CA0,non_code:0x5f646f4d
.?AVListener@ArkGenericMenuWindowUI@@,0x00AA0880,0,0x00A7C848,0x00A7C864,7,0x00606EC0,non_code:0xaa08c8
.?AVArkClientPCInteractionManager@@,0x00AA08C8,0,0x00A7C868,0x00A7C884,7,0x004CC580,non_code:0x432f0000
.?AVArkRadarUI_Impl@@,0x00AA0984,0,0x00A7C894,0x00A7C9B4,72,0x00775CA0,non_code:0xaa09dc
.?AV?$ComponentImpl@VArkRadarUI_Impl@@@ArkUI@@,0x00AA09DC,0,0x00A7C9B8,0x00A7C9C0,2,0x00000000,non_code:0x0
.?AV?$WindowImpl@VArkRadarUI_Impl@@@ArkUI@@,0x00AA0A28,0,0x00A7C9D4,0x00A7C9DC,2,0x00000000,non_code:0xaa0a78
.?AVArkRadarUI@@,0x00AA0A78,0,0x00A7C9E0,0x00A7C9E8,2,0x00000000,non_code:0x0
.?AV?$ComponentImpl@VArkInventoryUI_Impl@@@ArkUI@@,0x00AA0ACC,0,0x00A7CA14,0x00A7CA1C,2,0x00000000,non_code:0xaa0b18
.?AVArkInventoryUI@@,0x00AA0B18,0,0x00A7CA20,0x00A7CA2C,3,0x00000000,non_code:0xbdcccccd
.?AV?$WindowImpl@VArkInventoryUI_Impl@@@ArkUI@@,0x00AA0BA8,0,0x00A7CA3C,0x00A7CA44,2,0x00000000,non_code:0x0
.?AVArkInventoryUI_Impl@@,0x00AA0BBC,0,0x00A7CA4C,0x00A7CB7C,76,0x00775CA0,non_code:0x432a0000
.?AVArkMapUI@@,0x00AA0C14,0,0x00A7CBF4,0x00A7CC84,36,0x007E19D0,non_code:0x0
.?AV?$ComponentImpl@VArkColoringUI_Impl@@@ArkUI@@,0x00AA0C64,0,0x00A7CCB8,0x00A7CCC0,2,0x00000000,non_code:0xaa0cb0
.?AVArkColoringUI@@,0x00AA0CB0,0,0x00A7CCC4,0x00A7CCCC,2,0x00000000,non_code:0xaa0d40
.?AV?$WindowImpl@VArkColoringUI_Impl@@@ArkUI@@,0x00AA0D40,0,0x00A7CCD0,0x00A7CCD8,2,0x00000000,non_code:0xaa0d54
.?AVArkColoringUI_Impl@@,0x00AA0D54,0,0x00A7CCDC,0x00A7CE4C,92,0x00775CA0,non_code:0x3f733333
.?AVArkConstructUI@@,0x00AA0DAC,0,0x00A7CE5C,0x00A7CF14,46,0x007E19D0,non_code:0x0
.?AVArkRefineUI@@,0x00AA0DFC,0,0x00A7CF1C,0x00A7D034,70,0x007E19D0,non_code:0x65766e49
.?AVArkItemContainerUI@@,0x00AA0E4C,0,0x00A7D054,0x00A7D0F4,40,0x007E19D0,non_code:0xaa0e9c
.?AVArkIconBookUIInterface@@,0x00AA0E9C,0,0x00A7D0F8,0x00A7D10C,5,0x0095D4FA,non_code:0xaa0ee4
.?AVInterface@ArkBlueprintBookUI@@,0x00AA0EE4,0,0x00A7D110,0x00A7D13C,11,0x004FECC0,non_code:0xaa0f30
.?AV?$ComponentImpl@VArkBagUI_Impl@@@ArkUI@@,0x00AA0F30,0,0x00A7D140,0x00A7D148,2,0x00000000,non_code:0xaa0f7c
.?AVArkBagUI@@,0x00AA0F7C,0,0x00A7D14C,0x00A7D158,3,0x00000000,non_code:0xaa100c
.?AV?$WindowImpl@VArkBagUI_Impl@@@ArkUI@@,0x00AA100C,0,0x00A7D15C,0x00A7D164,2,0x00000000,non_code:0x0
.?AVArkBagUI_Impl@@,0x00AA1020,0,0x00A7D16C,0x00A7D2B4,82,0x00775CA0,non_code:0x0
.?AV?$ArkClientObjectImpl@VArkPersonalAvatarObject@@@@,0x00AA1078,0,0x00A7D2BC,0x00A7D2FC,16,0x006077C0,non_code:0x0
.?AVArkClientPersonalAvatarImpl@@,0x00AA111C,0,0x00A7D304,0x00A7D35C,22,0x006077C0,non_code:0x3f800000
.?AV?$ArkClientObjectImpl@VArkLandAreaObject@@@@,0x00AA1174,0,0x00A7D36C,0x00A7D3AC,16,0x006077C0,non_code:0x0
.?AVArkClientLandAreaImpl@@,0x00AA1218,0,0x00A7D3B4,0x00A7D41C,26,0x006077C0,non_code:0x3f800000
.?AVArkAudioObjectInterface@@,0x00AA1270,0,0x00A7D42C,0x00A7D444,6,0x00509010,non_code:0x536b7241
.?AVSceneFeederObject@@,0x00AA12B8,0,0x00A7D458,0x00A7D470,6,0x0050A050,non_code:0x53565064
.?AVArkClientPlayerImpl@@,0x00AA1304,0,0x00A7D764,0x00A7D7A4,16,0x006077C0,non_code:0x0
.?AVArkSpaceShipUI@@,0x00AA1350,0,0x00A7D804,0x00A7D894,36,0x007E19D0,non_code:0x4b4f
.?AV?$ComponentImpl@VArkPlayerAdMainUI_Impl@@@ArkUI@@,0x00AA13A0,0,0x00A7D8C8,0x00A7D8D0,2,0x00000000,non_code:0xaa13ec
.?AV?$WindowImpl@VArkPlayerAdMainUI_Impl@@@ArkUI@@,0x00AA13EC,0,0x00A7D8D4,0x00A7D8DC,2,0x00000000,non_code:0xaa143c
.?AVArkPlayerAdMainUI@@,0x00AA143C,0,0x00A7D8E0,0x00A7D8E8,2,0x00000000,non_code:0xaa1490
.?AVArkPlayerAdMainUI_Impl@@,0x00AA1490,0,0x00A7D8EC,0x00A7DA14,74,0x00775CA0,non_code:0xaa14e8
.?AVArkAnimationEventListener@@,0x00AA14E8,0,0x00A7DA18,0x00A7DA20,2,0x00000000,non_code:0xaa1530
.?AVArkAnimationEventListener_Script@@,0x00AA1530,0,0x00A7DA24,0x00A7DA2C,2,0x00000000,non_code:0x3f32b8c3
.?AVArkEquippedInventoryUI_Impl@@,0x00AA157C,0,0x00A7DA34,0x00A7DB54,72,0x00775CA0,non_code:0xaa15d4
.?AV?$ComponentImpl@VArkEquippedInventoryUI_Impl@@@ArkUI@@,0x00AA15D4,0,0x00A7DB58,0x00A7DB60,2,0x00000000,non_code:0xaa1620
.?AVArkEquippedInventoryUI@@,0x00AA1620,0,0x00A7DB64,0x00A7DB70,3,0x00000000,non_code:0xaa16b0
.?AV?$WindowImpl@VArkEquippedInventoryUI_Impl@@@ArkUI@@,0x00AA16B0,0,0x00A7DB74,0x00A7DB94,8,0x00585180,non_code:0x0
.?AVNiWireframeProperty@@,0x00AA16C4,0,0x00A7DBC4,0x00A7DC04,16,0x007C74B0,non_code:0x0
.?AVNiVertexColorProperty@@,0x00AA171C,0,0x00A7DC0C,0x00A7DC4C,16,0x007C7930,non_code:0x0
.?AVNiDitherProperty@@,0x00AA1774,0,0x00A7DC54,0x00A7DC94,16,0x007C7C80,non_code:0x506b7241
.?AVClientMovableObject@@,0x00AA17CC,0,0x00A7DCB0,0x00A7DCE4,13,0x005278A0,non_code:0x0
.?AVArkEffectSequenceResourceItem@@,0x00AA18A0,0,0x00A7F410,0x00A7F41C,3,0x00000000,non_code:0xaa1a34
