class_name,col_va,col_offset,vtable_start,vtable_end,slot_count,slot3_value,stop_reason
.?AV?$NiTPointerListBase@V?$NiTPointerAllocator@I@@PAVNiLight@@@@,0x00AAC930,0,0x00A8A428,0x00A8A434,3,0x00000000,non_code:0xaac97c
.?AV?$NiTPointerMap@PAVNiLight@@PAVLightEntry@NiDX9LightManager@@@@,0x00AAC97C,0,0x00A8A438,0x00A8A454,7,0x0077F7B0,non_code:0xaac9c8
.?AV?$NiTPointerList@PAVNiLight@@@@,0x00AAC9C8,0,0x00A8A458,0x00A8A464,3,0x00000000,non_code:0xaaca18
.?AVNiDX9LightManager@@,0x00AACA18,0,0x00A8A468,0x00A8A470,2,0x00000000,non_code:0xaaca64
.?AVNiD3DGeometryGroupManager@@,0x00AACA64,0,0x00A8A474,0x00A8A49C,10,0x007924F0,non_code:0xaacae4
.?AVNiDX9RenderedTextureData@@,0x00AACAE4,0,0x00A8A4A0,0x00A8A4CC,11,0x004140D0,non_code:0x0
.?AVNiDX9RenderedCubeMapData@@,0x00AACB34,0,0x00A8A51C,0x00A8A548,11,0x004140D0,non_code:0x5844694e
.?AVNiDX9TextureManager@@,0x00AACB88,0,0x00A8A594,0x00A8A5AC,6,0x00793330,non_code:0xaacbd4
.?AV?$NiTArray@PBVNiTextureEffect@@@@,0x00AACBD4,0,0x00A8A5B0,0x00A8A5B4,1,0x00000000,non_code:0x0
.?AVNiD3DDefaultShader@@,0x00AACC1C,0,0x00A8A5BC,0x00A8A620,25,0x0076ED40,non_code:0x3344694e
.?AVNiDX9RenderState@@,0x00AACC74,0,0x00A8A63C,0x00A8A754,70,0x007AAB80,non_code:0xaaccfc
.?AVNiD3DShaderProgramCreator@@,0x00AACCFC,0,0x00A8A758,0x00A8A77C,9,0x0095D4FA,non_code:0xaacd44
.?AVNiD3DShaderProgramCreatorAsm@@,0x00AACD44,0,0x00A8A780,0x00A8A7B4,13,0x007AC350,non_code:0xaacd90
.?AVNiD3DShaderProgramCreatorObj@@,0x00AACD90,0,0x00A8A7B8,0x00A8A7EC,13,0x007AC350,non_code:0xaacde0
.?AVNiD3DShaderProgramCreatorHLSL@@,0x00AACDE0,0,0x00A8A7F0,0x00A8A814,9,0x007AD560,non_code:0x6c736c68
.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@PBDPAVNiD3DXEffectFile@@@@,0x00AACE2C,0,0x00A8A830,0x00A8A84C,7,0x0077F7B0,non_code:0xaace74
.?AV?$NiTPointerMap@PBDPAVNiD3DXEffectFile@@@@,0x00AACE74,0,0x00A8A850,0x00A8A86C,7,0x0077F7B0,non_code:0xaacec0
.?AV?$NiTStringTemplateMap@V?$NiTPointerMap@PBDPAVNiD3DXEffectFile@@@@PAVNiD3DXEffectFile@@@@,0x00AACEC0,0,0x00A8A870,0x00A8A88C,7,0x007A8320,non_code:0xaacf10
.?AVNiD3DXEffectFactory@@,0x00AACF10,0,0x00A8A890,0x00A8A8A0,4,0x00797990,non_code:0xaacf58
.?AV?$NiTStringPointerMap@PAVNiD3DXEffectFile@@@@,0x00AACF58,0,0x00A8A8A4,0x00A8A8C0,7,0x007A8320,non_code:0xaacfac
.?AVNiFloatExtraData@@,0x00AACFAC,0,0x00A8A8C4,0x00A8A900,15,0x007E7060,non_code:0x3344694e
.?AVNiDX9ShaderDeclaration@@,0x00AAD000,0,0x00A8A91C,0x00A8A978,23,0x00864230,non_code:0x5f4c444e
.?AV?$NiTMapBase@V?$DFALL@PAVNiD3DGlobalConstantEntry@@@@PBDPAVNiD3DGlobalConstantEntry@@@@,0x00AAD090,0,0x00A8AA3C,0x00A8AA58,7,0x0077F7B0,non_code:0xaad0d8
.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@PBDPAVNiShader@@@@,0x00AAD0D8,0,0x00A8AA5C,0x00A8AA78,7,0x0077F7B0,non_code:0xaad120
.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@PBDV?$NiPointer@VNiShaderLibrary@@@@@@,0x00AAD120,0,0x00A8AA7C,0x00A8AA98,7,0x0079A1D0,non_code:0xaad168
.?AVNiD3DGlobalConstantEntry@@,0x00AAD168,0,0x00A8AA9C,0x00A8AAA4,2,0x00000000,non_code:0x75746553
.?AV?$NiTMap@PBDPAVNiD3DGlobalConstantEntry@@@@,0x00AAD1B4,0,0x00A8AAF8,0x00A8AB14,7,0x0077F7B0,non_code:0xaad200
.?AV?$NiTStringTemplateMap@V?$NiTMap@PBDPAVNiD3DGlobalConstantEntry@@@@PAVNiD3DGlobalConstantEntry@@@@,0x00AAD200,0,0x00A8AB18,0x00A8AB34,7,0x007A8320,non_code:0xaad250
.?AV?$NiTPointerMap@PBDPAVNiShader@@@@,0x00AAD250,0,0x00A8AB38,0x00A8AB54,7,0x0077F7B0,non_code:0xaad29c
.?AV?$NiTStringTemplateMap@V?$NiTPointerMap@PBDPAVNiShader@@@@PAVNiShader@@@@,0x00AAD29C,0,0x00A8AB58,0x00A8AB74,7,0x007A8320,non_code:0xaad2ec
.?AV?$NiTPointerMap@PBDV?$NiPointer@VNiShaderLibrary@@@@@@,0x00AAD2EC,0,0x00A8AB78,0x00A8AB94,7,0x0079A1D0,non_code:0xaad338
.?AV?$NiTStringTemplateMap@V?$NiTPointerMap@PBDV?$NiPointer@VNiShaderLibrary@@@@@@V?$NiPointer@VNiShaderLibrary@@@@@@,0x00AAD338,0,0x00A8AB98,0x00A8ABB4,7,0x0079A360,non_code:0x0
.?AVNiD3DShaderFactory@@,0x00AAD388,0,0x00A8ABBC,0x00A8AC2C,28,0x00799AE0,non_code:0xaad410
.?AV?$NiTStringMap@PAVNiD3DGlobalConstantEntry@@@@,0x00AAD410,0,0x00A8AC30,0x00A8AC4C,7,0x007A8320,non_code:0xaad464
.?AV?$NiTStringPointerMap@PAVNiShader@@@@,0x00AAD464,0,0x00A8AC50,0x00A8AC6C,7,0x007A8320,non_code:0xaad4b8
.?AV?$NiTStringPointerMap@V?$NiPointer@VNiShaderLibrary@@@@@@,0x00AAD4B8,0,0x00A8AC70,0x00A8AC8C,7,0x0079A360,non_code:0x6c696146
.?AVNiD3DShaderConstantManager@@,0x00AAD50C,0,0x00A8B03C,0x00A8B048,3,0x00000000,non_code:0xaad558
.?AVNiPSysModifierCtlr@@,0x00AAD558,0,0x00A8B04C,0x00A8B0BC,28,0x00864230,non_code:0x69646f4d
.?AVNiPSysData@@,0x00AAD56C,0,0x00A8B0EC,0x00A8B14C,24,0x0079C960,non_code:0x65646441
.?AVNiPSysModifierActiveCtlr@@,0x00AAD640,0,0x00A8B17C,0x00A8B1F0,29,0x0079CCA0,non_code:0xaad6e0
.?AVNiSkinnedEmitterData@NiPSysMeshEmitter@@,0x00AAD6E0,0,0x00A8B1F4,0x00A8B1FC,2,0x00000000,non_code:0xaad72c
.?AV?$NiTArray@V?$NiPointer@VNiGeometry@@@@@@,0x00AAD72C,0,0x00A8B200,0x00A8B204,1,0x00000000,non_code:0xaad774
.?AV?$NiTArray@V?$NiPointer@VNiSkinnedEmitterData@NiPSysMeshEmitter@@@@@@,0x00AAD774,0,0x00A8B208,0x00A8B20C,1,0x00000000,non_code:0x0
.?AVNiPSysMeshEmitter@@,0x00AAD7BC,0,0x00A8B214,0x00A8B268,21,0x0079F480,non_code:0x456b5f6d
.?AVNiPSysGravityStrengthCtlr@@,0x00AAD814,0,0x00A8B3AC,0x00A8B424,30,0x0079FD70,non_code:0x0
.?AVNiPSysEmitterSpeedCtlr@@,0x00AAD8B4,0,0x00A8B42C,0x00A8B4A4,30,0x0079FF40,non_code:0x0
.?AVNiPSysEmitterPlanarAngleCtlr@@,0x00AAD910,0,0x00A8B4AC,0x00A8B524,30,0x007A00C0,non_code:0x0
.?AVNiPSysEmitterLifeSpanCtlr@@,0x00AAD96C,0,0x00A8B52C,0x00A8B5A4,30,0x007A0220,non_code:0x0
.?AVNiPSysEmitterInitialRadiusCtlr@@,0x00AAD9C8,0,0x00A8B5AC,0x00A8B624,30,0x007A0380,non_code:0x0
.?AVNiPSysEmitterDeclinationCtlr@@,0x00AADA24,0,0x00A8B62C,0x00A8B6A4,30,0x007A0500,non_code:0xaada80
.?AVNiPSysEmitterCtlrData@@,0x00AADA80,0,0x00A8B6A8,0x00A8B6E0,14,0x007A09D0,non_code:0x206d754e
.?AVNiPSysCylinderEmitter@@,0x00AADAD0,0,0x00A8B73C,0x00A8B794,22,0x007A0EA0,non_code:0x0
.?AVNiMeshPSysData@@,0x00AADB2C,0,0x00A8B79C,0x00A8B7FC,24,0x007A15C0,non_code:0x0
.?AVNiMeshParticleSystem@@,0x00AADB88,0,0x00A8B804,0x00A8B8BC,46,0x007A1A80,non_code:0xaadbec
.?AV?$NiTArray@PAVNiAVObject@@@@,0x00AADBEC,0,0x00A8B8C0,0x00A8B8C4,1,0x00000000,non_code:0xaadc34
.?AV?$NiTListBase@V?$NiTObjectAllocator@VBlendPair@NiSequence@@@@VBlendPair@NiSequence@@@@,0x00AADC34,0,0x00A8B8C8,0x00A8B8D4,3,0x00000000,non_code:0xaadc7c
.?AV?$NiTObjectList@VBlendPair@NiSequence@@@@,0x00AADC7C,0,0x00A8B8D8,0x00A8B8E4,3,0x00000000,non_code:0xaadcc8
.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@PAVNiAVObject@@_N@@,0x00AADCC8,0,0x00A8B8E8,0x00A8B904,7,0x007A2510,non_code:0xaadd10
.?AV?$NiTArray@V?$NiPointer@VNiKeyframeController@@@@@@,0x00AADD10,0,0x00A8B908,0x00A8B90C,1,0x00000000,non_code:0xaadd58
.?AV?$NiTPointerMap@PAVNiAVObject@@_N@@,0x00AADD58,0,0x00A8B910,0x00A8B92C,7,0x007A2510,non_code:0xaadda4
.?AVNiSequence@@,0x00AADDA4,0,0x00A8B930,0x00A8B968,14,0x007A50C0,non_code:0x706d6554
.?AVNiKeyframeData@@,0x00AADDF4,0,0x00A8B988,0x00A8B9C0,14,0x00864230,non_code:0x4b746f52
.?AVNiPSysModifier@@,0x00AADE44,0,0x00A8BC9C,0x00A8BCE4,18,0x00864230,non_code:0x69746341
.?AVNiPSysFieldModifier@@,0x00AADE58,0,0x00A8BD0C,0x00A8BD54,18,0x00864230,non_code:0x2078614d
.?AVNiPSysCollider@@,0x00AADE6C,0,0x00A8BDBC,0x00A8BDFC,16,0x00864230,non_code:0x616e614d
.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@PBDPAVNiD3DVertexShader@@@@,0x00AADE80,0,0x00A8BEB4,0x00A8BED0,7,0x0077F7B0,non_code:0xaadec8
.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@PBDPAVNiD3DPixelShader@@@@,0x00AADEC8,0,0x00A8BED4,0x00A8BEF0,7,0x0077F7B0,non_code:0xaadf10
.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@PBDPAVNiD3DShaderProgramCreator@@@@,0x00AADF10,0,0x00A8BEF4,0x00A8BF10,7,0x0077F7B0,non_code:0xaadf58
.?AVNiD3DShaderProgramFactory@@,0x00AADF58,0,0x00A8BF14,0x00A8BF1C,2,0x00000000,non_code:0xaadfa4
.?AV?$NiTPointerMap@PBDPAVNiD3DVertexShader@@@@,0x00AADFA4,0,0x00A8BF20,0x00A8BF3C,7,0x0077F7B0,non_code:0xaadff0
.?AV?$NiTStringTemplateMap@V?$NiTPointerMap@PBDPAVNiD3DVertexShader@@@@PAVNiD3DVertexShader@@@@,0x00AADFF0,0,0x00A8BF40,0x00A8BF5C,7,0x007A8320,non_code:0xaae040
.?AV?$NiTPointerMap@PBDPAVNiD3DPixelShader@@@@,0x00AAE040,0,0x00A8BF60,0x00A8BF7C,7,0x0077F7B0,non_code:0xaae08c
.?AV?$NiTStringTemplateMap@V?$NiTPointerMap@PBDPAVNiD3DPixelShader@@@@PAVNiD3DPixelShader@@@@,0x00AAE08C,0,0x00A8BF80,0x00A8BF9C,7,0x007A8320,non_code:0xaae0dc
.?AV?$NiTPointerMap@PBDPAVNiD3DShaderProgramCreator@@@@,0x00AAE0DC,0,0x00A8BFA0,0x00A8BFBC,7,0x0077F7B0,non_code:0xaae128
.?AV?$NiTStringTemplateMap@V?$NiTPointerMap@PBDPAVNiD3DShaderProgramCreator@@@@PAVNiD3DShaderProgramCreator@@@@,0x00AAE128,0,0x00A8BFC0,0x00A8BFDC,7,0x007A8320,non_code:0xaae178
.?AV?$NiTStringPointerMap@PAVNiD3DVertexShader@@@@,0x00AAE178,0,0x00A8BFE0,0x00A8BFFC,7,0x007A8320,non_code:0xaae1cc
.?AV?$NiTStringPointerMap@PAVNiD3DPixelShader@@@@,0x00AAE1CC,0,0x00A8C000,0x00A8C01C,7,0x007A8320,non_code:0xaae220
.?AV?$NiTStringPointerMap@PAVNiD3DShaderProgramCreator@@@@,0x00AAE220,0,0x00A8C020,0x00A8C03C,7,0x007A8320,non_code:0xaae274
.?AV?$NiTArray@PAVNiVBChip@@@@,0x00AAE274,0,0x00A8C040,0x00A8C044,1,0x00000000,non_code:0xaae2bc
.?AV?$NiTArray@PAVNiVBBlock@@@@,0x00AAE2BC,0,0x00A8C048,0x00A8C04C,1,0x00000000,non_code:0xaae304
.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@IPAVNiVBSet@@@@,0x00AAE304,0,0x00A8C050,0x00A8C06C,7,0x0077F7B0,non_code:0xaae34c
.?AV?$NiTPointerMap@IPAVNiVBSet@@@@,0x00AAE34C,0,0x00A8C070,0x00A8C08C,7,0x0077F7B0,non_code:0xaae398
.?AVNiStaticGeometryGroup@@,0x00AAE398,0,0x00A8C090,0x00A8C0C0,12,0x007A9AA0,non_code:0xaae418
.?AVNiUnsharedGeometryGroup@@,0x00AAE418,0,0x00A8C0C4,0x00A8C0F4,12,0x007A9AA0,non_code:0xaae464
.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@IPAVNiVBDynamicSet@@@@,0x00AAE464,0,0x00A8C0F8,0x00A8C114,7,0x0077F7B0,non_code:0xaae4ac
.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@IPAVNiVBChip@@@@,0x00AAE4AC,0,0x00A8C118,0x00A8C134,7,0x0077F7B0,non_code:0xaae4f4
.?AV?$NiTArray@PAVNiVBDynamicSet@@@@,0x00AAE4F4,0,0x00A8C138,0x00A8C13C,1,0x00000000,non_code:0xaae53c
.?AV?$NiTPointerMap@IPAVNiVBDynamicSet@@@@,0x00AAE53C,0,0x00A8C140,0x00A8C15C,7,0x0077F7B0,non_code:0xaae588
.?AV?$NiTPointerMap@IPAVNiVBChip@@@@,0x00AAE588,0,0x00A8C160,0x00A8C17C,7,0x0077F7B0,non_code:0xaae5d4
.?AVNiDynamicGeometryGroup@@,0x00AAE5D4,0,0x00A8C180,0x00A8C1B0,12,0x007AA160,non_code:0xaae620
.?AVNiD3DRenderState@@,0x00AAE620,0,0x00A8C1B4,0x00A8C2CC,70,0x007AAB80,non_code:0xaae634
.?AVNiDX9MaterialManager@@,0x00AAE634,0,0x00A8C2D0,0x00A8C2D8,2,0x00000000,non_code:0xaae680
.?AVNiDX9ShaderConstantManager@@,0x00AAE680,0,0x00A8C2DC,0x00A8C2E8,3,0x00000000,non_code:0xaae6d0
.?AVNiD3DPixelShader@@,0x00AAE6D0,0,0x00A8C2EC,0x00A8C330,17,0x007AC150,non_code:0xaae758
.?AVNiD3DVertexShader@@,0x00AAE758,0,0x00A8C334,0x00A8C390,23,0x007AC150,non_code:0x6c696146
.?AVNiD3DHLSLVertexShader@@,0x00AAE7A8,0,0x00A8C524,0x00A8C598,29,0x007AC150,non_code:0xaae7fc
.?AVNiD3DHLSLPixelShader@@,0x00AAE7FC,0,0x00A8C59C,0x00A8C5F8,23,0x007AC150,non_code:0x6c696146
.?AVNiD3DShaderDeclaration@@,0x00AAE850,0,0x00A8C6EC,0x00A8C748,23,0x00864230,non_code:0x0
.?AV?$NiTArray@P6AIAAVPackingParameters@NiD3DShaderDeclaration@@@Z@@,0x00AAE864,0,0x00A8C76C,0x00A8C770,1,0x00000000,non_code:0xaae8ac
.?AV?$NiTArray@PAVNiPackerEntry@NiD3DShaderDeclaration@@@@,0x00AAE8AC,0,0x00A8C774,0x00A8C778,1,0x00000000,non_code:0xaae8f4
.?AV?$NiTListBase@V?$NiTPointerAllocator@I@@PAD@@,0x00AAE8F4,0,0x00A8C77C,0x00A8C788,3,0x00000000,non_code:0xaae93c
.?AV?$NiTPointerListBase@V?$NiTPointerAllocator@I@@PAD@@,0x00AAE93C,0,0x00A8C78C,0x00A8C798,3,0x00000000,non_code:0xaae988
.?AVNiVisData@@,0x00AAE988,0,0x00A8C79C,0x00A8C7D4,14,0x00864230,non_code:0x0
.?AVNiPSysModifierBoolCtlr@@,0x00AAE9D8,0,0x00A8C7DC,0x00A8C850,29,0x00864230,non_code:0x5350694e
.?AVNiFloatData@@,0x00AAE9EC,0,0x00A8C86C,0x00A8C8A4,14,0x00864230,non_code:0x0
.?AVNiPSysModifierFloatCtlr@@,0x00AAEA3C,0,0x00A8C8AC,0x00A8C924,30,0x00864230,non_code:0x5350694e
.?AV?$NiTArray@I@@,0x00AAEA50,0,0x00A8C940,0x00A8C944,1,0x00000000,non_code:0xaaea98
.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@PBDV?$NiPointer@VNiSequence@@@@@@,0x00AAEA98,0,0x00A8C948,0x00A8C964,7,0x007B0650,non_code:0xaaeae0
.?AV?$NiTPointerMap@PBDV?$NiPointer@VNiSequence@@@@@@,0x00AAEAE0,0,0x00A8C968,0x00A8C984,7,0x007B0650,non_code:0xaaeb2c
.?AV?$NiTStringTemplateMap@V?$NiTPointerMap@PBDV?$NiPointer@VNiSequence@@@@@@V?$NiPointer@VNiSequence@@@@@@,0x00AAEB2C,0,0x00A8C988,0x00A8C9A4,7,0x007B07A0,non_code:0x0
.?AVNiKeyframeManager@@,0x00AAEB7C,0,0x00A8C9AC,0x00A8CA20,29,0x007B1950,non_code:0xaaebd0
.?AV?$NiTStringPointerMap@V?$NiPointer@VNiSequence@@@@@@,0x00AAEBD0,0,0x00A8CA24,0x00A8CA40,7,0x007B07A0,non_code:0x654b694e
.?AVNiSequenceStreamHelper@@,0x00AAEC24,0,0x00A8CA58,0x00A8CA90,14,0x00864230,non_code:0x6553694e
.?AVNiGeometryGroup@@,0x00AAEC78,0,0x00A8CAAC,0x00A8CADC,12,0x0095D4FA,non_code:0xaaec8c
.?AVNiD3DShaderProgram@@,0x00AAEC8C,0,0x00A8CAE0,0x00A8CB14,13,0x007AC150,non_code:0x6c696146
.?AV?$NiTListBase@V?$DFALL@V?$NiPointer@VNiShaderParameter@@@@@@V?$NiPointer@VNiShaderParameter@@@@@@,0x00AAECA0,0,0x00A8CB9C,0x00A8CBA8,3,0x00000000,non_code:0xaaece8
.?AV?$NiTPointerListBase@V?$DFALL@V?$NiPointer@VNiShaderParameter@@@@@@V?$NiPointer@VNiShaderParameter@@@@@@,0x00AAECE8,0,0x00A8CBAC,0x00A8CBB8,3,0x00000000,non_code:0xaaed34
.?AVNiGeometry@@,0x00AAED34,0,0x00A8CBBC,0x00A8CC70,45,0x00864230,non_code:0xaaed48
.?AV?$NiTList@V?$NiPointer@VNiShaderParameter@@@@@@,0x00AAED48,0,0x00A8CC74,0x00A8CC80,3,0x00000000,non_code:0x64616853
.?AVNiDynamicEffectState@@,0x00AAED98,0,0x00A8CCB4,0x00A8CCBC,2,0x00000000,non_code:0xaaede4
.?AV?$NiTListBase@V?$NiTPointerAllocator@I@@PAVNiDynamicEffect@@@@,0x00AAEDE4,0,0x00A8CCC0,0x00A8CCCC,3,0x00000000,non_code:0xaaee2c
.?AV?$NiTPointerListBase@V?$NiTPointerAllocator@I@@PAVNiDynamicEffect@@@@,0x00AAEE2C,0,0x00A8CCD0,0x00A8CCDC,3,0x00000000,non_code:0xaaee78
.?AV?$NiTPointerList@PAVNiDynamicEffect@@@@,0x00AAEE78,0,0x00A8CCE0,0x00A8CCEC,3,0x00000000,non_code:0x0
.?AVNiNode@@,0x00AAEEC8,0,0x00A8CCF4,0x00A8CDB0,47,0x007B6240,non_code:0x65666665
.?AVNiObjectNET@@,0x00AAEF20,0,0x00A8CE20,0x00A8CE58,14,0x00864230,non_code:0x63705f6d
.?AVNiObject@@,0x00AAEF34,0,0x00A8CE74,0x00A8CEAC,14,0x00864230,non_code:0xaaef48
.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@PAVNiObject@@PAV2@@@,0x00AAEF48,0,0x00A8CEB0,0x00A8CECC,7,0x0077F7B0,non_code:0xaaef90
.?AV?$NiTPointerMap@PAVNiObject@@PAV1@@@,0x00AAEF90,0,0x00A8CED0,0x00A8CEEC,7,0x0077F7B0,non_code:0x69755f6d
.?AV?$NiTArray@PAVMap@NiTexturingProperty@@@@,0x00AAEFDC,0,0x00A8D070,0x00A8D074,1,0x00000000,non_code:0xaaf024
.?AV?$NiTArray@PAVShaderMap@NiTexturingProperty@@@@,0x00AAF024,0,0x00A8D078,0x00A8D07C,1,0x00000000,non_code:0x0
.?AVNiTexturingProperty@@,0x00AAF06C,0,0x00A8D084,0x00A8D0C4,16,0x007BA6F0,non_code:0xaaf0c4
.?AVMap@NiTexturingProperty@@,0x00AAF0C4,0,0x00A8D0C8,0x00A8D0D4,3,0x00000000,non_code:0x69755f6d
.?AV?$NiTArray@V?$NiPointer@VNiScreenPolygon@@@@@@,0x00AAF0D8,0,0x00A8D388,0x00A8D38C,1,0x00000000,non_code:0xaaf120
.?AV?$NiTArray@V?$NiPointer@VNiScreenTexture@@@@@@,0x00AAF120,0,0x00A8D390,0x00A8D394,1,0x00000000,non_code:0x0
.?AVNiCamera@@,0x00AAF168,0,0x00A8D39C,0x00A8D444,42,0x007BE170,non_code:0x576b5f6d
.?AVNiScreenPolygon@@,0x00AAF1C0,0,0x00A8D494,0x00A8D4CC,14,0x007BEC10,non_code:0x6b705f6d
.?AV?$NiTListBase@V?$NiTPointerAllocator@I@@V?$NiPointer@VNiProperty@@@@@@,0x00AAF210,0,0x00A8D514,0x00A8D520,3,0x00000000,non_code:0xaaf258
.?AV?$NiTPointerListBase@V?$NiTPointerAllocator@I@@V?$NiPointer@VNiProperty@@@@@@,0x00AAF258,0,0x00A8D524,0x00A8D530,3,0x00000000,non_code:0xaaf2a4
.?AVNiAVObject@@,0x00AAF2A4,0,0x00A8D534,0x00A8D5D8,41,0x00864230,non_code:0xaaf2b8
.?AV?$NiTPointerList@V?$NiPointer@VNiProperty@@@@@@,0x00AAF2B8,0,0x00A8D5DC,0x00A8D5E8,3,0x00000000,non_code:0x6f43694e
.?AV?$NiTArray@PAVRecord@NiPick@@@@,0x00AAF308,0,0x00A8D8CC,0x00A8D8D0,1,0x00000000,non_code:0xaaf350
.?AVNiTexture@@,0x00AAF350,0,0x00A8D8D4,0x00A8D914,16,0x00864230,non_code:0x0
.?AVNiSourceTexture@@,0x00AAF3A4,0,0x00A8D91C,0x00A8D968,19,0x00864230,non_code:0x6f53694e
.?AVNiPixelData@@,0x00AAF3FC,0,0x00A8D97C,0x00A8D9B4,14,0x00864230,non_code:0x6950694e
.?AVErrorHandler@NiDPVS@@,0x00AAF44C,0,0x00A8D9F0,0x00A8DA0C,7,0x0095F202,non_code:0x7570430a
.?AVNiAmbientLight@@,0x00AAF4CC,0,0x00A8DB44,0x00A8DBF0,43,0x007C5850,non_code:0x6d41694e
.?AVNiPointLight@@,0x00AAF5B8,0,0x00A8DC04,0x00A8DCB0,43,0x007C9440,non_code:0xaaf618
.?AVNiSpotLight@@,0x00AAF618,0,0x00A8DCB4,0x00A8DD60,43,0x007C5B20,non_code:0x53665f6d
.?AVNiTriShape@@,0x00AAF67C,0,0x00A8DDAC,0x00A8DE64,46,0x007C73C0,non_code:0x7254694e
.?AV?$NiTListBase@V?$NiTPointerAllocator@I@@PAVNiNode@@@@,0x00AAF724,0,0x00A8DF50,0x00A8DF5C,3,0x00000000,non_code:0xaaf76c
.?AV?$NiTPointerListBase@V?$NiTPointerAllocator@I@@PAVNiNode@@@@,0x00AAF76C,0,0x00A8DF60,0x00A8DF6C,3,0x00000000,non_code:0xaaf7b8
.?AV?$NiTPointerList@PAVNiNode@@@@,0x00AAF7B8,0,0x00A8DF70,0x00A8DF7C,3,0x00000000,non_code:0x0
.?AVNiDynamicEffect@@,0x00AAF808,0,0x00A8DF84,0x00A8E02C,42,0x00864230,non_code:0x66616e75
.?AVNiExtraData@@,0x00AAF81C,0,0x00A8E09C,0x00A8E0D8,15,0x00864230,non_code:0xaaf830
.?AVNiBinaryExtraData@@,0x00AAF830,0,0x00A8E0DC,0x00A8E118,15,0x007EDF30,non_code:0x7845694e
.?AVNiSpecularProperty@@,0x00AAF884,0,0x00A8E12C,0x00A8E16C,16,0x007C8CD0,non_code:0x53625f6d
.?AVNiDirectionalLight@@,0x00AAF8DC,0,0x00A8E1BC,0x00A8E268,43,0x007C9200,non_code:0x6944694e
.?AVNiTextureEffect@@,0x00AAF93C,0,0x00A8E37C,0x00A8E424,42,0x007CA020,non_code:0x4d6b5f6d
.?AVNiLight@@,0x00AAF998,0,0x00A8E4B4,0x00A8E560,43,0x00864230,non_code:0x536b5f6d
.?AVPartition@NiSkinPartition@@,0x00AAF9AC,0,0x00A8E590,0x00A8E594,1,0x00000000,non_code:0xaaf9f4
.?AVNiSkinPartition@@,0x00AAF9F4,0,0x00A8E598,0x00A8E5D0,14,0x00864230,non_code:0xaafa44
.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@IM@@,0x00AAFA44,0,0x00A8E5D4,0x00A8E5F0,7,0x007CB220,non_code:0xaafa8c
.?AV?$NiTPointerMap@IM@@,0x00AAFA8C,0,0x00A8E5F4,0x00A8E610,7,0x007CB220,non_code:0x6b53694e
.?AVNiSkinData@@,0x00AAFAD8,0,0x00A8E624,0x00A8E65C,14,0x00864230,non_code:0x6b53694e
.?AVNiSkinInstance@@,0x00AAFB28,0,0x00A8E66C,0x00A8E6A4,14,0x007CDD10,non_code:0x6e6f6e3c
.?AVNiShader@@,0x00AAFB78,0,0x00A8E714,0x00A8E728,5,0x0076ED40,non_code:0x6853694e
.?AVNiBillboardNode@@,0x00AAFB8C,0,0x00A8E7BC,0x00A8E878,47,0x007CEE50,non_code:0x2b8cbccc
.?AVNiTriStrips@@,0x00AAFBE8,0,0x00A8E89C,0x00A8E954,46,0x007CF240,non_code:0x7254694e
.?AVNiImageReader@@,0x00AAFC48,0,0x00A8E964,0x00A8E974,4,0x0095D4FA,non_code:0x7364642e
.?AVNiDDSReader@@,0x00AAFC90,0,0x00A8E980,0x00A8E990,4,0x007CF5A0,non_code:0xaafcdc
.?AVNiImageConverter@@,0x00AAFCDC,0,0x00A8E994,0x00A8E9AC,6,0x007D0890,non_code:0xffffffff
.?AV?$NiTArray@PAVNiObjectGroup@@@@,0x00AAFD60,0,0x00A8E9E8,0x00A8E9EC,1,0x00000000,non_code:0xaafda8
.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@PBVNiObject@@I@@,0x00AAFDA8,0,0x00A8E9F0,0x00A8EA0C,7,0x0077F7B0,non_code:0xaafdf0
.?AV?$NiTArray@P6AXAAVNiStream@@PAVNiObject@@@Z@@,0x00AAFDF0,0,0x00A8EA10,0x00A8EA14,1,0x00000000,non_code:0xaafe38
.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@PBDV?$NiPointer@VNiTexture@@@@@@,0x00AAFE38,0,0x00A8EA18,0x00A8EA34,7,0x007D1740,non_code:0xaafe80
.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@PBDP6APAVNiObject@@XZ@@,0x00AAFE80,0,0x00A8EA38,0x00A8EA54,7,0x0077F7B0,non_code:0xaafec8
