nif,nitrishape_block,texturing_property_ref,arktexture_block,arktexture_entry_idx
347486.nif,83,7,3,7
347486.nif,86,8,3,8
347486.nif,86,8,3,9
347486.nif,89,9,3,10
347486.nif,89,9,3,11
34752.nif,15,9,2,25
34752.nif,19,4,2,0
34752.nif,23,6,2,19
34752.nif,23,6,2,20
34752.nif,27,7,2,21
34752.nif,27,7,2,22
34752.nif,31,8,2,23
34752.nif,31,8,2,24
34758.nif,81,76,75,0
34762.nif,72,67,66,0
34763.nif,79,74,73,0
347707.nif,13,4,3,0
347707.nif,13,4,3,1
347707.nif,13,4,3,2
347707.nif,15,5,3,3
347707.nif,15,5,3,4
347707.nif,17,6,3,5
347707.nif,17,6,3,6
347707.nif,19,7,3,7
347707.nif,19,7,3,8
347854.nif,25,4,2,0
347854.nif,27,5,2,1
347854.nif,29,6,2,2
347854.nif,31,7,2,3
347854.nif,31,7,2,4
347854.nif,33,8,2,5
347854.nif,35,9,2,6
347854.nif,37,10,2,7
347854.nif,39,11,2,8
347854.nif,41,12,2,9
347854.nif,44,13,2,10
347854.nif,44,13,2,11
347854.nif,47,14,2,12
347854.nif,51,15,2,13
347854.nif,51,15,2,14
347854.nif,55,16,2,15
347854.nif,60,17,2,16
347854.nif,64,18,2,17
347854.nif,64,18,2,18
347854.nif,84,19,2,19
347854.nif,90,20,2,20
347878.nif,21,5,2,0
347878.nif,21,5,2,1
347878.nif,25,6,2,2
347878.nif,30,7,2,3
347878.nif,35,8,2,4
347878.nif,35,8,2,5
347878.nif,37,9,2,6
347878.nif,37,9,2,7
347878.nif,41,10,2,8
347878.nif,43,11,2,9
347878.nif,45,12,2,10
347878.nif,47,13,2,11
347878.nif,49,14,2,12
347878.nif,51,15,2,13
347878.nif,54,16,2,14
347878.nif,64,17,2,15
347897.nif,30,5,2,0
347897.nif,32,6,2,1
347897.nif,34,7,2,2
347897.nif,36,8,2,3
347897.nif,38,9,2,4
347897.nif,40,10,2,5
347897.nif,42,11,2,6
347897.nif,44,12,2,7
347897.nif,46,13,2,8
347897.nif,50,14,2,9
347897.nif,54,15,2,10
347897.nif,58,16,2,11
347897.nif,63,17,2,12
347897.nif,67,18,2,13
347897.nif,67,18,2,14
347897.nif,83,19,2,15
347897.nif,87,20,2,16
347897.nif,90,21,2,17
347897.nif,90,21,2,18
347897.nif,94,22,2,19
347897.nif,98,23,2,20
347897.nif,103,24,2,21
347897.nif,113,25,2,22
347937.nif,27,5,2,0
347937.nif,29,6,2,1
347937.nif,31,7,2,2
347937.nif,33,8,2,3
347937.nif,35,9,2,4
347937.nif,37,10,2,5
347937.nif,39,11,2,6
347937.nif,41,12,2,7
347937.nif,43,13,2,8
347937.nif,45,14,2,9
347937.nif,45,14,2,10
347937.nif,47,15,2,11
347937.nif,51,16,2,12
347937.nif,55,17,2,13
347937.nif,60,18,2,14
347937.nif,64,19,2,15
347937.nif,64,19,2,16
347937.nif,71,20,2,17
347937.nif,71,20,2,18
347937.nif,74,21,2,19
347937.nif,78,22,2,20
347968.nif,14,5,2,0
347968.nif,14,5,2,1
347968.nif,14,5,2,2
347968.nif,17,6,2,3
347968.nif,17,6,2,4
347968.nif,20,7,2,5
347968.nif,20,7,2,6
347968.nif,22,8,2,7
347968.nif,24,9,2,8
347983.nif,20,5,2,0
347983.nif,20,5,2,1
347983.nif,22,6,2,2
347983.nif,22,6,2,3
347983.nif,38,7,2,4
347983.nif,38,7,2,5
347983.nif,40,8,2,6
347983.nif,42,9,2,7
347983.nif,44,10,2,8
347983.nif,46,11,2,9
347983.nif,48,12,2,10
347983.nif,50,13,2,11
347983.nif,50,13,2,12
347983.nif,52,14,2,13
347983.nif,52,14,2,14
347983.nif,54,15,2,15
347983.nif,54,15,2,16
348185.nif,12,4,3,0
348243.nif,12,4,3,0
348249.nif,12,4,3,0
348253.nif,12,4,3,0
348610.nif,10,6,2,2
348610.nif,21,4,2,0
348610.nif,25,5,2,1
348632.nif,10,6,2,2
348632.nif,21,4,2,0
348632.nif,25,5,2,1
348647.nif,10,6,2,2
348647.nif,21,4,2,0
348647.nif,25,5,2,1
348652.nif,10,6,2,2
348652.nif,21,4,2,0
348652.nif,25,5,2,1
349582.nif,9,4,2,0
349582.nif,9,4,2,1
349584.nif,8,4,2,0
349589.nif,12,4,2,0
349589.nif,12,4,2,1
349589.nif,14,5,2,2
349589.nif,14,5,2,3
349589.nif,16,6,2,4
349589.nif,16,6,2,5
349669.nif,15,4,2,0
349669.nif,15,4,2,1
349669.nif,18,5,2,2
349669.nif,22,6,2,3
349669.nif,26,7,2,4
349669.nif,26,7,2,5
349669.nif,29,8,2,6
349669.nif,34,9,2,7
349669.nif,34,9,2,8
349669.nif,36,10,2,9
349669.nif,36,10,2,10
349686.nif,10,4,2,0
349686.nif,10,4,2,1
349686.nif,13,5,2,2
349935.nif,12,4,3,0
349957.nif,12,4,3,0
349977.nif,12,4,3,0
350249.nif,5,6,38,4
350249.nif,27,28,38,6
350249.nif,31,32,38,5
350319.nif,9,12,37,0
350319.nif,19,22,37,1
350319.nif,47,42,37,6
350319.nif,47,42,37,7
35043.nif,63,58,57,0
35044.nif,47,4,2,0
351034.nif,10,4,2,0
351034.nif,12,5,2,1
35283.nif,12,4,3,0
352832.nif,108,103,102,0
352832.nif,108,103,102,1
35288.nif,12,4,3,0
353140.nif,144,139,138,0
353231.nif,12,5,2,0
353231.nif,12,5,2,1
353231.nif,14,6,2,2
353231.nif,14,6,2,3
353231.nif,16,7,2,4
353231.nif,16,7,2,5
353260.nif,12,5,2,0
353260.nif,12,5,2,1
353260.nif,14,6,2,2
353260.nif,14,6,2,3
353260.nif,16,7,2,4
353260.nif,16,7,2,5
353281.nif,12,5,2,0
353281.nif,12,5,2,1
353281.nif,14,6,2,2
353281.nif,14,6,2,3
353281.nif,16,7,2,4
353281.nif,16,7,2,5
353306.nif,12,5,2,0
353306.nif,12,5,2,1
353306.nif,14,6,2,2
353306.nif,14,6,2,3
353306.nif,16,7,2,4
353306.nif,16,7,2,5
353595.nif,44,28,15,24
353595.nif,50,29,15,25
353595.nif,50,29,15,26
353595.nif,52,30,15,27
353595.nif,52,30,15,28
353595.nif,54,31,15,29
353595.nif,54,31,15,30
353595.nif,56,32,15,31
353595.nif,56,32,15,32
353595.nif,58,33,15,33
353595.nif,58,33,15,34
353595.nif,60,34,15,35
353595.nif,60,34,15,36
353595.nif,62,35,15,37
353595.nif,62,35,15,38
353595.nif,65,18,15,5
353595.nif,65,18,15,6
353595.nif,69,17,15,3
353595.nif,69,17,15,4
353595.nif,72,38,15,44
353595.nif,77,26,15,18
353595.nif,77,26,15,19
353595.nif,77,26,15,20
353595.nif,81,19,15,7
353595.nif,81,19,15,8
353595.nif,85,39,15,45
353595.nif,85,39,15,46
353595.nif,85,39,15,47
353595.nif,89,36,15,39
353595.nif,89,36,15,40
353595.nif,89,36,15,41
353595.nif,93,22,15,11
353595.nif,93,22,15,12
353595.nif,97,27,15,21
353595.nif,97,27,15,22
353595.nif,97,27,15,23
353595.nif,101,25,15,15
353595.nif,101,25,15,16
353595.nif,101,25,15,17
353595.nif,105,37,15,42
353595.nif,105,37,15,43
353595.nif,110,23,15,13
353595.nif,116,16,15,0
353595.nif,116,16,15,1
353595.nif,116,16,15,2
353832.nif,17,10,2,10
353832.nif,22,11,2,11
353832.nif,35,4,2,0
353832.nif,35,4,2,1
353832.nif,37,5,2,2
353832.nif,37,5,2,3
353832.nif,39,6,2,4
353832.nif,39,6,2,5
353832.nif,41,7,2,6
353832.nif,41,7,2,7
353832.nif,44,8,2,8
353832.nif,50,12,2,12
353832.nif,55,13,2,13
353833.nif,17,11,2,11
353833.nif,22,12,2,12
353833.nif,35,4,2,0
353833.nif,35,4,2,1
353833.nif,37,5,2,2
353833.nif,37,5,2,3
353833.nif,39,6,2,4
353833.nif,39,6,2,5
353833.nif,41,7,2,6
353833.nif,41,7,2,7
353833.nif,44,8,2,8
353833.nif,49,9,2,9
353833.nif,54,13,2,13
353834.nif,17,10,2,10
353834.nif,22,11,2,11
353834.nif,35,4,2,0
353834.nif,35,4,2,1
353834.nif,37,5,2,2
353834.nif,37,5,2,3
353834.nif,39,6,2,4
353834.nif,39,6,2,5
353834.nif,41,7,2,6
353834.nif,41,7,2,7
353834.nif,44,8,2,8
353834.nif,50,12,2,12
353834.nif,55,13,2,13
353835.nif,17,10,2,10
353835.nif,22,11,2,11
353835.nif,35,4,2,0
353835.nif,35,4,2,1
353835.nif,37,5,2,2
353835.nif,37,5,2,3
353835.nif,39,6,2,4
353835.nif,39,6,2,5
353835.nif,41,7,2,6
353835.nif,41,7,2,7
353835.nif,44,8,2,8
353835.nif,50,12,2,12
353835.nif,55,13,2,13
353844.nif,11,4,2,0
353844.nif,11,4,2,1
353844.nif,11,4,2,2
353844.nif,14,5,2,3
353844.nif,14,5,2,4
353844.nif,21,6,2,5
35401.nif,12,4,3,0
354198.nif,9,4,2,0
354198.nif,12,5,2,1
354235.nif,13,4,2,0
354235.nif,17,5,2,1
354235.nif,22,6,2,2
354419.nif,8,4,2,0
354708.nif,12,4,2,0
354708.nif,16,5,2,1
354708.nif,20,6,2,2
354708.nif,24,7,2,3
354708.nif,28,8,2,4
355260.nif,10,4,3,0
35527.nif,13,4,3,0
35527.nif,20,5,3,1
355272.nif,11,4,3,0
355272.nif,11,4,3,1
355272.nif,13,5,3,2
355272.nif,13,5,3,3
355273.nif,20,13,3,20
355273.nif,20,13,3,21
355273.nif,22,14,3,22
355273.nif,22,14,3,23
355273.nif,26,4,3,0
355273.nif,26,4,3,1
355273.nif,30,5,3,2
355273.nif,30,5,3,3
355273.nif,30,5,3,4
355273.nif,32,6,3,5
355273.nif,32,6,3,6
355273.nif,32,6,3,7
355273.nif,34,7,3,8
355273.nif,34,7,3,9
355273.nif,34,7,3,10
355273.nif,36,8,3,11
355273.nif,36,8,3,12
355273.nif,36,8,3,13
355273.nif,38,9,3,14
355273.nif,38,9,3,15
355273.nif,38,9,3,16
355274.nif,20,13,3,20
355274.nif,20,13,3,21
355274.nif,22,14,3,22
355274.nif,22,14,3,23
355274.nif,26,4,3,0
355274.nif,26,4,3,1
355274.nif,30,5,3,2
355274.nif,30,5,3,3
355274.nif,30,5,3,4
355274.nif,32,6,3,5
355274.nif,32,6,3,6
355274.nif,32,6,3,7
355274.nif,34,7,3,8
355274.nif,34,7,3,9
355274.nif,34,7,3,10
355274.nif,36,8,3,11
355274.nif,36,8,3,12
355274.nif,36,8,3,13
355274.nif,38,9,3,14
355274.nif,38,9,3,15
355274.nif,38,9,3,16
355275.nif,16,5,3,1
355275.nif,16,5,3,2
355275.nif,18,6,3,3
355275.nif,18,6,3,4
355275.nif,20,7,3,5
355275.nif,20,7,3,6
355275.nif,22,8,3,7
355275.nif,22,8,3,8
355275.nif,24,9,3,9
355275.nif,24,9,3,10
355275.nif,28,10,3,11
355275.nif,28,10,3,12
355276.nif,11,4,3,0
355276.nif,13,5,3,1
355277.nif,14,4,3,0
355277.nif,14,4,3,1
355277.nif,16,5,3,2
355277.nif,16,5,3,3
355277.nif,18,6,3,4
355277.nif,18,6,3,5
355277.nif,23,8,3,7
355277.nif,23,8,3,8
355278.nif,15,5,3,1
355278.nif,15,5,3,2
355278.nif,17,6,3,3
355278.nif,17,6,3,4
355278.nif,19,7,3,5
355278.nif,19,7,3,6
355278.nif,22,4,3,0
355278.nif,27,9,3,8
355278.nif,27,9,3,9
355279.nif,11,4,3,0
355279.nif,11,4,3,1
355279.nif,13,5,3,2
355279.nif,13,5,3,3
355481.nif,11,4,2,0
355481.nif,13,5,2,1
355481.nif,15,6,2,2
355482.nif,14,4,2,0
355482.nif,18,5,2,1
355482.nif,22,6,2,2
355482.nif,34,7,2,3
355482.nif,38,8,2,4
355482.nif,42,9,2,5
355482.nif,46,10,2,6
355485.nif,14,4,2,0
355485.nif,16,5,2,1
355485.nif,18,6,2,2
355485.nif,20,7,2,3
355485.nif,24,9,2,5
355486.nif,8,4,2,0
355487.nif,8,4,2,0
355488.nif,9,4,2,0
355489.nif,8,4,2,0
355490.nif,25,8,3,9
355490.nif,45,4,3,0
355490.nif,45,4,3,1
355490.nif,47,5,3,2
355490.nif,47,5,3,3
355490.nif,47,5,3,4
355490.nif,49,6,3,5
355490.nif,49,6,3,6
355490.nif,51,7,3,7
355490.nif,51,7,3,8
355490.nif,55,14,3,23
355490.nif,55,14,3,24
355490.nif,55,14,3,25
355490.nif,57,17,3,31
355490.nif,57,17,3,32
355490.nif,59,18,3,33
355490.nif,59,18,3,34
355490.nif,59,18,3,35
355490.nif,61,19,3,36
355490.nif,61,19,3,37
355490.nif,63,9,3,10
355490.nif,63,9,3,11
355490.nif,63,9,3,12
355490.nif,65,10,3,13
355490.nif,65,10,3,14
355490.nif,65,10,3,15
355490.nif,67,11,3,16
355490.nif,67,11,3,17
355490.nif,69,12,3,18
355490.nif,69,12,3,19
355490.nif,69,12,3,20
355490.nif,71,13,3,21
355490.nif,71,13,3,22
355490.nif,73,15,3,26
355490.nif,73,15,3,27
355490.nif,75,16,3,28
355490.nif,75,16,3,29
355490.nif,75,16,3,30
355491.nif,13,4,3,0
355491.nif,13,4,3,1
355491.nif,16,6,3,3
355491.nif,21,5,3,2
355491.nif,27,7,3,4
355491.nif,30,8,3,5
355492.nif,19,5,3,1
355492.nif,19,5,3,2
355492.nif,22,6,3,3
355492.nif,22,6,3,4
355492.nif,25,7,3,5
355492.nif,25,7,3,6
355492.nif,29,4,3,0
355492.nif,33,8,3,7
355492.nif,37,9,3,8
355492.nif,41,10,3,9
355492.nif,45,11,3,10
355492.nif,49,12,3,11
355492.nif,54,13,3,12
355493.nif,12,4,3,0
355493.nif,14,5,3,1
355493.nif,16,6,3,2
355494.nif,16,4,3,0
355494.nif,16,4,3,1
355494.nif,21,9,3,10
355494.nif,25,5,3,2
355494.nif,25,5,3,3
355494.nif,27,6,3,4
355494.nif,27,6,3,5
355494.nif,29,7,3,6
355494.nif,29,7,3,7
355494.nif,31,8,3,8
355494.nif,31,8,3,9
355494.nif,35,11,3,12
355494.nif,35,11,3,13
355495.nif,14,9,3,9
355495.nif,14,9,3,10
355495.nif,19,4,3,0
355495.nif,19,4,3,1
355495.nif,22,5,3,2
355495.nif,22,5,3,3
355495.nif,24,6,3,4
355495.nif,24,6,3,5
355495.nif,26,7,3,6
355495.nif,26,7,3,7
355496.nif,18,4,3,0
355496.nif,22,9,3,5
355496.nif,26,10,3,6
355496.nif,30,11,3,7
355496.nif,34,12,3,8
355496.nif,38,13,3,9
355496.nif,43,5,3,1
355496.nif,46,6,3,2
355496.nif,49,7,3,3
355496.nif,52,8,3,4
355497.nif,14,4,3,0
355497.nif,16,5,3,1
355497.nif,18,6,3,2
355497.nif,22,8,3,4
355498.nif,27,9,3,9
355498.nif,27,9,3,10
355498.nif,29,10,3,11
355498.nif,29,10,3,12
355498.nif,31,11,3,13
355498.nif,31,11,3,14
355498.nif,33,12,3,15
355498.nif,33,12,3,16
355498.nif,35,13,3,17
355498.nif,35,13,3,18
355498.nif,39,5,3,1
355498.nif,39,5,3,2
355498.nif,41,6,3,3
355498.nif,41,6,3,4
355498.nif,43,7,3,5
355498.nif,43,7,3,6
355498.nif,45,8,3,7
355498.nif,45,8,3,8
355498.nif,48,4,3,0
355498.nif,52,18,3,27
355498.nif,52,18,3,28
355498.nif,54,19,3,29
355498.nif,54,19,3,30
355498.nif,56,14,3,19
355498.nif,56,14,3,20
355498.nif,58,15,3,21
355498.nif,58,15,3,22
355498.nif,60,16,3,23
355498.nif,60,16,3,24
355498.nif,62,17,3,25
355498.nif,62,17,3,26
355498.nif,66,21,3,32
355498.nif,66,21,3,33
355499.nif,20,4,3,0
355499.nif,22,7,3,3
355499.nif,24,8,3,4
355499.nif,26,9,3,5
355499.nif,28,10,3,6
355499.nif,30,11,3,7
355499.nif,32,12,3,8
355499.nif,34,5,3,1
355499.nif,36,6,3,2
355499.nif,40,14,3,10
355500.nif,19,8,3,4
355500.nif,24,9,3,5
355500.nif,28,10,3,6
355500.nif,32,4,3,0
355500.nif,34,5,3,1
355500.nif,36,6,3,2
355500.nif,38,7,3,3
355500.nif,44,12,3,8
355500.nif,46,13,3,9
355500.nif,48,14,3,10
355501.nif,13,4,3,0
355501.nif,15,5,3,1
355501.nif,19,7,3,3
355502.nif,14,4,3,0
355502.nif,16,5,3,1
355502.nif,18,6,3,2
355502.nif,22,8,3,4
355503.nif,40,11,3,7
355503.nif,44,19,3,20
355503.nif,48,24,3,25
355503.nif,52,12,3,8
355503.nif,56,25,3,26
355503.nif,60,28,3,29
355503.nif,62,29,3,30
355503.nif,66,5,3,1
355503.nif,70,20,3,21
355503.nif,74,21,3,22
355503.nif,77,22,3,23
355503.nif,83,26,3,27
355503.nif,87,7,3,3
355503.nif,89,8,3,4
355503.nif,93,9,3,5
355503.nif,97,34,3,35
355503.nif,100,6,3,2
355503.nif,103,4,3,0
355503.nif,106,23,3,24
355503.nif,109,33,3,34
355503.nif,112,32,3,33
355503.nif,116,10,3,6
355503.nif,120,13,3,9
355503.nif,123,27,3,28
355503.nif,127,30,3,31
355503.nif,132,14,3,10
355503.nif,132,14,3,11
355503.nif,134,15,3,12
355503.nif,134,15,3,13
355503.nif,136,16,3,14
355503.nif,136,16,3,15
355503.nif,138,17,3,16
355503.nif,138,17,3,17
355503.nif,140,18,3,18
355503.nif,140,18,3,19
355504.nif,15,9,3,5
355504.nif,21,10,3,6
355504.nif,25,4,3,0
355504.nif,27,5,3,1
355504.nif,29,6,3,2
355504.nif,31,7,3,3
355504.nif,33,8,3,4
355505.nif,20,4,3,0
355505.nif,20,4,3,1
355505.nif,22,5,3,2
355505.nif,22,5,3,3
355505.nif,24,6,3,4
355505.nif,24,6,3,5
355505.nif,28,10,3,9
355505.nif,30,11,3,10
355505.nif,34,7,3,6
355505.nif,36,8,3,7
355505.nif,38,9,3,8
355505.nif,42,13,3,12
355505.nif,42,13,3,13
355505.nif,44,14,3,14
355505.nif,44,14,3,15
355506.nif,16,4,3,0
355506.nif,16,4,3,1
355506.nif,18,5,3,2
355506.nif,18,5,3,3
355506.nif,20,6,3,4
355506.nif,20,6,3,5
355506.nif,22,7,3,6
355506.nif,22,7,3,7
355506.nif,24,8,3,8
355506.nif,24,8,3,9
355506.nif,28,10,3,11
355507.nif,20,4,3,0
355507.nif,24,9,3,9
355507.nif,28,10,3,10
355507.nif,32,11,3,11
355507.nif,36,13,3,13
355507.nif,41,5,3,1
355507.nif,41,5,3,2
355507.nif,44,6,3,3
355507.nif,44,6,3,4
355507.nif,47,7,3,5
355507.nif,47,7,3,6
355507.nif,50,8,3,7
355507.nif,50,8,3,8
355507.nif,54,12,3,12
355507.nif,59,15,3,15
355508.nif,17,4,2,0
355508.nif,30,5,2,1
355508.nif,32,6,2,2
355509.nif,10,4,2,0
355509.nif,12,5,2,1
355510.nif,10,4,2,0
355510.nif,12,5,2,1
355511.nif,10,4,2,0
355511.nif,12,5,2,1
355512.nif,10,4,2,0
355512.nif,12,5,2,1
355513.nif,10,4,2,0
355513.nif,12,5,2,1
355514.nif,10,4,2,0
355514.nif,12,5,2,1
356326.nif,11,4,2,0
356326.nif,13,5,2,1
356326.nif,15,6,2,2
356327.nif,57,16,3,18
356327.nif,57,16,3,19
356327.nif,94,5,3,2
356327.nif,94,5,3,3
356327.nif,98,6,3,4
356327.nif,98,6,3,5
356327.nif,101,7,3,6
356327.nif,101,7,3,7
356327.nif,104,8,3,8
356327.nif,104,8,3,9
356327.nif,108,15,3,17
356327.nif,140,4,3,0
356327.nif,140,4,3,1
356327.nif,144,14,3,15
356327.nif,144,14,3,16
356328.nif,11,4,3,0
356328.nif,13,5,3,1
356330.nif,12,4,3,0
356330.nif,14,5,3,1
356331.nif,11,4,3,0
356331.nif,13,5,3,1
356332.nif,10,4,2,0
356332.nif,12,5,2,1
356333.nif,8,4,2,0
356334.nif,8,4,2,0
356335.nif,8,4,2,0
356336.nif,8,4,2,0
356337.nif,8,4,2,0
356338.nif,8,4,2,0
356339.nif,8,4,2,0
356340.nif,8,4,2,0
356341.nif,8,4,2,0
356384.nif,12,4,3,0
356384.nif,14,5,3,1
35653.nif,45,4,2,0
35671.nif,19,4,2,0
356768.nif,21,4,3,0
356768.nif,21,4,3,1
356828.nif,12,4,2,0
356828.nif,16,5,2,1
356828.nif,20,6,2,2
356828.nif,24,7,2,3
356828.nif,28,8,2,4
358253.nif,6,7,23,6
358253.nif,6,7,23,7
358253.nif,10,11,23,2
358253.nif,10,11,23,3
358253.nif,14,15,23,4
358253.nif,14,15,23,5
358253.nif,17,18,23,0
358253.nif,17,18,23,1
360268.nif,49,4,2,0
360268.nif,56,5,2,1
360290.nif,263,5,2,0
360290.nif,269,6,2,1
360290.nif,275,7,2,2
360290.nif,281,8,2,3
360290.nif,287,9,2,4
360290.nif,293,10,2,5
360290.nif,299,11,2,6
360290.nif,305,12,2,7
360290.nif,310,13,2,8
360290.nif,315,14,2,9
360290.nif,320,15,2,10
360290.nif,325,16,2,11
360290.nif,330,17,2,12
360290.nif,335,18,2,13
360332.nif,17,4,2,0
360332.nif,30,5,2,1
360332.nif,32,6,2,2
360748.nif,12,4,3,0
360756.nif,12,4,3,0
362453.nif,12,4,3,0
362458.nif,12,4,3,0
36718.nif,12,7,2,3
36718.nif,15,4,2,0
36718.nif,19,5,2,1
36718.nif,24,6,2,2
36719.nif,11,6,2,2
36719.nif,14,4,2,0
36719.nif,18,5,2,1
36720.nif,16,11,2,7
36720.nif,19,4,2,0
36720.nif,23,5,2,1
36720.nif,27,6,2,2
36720.nif,31,7,2,3
36720.nif,35,8,2,4
36720.nif,40,9,2,5
36720.nif,45,10,2,6
37551.nif,13,4,3,0
37551.nif,20,5,3,1
377176.nif,5,6,22,0
377176.nif,5,6,22,1
377176.nif,14,15,22,2
377928.nif,20,7,3,6
377928.nif,20,7,3,7
377928.nif,28,10,3,12
377928.nif,28,10,3,13
377928.nif,36,6,3,4
377928.nif,36,6,3,5
377928.nif,46,9,3,10
377928.nif,46,9,3,11
377928.nif,54,8,3,8
377928.nif,54,8,3,9
377928.nif,64,4,3,0
377928.nif,64,4,3,1
377928.nif,70,5,3,2
377928.nif,70,5,3,3
37864.nif,119,114,113,0
380670.nif,9,4,3,0
380670.nif,9,4,3,1
380699.nif,9,4,3,0
380702.nif,9,4,3,0
380702.nif,9,4,3,1
380866.nif,9,4,3,0
380867.nif,11,4,3,0
380869.nif,9,4,3,0
380871.nif,9,4,3,0
380943.nif,9,4,3,0
381073.nif,15,8,3,4
381073.nif,22,7,3,3
381073.nif,28,6,3,2
381081.nif,9,4,3,0
381093.nif,11,4,3,0
381096.nif,9,4,3,0
381102.nif,9,4,3,0
38117.nif,12,4,3,0
38118.nif,12,4,3,0
381331.nif,11,4,3,0
381343.nif,11,4,3,0
381343.nif,11,4,3,1
38166.nif,12,4,3,0
38167.nif,12,4,3,0
38168.nif,12,4,3,0
38169.nif,12,4,3,0
38170.nif,12,4,3,0
38171.nif,12,4,3,0
38172.nif,12,4,3,0
382748.nif,15,4,3,0
382748.nif,17,5,3,1
382748.nif,20,6,3,2
382748.nif,23,7,3,3
382748.nif,26,8,3,4
382748.nif,29,9,3,5
382773.nif,17,4,3,0
382773.nif,19,5,3,1
382773.nif,22,6,3,2
382773.nif,25,7,3,3
382773.nif,28,8,3,4
382773.nif,31,9,3,5
382773.nif,34,10,3,6
382855.nif,15,4,3,0
382855.nif,17,5,3,1
382855.nif,20,6,3,2
382855.nif,23,7,3,3
382855.nif,26,8,3,4
382855.nif,29,9,3,5
382871.nif,20,4,3,0
382871.nif,23,6,3,2
382871.nif,26,7,3,3
382871.nif,29,8,3,4
382871.nif,32,9,3,5
382871.nif,35,10,3,6
382871.nif,37,11,3,7
382871.nif,40,12,3,8
382871.nif,43,13,3,9
382871.nif,46,14,3,10
382871.nif,49,5,3,1
382888.nif,16,4,3,0
382888.nif,18,5,3,1
382888.nif,20,6,3,2
382888.nif,22,7,3,3
382888.nif,24,8,3,4
382888.nif,26,9,3,5
382888.nif,28,10,3,6
382907.nif,17,4,3,0
382907.nif,19,5,3,1
382907.nif,22,6,3,2
382907.nif,25,7,3,3
382907.nif,28,8,3,4
382907.nif,31,9,3,5
382907.nif,34,10,3,6
382925.nif,17,5,3,1
382925.nif,17,5,3,2
382925.nif,19,6,3,3
382925.nif,19,6,3,4
382925.nif,21,7,3,5
382925.nif,21,7,3,6
382925.nif,23,8,3,7
382925.nif,23,8,3,8
382925.nif,25,9,3,9
382925.nif,25,9,3,10
382925.nif,27,10,3,11
382925.nif,33,11,3,12
382946.nif,32,22,3,20
382946.nif,36,10,3,8
382946.nif,41,25,3,24
382946.nif,41,25,3,25
382946.nif,44,9,3,7
382946.nif,48,26,3,26
382946.nif,48,26,3,27
382946.nif,53,24,3,23
382946.nif,58,4,3,0
382946.nif,63,8,3,6
382946.nif,68,23,3,21
382946.nif,68,23,3,22
382946.nif,73,11,3,9
382946.nif,76,15,3,13
382946.nif,79,16,3,14
382946.nif,82,17,3,15
382946.nif,85,18,3,16
382946.nif,88,19,3,17
382946.nif,91,20,3,18
382946.nif,94,21,3,19
382946.nif,97,12,3,10
382946.nif,100,13,3,11
382946.nif,103,14,3,12
382946.nif,108,6,3,2
382946.nif,108,6,3,3
382946.nif,111,7,3,4
382946.nif,111,7,3,5
383675.nif,7,8,28,0
383675.nif,7,8,28,1
383675.nif,18,19,28,2
383675.nif,18,19,28,3
383675.nif,55,50,28,25
383675.nif,61,38,28,13
383675.nif,64,40,28,15
383675.nif,67,41,28,16
383675.nif,70,42,28,17
383675.nif,73,43,28,18
383675.nif,76,44,28,19
383675.nif,79,45,28,20
383675.nif,82,46,28,21
383675.nif,85,47,28,22
383675.nif,88,48,28,23
383675.nif,91,39,28,14
383675.nif,95,34,28,9
383675.nif,100,35,28,10
383675.nif,106,36,28,11
383675.nif,113,37,28,12
383675.nif,118,31,28,6
383675.nif,123,32,28,7
383675.nif,128,33,28,8
383675.nif,133,49,28,24
383675.nif,146,30,28,5
383962.nif,29,13,3,11
383962.nif,35,24,3,25
383962.nif,41,23,3,22
383962.nif,41,23,3,23
383962.nif,41,23,3,24
383962.nif,47,4,3,0
383962.nif,47,4,3,1
383962.nif,57,14,3,12
383962.nif,60,15,3,13
383962.nif,63,16,3,14
383962.nif,66,17,3,15
383962.nif,69,18,3,16
383962.nif,72,19,3,17
383962.nif,75,20,3,18
383962.nif,78,21,3,19
383962.nif,84,9,3,7
383962.nif,90,10,3,8
383962.nif,96,11,3,9
383962.nif,102,12,3,10
383962.nif,108,7,3,4
383962.nif,113,22,3,20
383962.nif,113,22,3,21
383962.nif,118,6,3,3
383962.nif,122,8,3,5
383962.nif,122,8,3,6
384415.nif,9,4,3,0
384738.nif,36,4,3,0
384738.nif,36,4,3,1
384738.nif,44,29,3,36
384738.nif,49,5,3,2
384738.nif,54,16,3,18
384738.nif,57,17,3,19
384738.nif,60,18,3,20
384738.nif,60,18,3,21
384738.nif,63,19,3,22
384738.nif,66,20,3,23
384738.nif,69,21,3,24
384738.nif,72,22,3,25
384738.nif,72,22,3,26
384738.nif,75,23,3,27
384738.nif,78,24,3,28
384738.nif,81,25,3,29
384738.nif,86,26,3,30
384738.nif,86,26,3,31
384738.nif,89,27,3,32
384738.nif,89,27,3,33
384738.nif,89,27,3,34
384738.nif,94,14,3,14
384738.nif,94,14,3,15
384738.nif,100,10,3,7
384738.nif,107,8,3,5
384738.nif,114,9,3,6
384738.nif,121,28,3,35
384738.nif,128,13,3,12
384738.nif,128,13,3,13
384738.nif,134,11,3,8
384738.nif,134,11,3,9
384738.nif,140,12,3,10
384738.nif,140,12,3,11
384738.nif,146,7,3,4
384738.nif,151,15,3,16
