nif,nitrishape_block,texturing_property_ref,arktexture_block,arktexture_entry_idx
384738.nif,151,15,3,17
384829.nif,5,8,31,6
384829.nif,5,8,31,7
384829.nif,11,14,31,4
384829.nif,11,14,31,5
384829.nif,17,20,31,0
384829.nif,17,20,31,1
384829.nif,23,26,31,2
384829.nif,23,26,31,3
385021.nif,18,4,3,0
385021.nif,18,4,3,1
385021.nif,22,5,3,2
385021.nif,22,5,3,3
385021.nif,24,6,3,4
385021.nif,24,6,3,5
385021.nif,27,7,3,6
385021.nif,27,7,3,7
385021.nif,29,8,3,8
385021.nif,29,8,3,9
38505.nif,9,4,3,0
38505.nif,9,4,3,1
38506.nif,12,4,3,0
38507.nif,12,4,3,0
385072.nif,14,8,3,8
385072.nif,14,8,3,9
385072.nif,18,4,3,0
385072.nif,18,4,3,1
385072.nif,20,5,3,2
385072.nif,20,5,3,3
385072.nif,23,6,3,4
385072.nif,23,6,3,5
385072.nif,25,7,3,6
385072.nif,25,7,3,7
38508.nif,12,4,3,0
385089.nif,13,4,3,0
385089.nif,17,5,3,1
385089.nif,22,6,3,2
385089.nif,25,7,3,3
38509.nif,12,4,3,0
38510.nif,12,4,3,0
38511.nif,12,4,3,0
385142.nif,24,9,2,11
385142.nif,24,9,2,12
385142.nif,26,10,2,13
385142.nif,26,10,2,14
385142.nif,28,11,2,15
385142.nif,28,11,2,16
385142.nif,28,11,2,17
385142.nif,37,12,2,18
385142.nif,41,13,2,19
385142.nif,68,14,2,20
385142.nif,73,4,2,0
385142.nif,73,4,2,1
385142.nif,75,5,2,2
385142.nif,75,5,2,3
385142.nif,77,6,2,4
385142.nif,77,6,2,5
385142.nif,77,6,2,6
385142.nif,80,7,2,7
385142.nif,80,7,2,8
385142.nif,83,8,2,9
385142.nif,83,8,2,10
385142.nif,88,18,2,24
385142.nif,91,16,2,22
385142.nif,98,15,2,21
385142.nif,105,17,2,23
385354.nif,23,4,3,0
385354.nif,25,5,3,1
385354.nif,27,6,3,2
385354.nif,30,7,3,3
385354.nif,33,8,3,4
385354.nif,38,9,3,5
385354.nif,40,10,3,6
385354.nif,45,11,3,7
385354.nif,48,12,3,8
385455.nif,5,6,24,0
385455.nif,17,18,24,1
385456.nif,12,5,3,2
385456.nif,12,5,3,3
385456.nif,16,4,3,0
385456.nif,16,4,3,1
38555.nif,13,5,3,1
38555.nif,20,4,3,0
38556.nif,12,4,3,0
38557.nif,19,4,3,0
38557.nif,26,6,3,2
38557.nif,33,7,3,3
38557.nif,40,8,3,4
38557.nif,47,5,3,1
38558.nif,12,4,3,0
38575.nif,17,6,3,2
38575.nif,25,4,3,0
38575.nif,29,5,3,1
38576.nif,12,4,3,0
38577.nif,12,4,3,0
38578.nif,12,4,3,0
385788.nif,15,4,3,0
385788.nif,15,4,3,1
385788.nif,17,5,3,2
385788.nif,17,5,3,3
385788.nif,20,6,3,4
385788.nif,20,6,3,5
385788.nif,22,7,3,6
385788.nif,22,7,3,7
385788.nif,25,9,3,9
38580.nif,14,5,3,1
38580.nif,22,4,3,0
38580.nif,29,6,3,2
385806.nif,20,15,3,11
385806.nif,26,4,3,0
385806.nif,29,9,3,5
385806.nif,32,10,3,6
385806.nif,34,11,3,7
385806.nif,37,12,3,8
385806.nif,39,13,3,9
385806.nif,42,5,3,1
385806.nif,45,6,3,2
385806.nif,47,7,3,3
385806.nif,50,8,3,4
386355.nif,9,4,3,0
386359.nif,7,8,33,0
386359.nif,15,16,33,2
386359.nif,40,34,33,1
386441.nif,8,4,2,0
386443.nif,8,4,2,0
386590.nif,6,7,14,0
386629.nif,6,7,14,0
386667.nif,17,4,3,0
386667.nif,24,9,3,1
386860.nif,10,4,2,0
386860.nif,14,5,2,1
386860.nif,19,6,2,2
386948.nif,6,7,47,43
386948.nif,6,7,47,44
386948.nif,10,11,47,45
386948.nif,10,11,47,46
386948.nif,15,16,47,35
386948.nif,15,16,47,36
386948.nif,18,19,47,37
386948.nif,18,19,47,38
386948.nif,23,24,47,39
386948.nif,23,24,47,40
386948.nif,26,27,47,41
386948.nif,26,27,47,42
386948.nif,33,34,47,49
386948.nif,33,34,47,50
386948.nif,37,38,47,47
386948.nif,37,38,47,48
386948.nif,41,42,47,51
386948.nif,41,42,47,52
386948.nif,76,49,47,2
386948.nif,76,49,47,3
386948.nif,78,50,47,4
386948.nif,78,50,47,5
386948.nif,80,51,47,6
386948.nif,80,51,47,7
386948.nif,82,52,47,8
386948.nif,82,52,47,9
386948.nif,84,53,47,10
386948.nif,92,54,47,11
386948.nif,96,55,47,12
386948.nif,100,56,47,13
386948.nif,104,48,47,0
386948.nif,104,48,47,1
386948.nif,108,57,47,14
386948.nif,112,58,47,15
386948.nif,112,58,47,16
386948.nif,116,59,47,17
386948.nif,116,59,47,18
386948.nif,118,60,47,19
386948.nif,118,60,47,20
386948.nif,122,61,47,21
386948.nif,122,61,47,22
386948.nif,126,62,47,23
386948.nif,126,62,47,24
386948.nif,128,63,47,25
386948.nif,128,63,47,26
386948.nif,132,64,47,27
386948.nif,132,64,47,28
386948.nif,134,65,47,29
386948.nif,134,65,47,30
386948.nif,138,66,47,31
386948.nif,138,66,47,32
386948.nif,140,67,47,33
386948.nif,140,67,47,34
386949.nif,91,13,3,11
386949.nif,94,14,3,12
386949.nif,98,19,3,17
386949.nif,103,22,3,20
386949.nif,106,23,3,21
386949.nif,109,24,3,22
386949.nif,111,25,3,23
386949.nif,114,26,3,24
386949.nif,117,27,3,25
386949.nif,120,28,3,26
386949.nif,125,29,3,27
386949.nif,128,30,3,28
386949.nif,131,31,3,29
386949.nif,136,32,3,30
386949.nif,140,33,3,31
386949.nif,143,34,3,32
386949.nif,148,75,3,73
386949.nif,151,35,3,33
386949.nif,155,36,3,34
386949.nif,158,37,3,35
386949.nif,162,80,3,78
386949.nif,167,41,3,39
386949.nif,169,42,3,40
386949.nif,174,43,3,41
386949.nif,176,44,3,42
386949.nif,181,20,3,18
386949.nif,185,7,3,4
386949.nif,185,7,3,5
386949.nif,189,5,3,1
386949.nif,193,6,3,2
386949.nif,193,6,3,3
386949.nif,197,4,3,0
386949.nif,202,8,3,6
386949.nif,205,9,3,7
386949.nif,208,10,3,8
386949.nif,211,11,3,9
386949.nif,214,12,3,10
386949.nif,218,85,3,83
386949.nif,223,84,3,82
386949.nif,226,79,3,77
386949.nif,231,78,3,76
386949.nif,237,45,3,43
386949.nif,242,46,3,44
386949.nif,247,47,3,45
386949.nif,250,48,3,46
386949.nif,255,49,3,47
386949.nif,260,50,3,48
386949.nif,265,51,3,49
386949.nif,270,52,3,50
386949.nif,275,53,3,51
386949.nif,303,21,3,19
386949.nif,313,56,3,54
386949.nif,316,57,3,55
386949.nif,319,58,3,56
386949.nif,324,71,3,69
386949.nif,327,72,3,70
386949.nif,330,73,3,71
386949.nif,335,69,3,67
386949.nif,339,70,3,68
386949.nif,343,66,3,64
386949.nif,347,64,3,62
386949.nif,351,55,3,53
386949.nif,355,62,3,60
386949.nif,359,74,3,72
386949.nif,364,68,3,66
386949.nif,368,65,3,63
386949.nif,372,17,3,15
386949.nif,377,67,3,65
386949.nif,381,82,3,80
386949.nif,384,83,3,81
386949.nif,388,59,3,57
386949.nif,393,15,3,13
386949.nif,398,61,3,59
386949.nif,402,63,3,61
386949.nif,407,38,3,36
386949.nif,410,39,3,37
386949.nif,413,40,3,38
386949.nif,417,60,3,58
386949.nif,421,18,3,16
386949.nif,426,16,3,14
386949.nif,431,54,3,52
386949.nif,435,81,3,79
386949.nif,444,76,3,74
386949.nif,447,77,3,75
386950.nif,6,7,15,0
386951.nif,6,7,15,0
386952.nif,13,5,3,2
386952.nif,13,5,3,3
386952.nif,15,6,3,4
386952.nif,15,6,3,5
386952.nif,17,7,3,6
386952.nif,17,7,3,7
386952.nif,21,4,3,0
386952.nif,21,4,3,1
386953.nif,12,6,3,2
386953.nif,14,7,3,3
386953.nif,17,4,3,0
386953.nif,19,5,3,1
38700.nif,8,4,2,0
38700.nif,8,4,2,1
38701.nif,12,8,2,5
38701.nif,12,8,2,6
38701.nif,16,4,2,0
38701.nif,20,5,2,1
38701.nif,20,5,2,2
38701.nif,24,6,2,3
38701.nif,29,7,2,4
387337.nif,11,4,3,0
387337.nif,11,4,3,1
387348.nif,11,4,3,0
38736.nif,9,5,2,1
38736.nif,13,4,2,0
38737.nif,8,4,2,0
38738.nif,8,4,2,0
38750.nif,14,5,3,1
38750.nif,21,4,3,0
38750.nif,28,6,3,2
38751.nif,14,5,3,1
38751.nif,21,4,3,0
38751.nif,28,6,3,2
38762.nif,16,7,3,3
38762.nif,23,6,3,2
38762.nif,30,4,3,0
38762.nif,37,5,3,1
38762.nif,44,8,3,4
38763.nif,17,8,3,4
38763.nif,24,7,3,3
38763.nif,31,6,3,2
38763.nif,38,9,3,5
38763.nif,45,4,3,0
38763.nif,52,5,3,1
38764.nif,17,8,3,4
38764.nif,24,7,3,3
38764.nif,31,6,3,2
38764.nif,38,9,3,5
38764.nif,45,4,3,0
38764.nif,52,5,3,1
38765.nif,19,10,3,6
38765.nif,26,9,3,5
38765.nif,33,6,3,2
38765.nif,40,8,3,4
38765.nif,47,11,3,7
38765.nif,54,7,3,3
38765.nif,61,5,3,1
38765.nif,68,4,3,0
38766.nif,21,13,3,9
38766.nif,28,6,3,2
38766.nif,35,8,3,4
38766.nif,42,12,3,8
38766.nif,49,10,3,6
38766.nif,56,5,3,1
38766.nif,63,4,3,0
38766.nif,70,11,3,7
38766.nif,77,9,3,5
38766.nif,84,7,3,3
387660.nif,17,8,2,8
387660.nif,20,7,2,7
387660.nif,23,9,2,9
387660.nif,23,9,2,10
387660.nif,45,4,2,0
387660.nif,45,4,2,1
387660.nif,47,5,2,2
387660.nif,47,5,2,3
387660.nif,49,6,2,4
387660.nif,49,6,2,5
387660.nif,49,6,2,6
38767.nif,19,10,3,6
38767.nif,26,9,3,5
38767.nif,33,6,3,2
38767.nif,40,8,3,4
38767.nif,47,11,3,7
38767.nif,54,7,3,3
38767.nif,61,5,3,1
38767.nif,68,4,3,0
38768.nif,12,4,3,0
38769.nif,17,8,3,4
38769.nif,24,7,3,3
38769.nif,31,6,3,2
38769.nif,38,9,3,5
38769.nif,45,4,3,0
38769.nif,52,5,3,1
387767.nif,15,9,2,9
387767.nif,15,9,2,10
387767.nif,19,7,2,7
387767.nif,23,8,2,8
387767.nif,42,4,2,0
387767.nif,42,4,2,1
387767.nif,44,5,2,2
387767.nif,44,5,2,3
387767.nif,46,6,2,4
387767.nif,46,6,2,5
387767.nif,46,6,2,6
387790.nif,7,8,65,11
387790.nif,7,8,65,12
387790.nif,12,13,65,8
387790.nif,17,18,65,9
387790.nif,21,22,65,10
387790.nif,29,30,65,0
387790.nif,73,66,65,1
387790.nif,73,66,65,2
387790.nif,75,67,65,3
387790.nif,75,67,65,4
387790.nif,77,68,65,5
387790.nif,77,68,65,6
387790.nif,77,68,65,7
387957.nif,9,4,3,0
387957.nif,9,4,3,1
387957.nif,9,4,3,2
387961.nif,11,4,3,0
387961.nif,11,4,3,1
387961.nif,13,5,3,2
387967.nif,10,4,3,0
387971.nif,10,4,3,0
387971.nif,10,4,3,1
387971.nif,12,5,3,2
387971.nif,12,5,3,3
387971.nif,12,5,3,4
387977.nif,9,4,3,0
387977.nif,9,4,3,1
387977.nif,9,4,3,2
387982.nif,9,4,3,0
387982.nif,9,4,3,1
387982.nif,9,4,3,2
387987.nif,9,4,3,0
387987.nif,9,4,3,1
387987.nif,9,4,3,2
388084.nif,10,4,3,0
388348.nif,17,12,3,17
388348.nif,23,4,3,0
388348.nif,23,4,3,1
388348.nif,23,4,3,2
388348.nif,27,6,3,4
388348.nif,27,6,3,5
388348.nif,29,7,3,6
388348.nif,29,7,3,7
388348.nif,31,8,3,8
388348.nif,31,8,3,9
388348.nif,31,8,3,10
388348.nif,33,9,3,11
388348.nif,33,9,3,12
388348.nif,35,10,3,13
388348.nif,35,10,3,14
388348.nif,37,11,3,15
388348.nif,37,11,3,16
388423.nif,17,8,3,7
388423.nif,19,9,3,8
388423.nif,24,5,3,1
388423.nif,24,5,3,2
388423.nif,27,6,3,3
388423.nif,27,6,3,4
388423.nif,30,7,3,5
388423.nif,30,7,3,6
388440.nif,17,8,3,10
388440.nif,17,8,3,11
388440.nif,19,9,3,12
388440.nif,19,9,3,13
388440.nif,24,4,3,0
388440.nif,24,4,3,1
388440.nif,24,4,3,2
388440.nif,27,5,3,3
388440.nif,27,5,3,4
388440.nif,27,5,3,5
388440.nif,30,6,3,6
388440.nif,30,6,3,7
388440.nif,30,6,3,8
388457.nif,17,10,3,9
388457.nif,17,10,3,10
388457.nif,21,8,3,7
388457.nif,24,9,3,8
388457.nif,30,5,3,1
388457.nif,30,5,3,2
388457.nif,33,6,3,3
388457.nif,33,6,3,4
388457.nif,36,7,3,5
388457.nif,36,7,3,6
388476.nif,17,10,3,14
388476.nif,17,10,3,15
388476.nif,22,8,3,10
388476.nif,22,8,3,11
388476.nif,25,9,3,12
388476.nif,25,9,3,13
388476.nif,29,5,3,1
388476.nif,29,5,3,2
388476.nif,29,5,3,3
388476.nif,32,6,3,4
388476.nif,32,6,3,5
388476.nif,32,6,3,6
388476.nif,34,7,3,7
388476.nif,34,7,3,8
388476.nif,34,7,3,9
388960.nif,37,4,3,0
388960.nif,37,4,3,1
388960.nif,48,15,3,16
388960.nif,48,15,3,17
388960.nif,54,28,3,33
388960.nif,59,10,3,8
388960.nif,63,16,3,18
388960.nif,66,17,3,19
388960.nif,69,18,3,20
388960.nif,72,19,3,21
388960.nif,75,20,3,22
388960.nif,78,21,3,23
388960.nif,81,22,3,24
388960.nif,84,23,3,25
388960.nif,87,24,3,26
388960.nif,93,11,3,9
388960.nif,99,12,3,10
388960.nif,99,12,3,11
388960.nif,105,13,3,12
388960.nif,105,13,3,13
388960.nif,111,14,3,14
388960.nif,111,14,3,15
388960.nif,115,26,3,28
388960.nif,115,26,3,29
388960.nif,115,26,3,30
388960.nif,120,9,3,6
388960.nif,120,9,3,7
388960.nif,127,6,3,3
388960.nif,134,7,3,4
388960.nif,141,8,3,5
388960.nif,147,27,3,31
388960.nif,147,27,3,32
388960.nif,151,25,3,27
389238.nif,9,10,77,0
389238.nif,27,28,77,1
389238.nif,39,40,77,2
389238.nif,48,49,77,3
389238.nif,57,58,77,4
389238.nif,66,67,77,5
389512.nif,17,8,3,10
389512.nif,17,8,3,11
389512.nif,20,9,3,12
389512.nif,20,9,3,13
389512.nif,24,4,3,0
389512.nif,24,4,3,1
389512.nif,24,4,3,2
389512.nif,26,5,3,3
389512.nif,26,5,3,4
389512.nif,26,5,3,5
389512.nif,29,6,3,6
389512.nif,29,6,3,7
389512.nif,29,6,3,8
389550.nif,17,5,3,1
389550.nif,17,5,3,2
389550.nif,17,5,3,3
389550.nif,19,6,3,4
389550.nif,19,6,3,5
389550.nif,21,7,3,6
389550.nif,21,7,3,7
389550.nif,23,8,3,8
389550.nif,23,8,3,9
389550.nif,25,9,3,10
389550.nif,25,9,3,11
389550.nif,27,10,3,12
389550.nif,27,10,3,13
389550.nif,30,11,3,14
389626.nif,6,7,14,0
389626.nif,6,7,14,1
389632.nif,6,7,15,0
389632.nif,6,7,15,1
389863.nif,27,4,2,0
389863.nif,37,5,2,1
389951.nif,17,10,3,14
389951.nif,17,10,3,15
389951.nif,21,8,3,10
389951.nif,21,8,3,11
389951.nif,24,9,3,12
389951.nif,24,9,3,13
389951.nif,29,5,3,1
389951.nif,29,5,3,2
389951.nif,29,5,3,3
389951.nif,32,6,3,4
389951.nif,32,6,3,5
389951.nif,32,6,3,6
389951.nif,35,7,3,7
389951.nif,35,7,3,8
389951.nif,35,7,3,9
390029.nif,13,4,2,0
390029.nif,17,6,2,2
390029.nif,19,7,2,3
390029.nif,23,5,2,1
390036.nif,10,4,2,0
390036.nif,12,5,2,1
390091.nif,40,20,19,0
390091.nif,51,27,19,1
390095.nif,24,5,2,1
390095.nif,34,4,2,0
390096.nif,17,7,2,3
390096.nif,25,8,2,4
390096.nif,33,9,2,5
390096.nif,42,4,2,0
390096.nif,50,5,2,1
390096.nif,57,6,2,2
390097.nif,16,4,2,0
390097.nif,25,5,2,1
390097.nif,34,6,2,2
390097.nif,42,7,2,3
390397.nif,34,4,3,0
390397.nif,34,4,3,1
390397.nif,45,14,3,14
390397.nif,52,15,3,15
390397.nif,52,15,3,16
390397.nif,58,16,3,17
390397.nif,61,19,3,20
390397.nif,64,20,3,21
390397.nif,67,21,3,22
390397.nif,70,22,3,23
390397.nif,73,23,3,24
390397.nif,76,24,3,25
390397.nif,79,25,3,26
390397.nif,82,17,3,18
390397.nif,85,18,3,19
390397.nif,89,13,3,13
390397.nif,93,26,3,27
390397.nif,93,26,3,28
390397.nif,100,11,3,9
390397.nif,100,11,3,10
390397.nif,103,12,3,11
390397.nif,103,12,3,12
390397.nif,109,6,3,3
390397.nif,109,6,3,4
390397.nif,114,7,3,5
390397.nif,118,8,3,6
390397.nif,122,9,3,7
390397.nif,126,10,3,8
390809.nif,12,13,146,3
390809.nif,26,27,146,0
390809.nif,40,41,146,4
390809.nif,54,55,146,1
390809.nif,68,69,146,2
390809.nif,82,83,146,5
390809.nif,94,95,146,7
390809.nif,106,107,146,6
390809.nif,118,119,146,8
390809.nif,130,131,146,9
390832.nif,8,9,76,1
390832.nif,19,20,76,2
390832.nif,30,31,76,3
390832.nif,41,42,76,4
390832.nif,52,53,76,5
390832.nif,63,64,76,0
390856.nif,10,11,129,5
390856.nif,22,23,129,0
390856.nif,34,35,129,1
390856.nif,46,47,129,2
390856.nif,58,59,129,3
390856.nif,70,71,129,4
390856.nif,86,87,129,6
390856.nif,98,99,129,7
390856.nif,110,111,129,8
393941.nif,12,5,3,1
393941.nif,16,4,3,0
394580.nif,13,4,2,0
394580.nif,13,4,2,1
394580.nif,21,5,2,2
394580.nif,21,5,2,3
394604.nif,13,4,2,0
394604.nif,13,4,2,1
394604.nif,22,5,2,2
394604.nif,22,5,2,3
394756.nif,7,8,38,0
394756.nif,20,21,38,1
394859.nif,16,17,37,0
394859.nif,16,17,37,1
394859.nif,30,31,37,2
394859.nif,30,31,37,3
395049.nif,109,7,3,3
395049.nif,111,8,3,4
395049.nif,113,9,3,5
395049.nif,115,10,3,6
395049.nif,117,11,3,7
395049.nif,119,12,3,8
395049.nif,125,79,3,85
395049.nif,128,6,3,2
395049.nif,132,35,3,38
395049.nif,136,36,3,39
395049.nif,141,51,3,55
395049.nif,143,52,3,56
395049.nif,147,49,3,53
395049.nif,149,50,3,54
395049.nif,153,47,3,51
395049.nif,155,48,3,52
395049.nif,163,53,3,57
395049.nif,165,54,3,58
395049.nif,165,54,3,59
395049.nif,167,55,3,60
395049.nif,167,55,3,61
395049.nif,171,34,3,37
395049.nif,175,41,3,44
395049.nif,177,42,3,45
395049.nif,179,43,3,46
395049.nif,181,44,3,47
395049.nif,181,44,3,48
395049.nif,185,20,3,19
395049.nif,189,67,3,73
395049.nif,191,68,3,74
395049.nif,193,69,3,75
395049.nif,195,70,3,76
395049.nif,197,71,3,77
395049.nif,199,72,3,78
395049.nif,202,80,3,86
395049.nif,208,27,3,27
395049.nif,210,28,3,28
395049.nif,210,28,3,29
395049.nif,212,29,3,30
395049.nif,212,29,3,31
395049.nif,216,16,3,14
395049.nif,220,25,3,25
395049.nif,222,26,3,26
395049.nif,226,4,3,0
395049.nif,228,5,3,1
395049.nif,232,13,3,9
395049.nif,234,14,3,10
395049.nif,234,14,3,11
395049.nif,236,15,3,12
395049.nif,236,15,3,13
395049.nif,240,19,3,18
395049.nif,244,22,3,22
395049.nif,248,23,3,23
395049.nif,252,45,3,49
395049.nif,254,46,3,50
395049.nif,258,38,3,41
395049.nif,260,39,3,42
395049.nif,264,66,3,72
395049.nif,268,76,3,82
395049.nif,270,75,3,81
395049.nif,275,37,3,40
395049.nif,279,64,3,70
395049.nif,281,65,3,71
395049.nif,285,33,3,36
395049.nif,289,32,3,35
395049.nif,293,31,3,34
395049.nif,297,40,3,43
395049.nif,301,24,3,24
395049.nif,305,18,3,17
395049.nif,309,17,3,15
395049.nif,309,17,3,16
395049.nif,313,30,3,32
395049.nif,313,30,3,33
395049.nif,317,74,3,80
395049.nif,319,73,3,79
395049.nif,324,78,3,84
395049.nif,326,77,3,83
395049.nif,331,21,3,20
395049.nif,331,21,3,21
395049.nif,335,57,3,63
395049.nif,337,58,3,64
395049.nif,339,59,3,65
395049.nif,343,60,3,66
395049.nif,345,61,3,67
395049.nif,347,62,3,68
395049.nif,349,63,3,69
395240.nif,13,14,32,2
395240.nif,16,17,32,3
395240.nif,23,24,32,0
395240.nif,26,27,32,1
395264.nif,15,16,48,2
395264.nif,18,19,48,0
395264.nif,22,23,48,1
395264.nif,34,35,48,3
395288.nif,7,8,35,4
395288.nif,26,27,35,0
395288.nif,26,27,35,1
395288.nif,29,30,35,2
395288.nif,29,30,35,3
395345.nif,5,6,15,1
395345.nif,9,10,15,0
395345.nif,21,16,15,2
395345.nif,30,17,15,3
395351.nif,7,8,23,0
395351.nif,7,8,23,1
395351.nif,17,18,23,2
395351.nif,17,18,23,3
395351.nif,17,18,23,4
395351.nif,29,24,23,5
395351.nif,33,25,23,6
395391.nif,15,16,35,0
395391.nif,15,16,35,1
395391.nif,18,19,35,2
395391.nif,18,19,35,3
395391.nif,27,28,35,4
395447.nif,24,10,3,11
395447.nif,24,10,3,12
395447.nif,26,11,3,13
395447.nif,26,11,3,14
395447.nif,28,12,3,15
395447.nif,28,12,3,16
395447.nif,30,13,3,17
395447.nif,30,13,3,18
395447.nif,32,14,3,19
395447.nif,32,14,3,20
395447.nif,34,15,3,21
395447.nif,34,15,3,22
395447.nif,36,16,3,23
395447.nif,36,16,3,24
395447.nif,38,17,3,25
395447.nif,38,17,3,26
395447.nif,41,18,3,27
395447.nif,41,18,3,28
395447.nif,46,5,3,1
395447.nif,46,5,3,2
395447.nif,48,6,3,3
395447.nif,48,6,3,4
395447.nif,50,7,3,5
395447.nif,50,7,3,6
395447.nif,52,8,3,7
395447.nif,52,8,3,8
395447.nif,54,9,3,9
395447.nif,54,9,3,10
395493.nif,18,4,3,0
395493.nif,20,5,3,1
395493.nif,22,6,3,2
395493.nif,24,7,3,3
395493.nif,26,8,3,4
395493.nif,28,9,3,5
395493.nif,30,10,3,6
395493.nif,33,11,3,7
395493.nif,33,11,3,8
395523.nif,15,4,3,0
395523.nif,15,4,3,1
395523.nif,19,5,3,2
395523.nif,22,6,3,3
395523.nif,25,7,3,4
395523.nif,28,8,3,5
395523.nif,31,9,3,6
395532.nif,17,5,3,2
395532.nif,17,5,3,3
395532.nif,20,6,3,4
395532.nif,20,6,3,5
395532.nif,22,7,3,6
395532.nif,22,7,3,7
395532.nif,24,8,3,8
395532.nif,24,8,3,9
395532.nif,26,9,3,10
395532.nif,26,9,3,11
395532.nif,29,10,3,12
395532.nif,29,10,3,13
395532.nif,33,4,3,0
395532.nif,33,4,3,1
395542.nif,15,9,3,5
395542.nif,15,9,3,6
395542.nif,19,4,3,0
395542.nif,22,5,3,1
395542.nif,25,6,3,2
395542.nif,28,7,3,3
395542.nif,31,8,3,4
395635.nif,12,4,3,0
395635.nif,12,4,3,1
395635.nif,14,5,3,2
395635.nif,14,5,3,3
395635.nif,16,6,3,4
395635.nif,16,6,3,5
395640.nif,20,5,3,1
395640.nif,20,5,3,2
395640.nif,22,6,3,3
395640.nif,22,6,3,4
395640.nif,24,7,3,5
395640.nif,24,7,3,6
395640.nif,26,8,3,7
395640.nif,26,8,3,8
395640.nif,28,9,3,9
395640.nif,28,9,3,10
395640.nif,30,10,3,11
395640.nif,30,10,3,12
395640.nif,32,11,3,13
395640.nif,32,11,3,14
395640.nif,34,12,3,15
395640.nif,34,12,3,16
395640.nif,37,13,3,17
395640.nif,37,13,3,18
395640.nif,41,14,3,19
395640.nif,41,14,3,20
395651.nif,12,4,3,0
395651.nif,12,4,3,1
395651.nif,14,5,3,2
395651.nif,14,5,3,3
395651.nif,16,6,3,4
395651.nif,16,6,3,5
395700.nif,10,4,3,0
395706.nif,11,4,3,0
395706.nif,11,4,3,1
395707.nif,11,5,3,1
395707.nif,11,5,3,2
395790.nif,10,4,3,0
395794.nif,10,4,3,0
395798.nif,12,4,3,0
395798.nif,12,4,3,1
395798.nif,15,5,3,2
395854.nif,23,4,3,0
395854.nif,23,4,3,1
395854.nif,28,13,3,10
395854.nif,31,14,3,11
395854.nif,38,9,3,2
395854.nif,38,9,3,3
395854.nif,41,10,3,4
395854.nif,41,10,3,5
395854.nif,44,11,3,6
395854.nif,44,11,3,7
395854.nif,54,12,3,8
395854.nif,54,12,3,9
395864.nif,7,8,44,0
395864.nif,7,8,44,1
395864.nif,17,18,44,10
395864.nif,21,22,44,11
395864.nif,29,30,44,2
395864.nif,29,30,44,3
395864.nif,33,34,44,4
395864.nif,33,34,44,5
395864.nif,37,38,44,6
395864.nif,37,38,44,7
395864.nif,56,45,44,8
395864.nif,56,45,44,9
395900.nif,10,4,3,0
395900.nif,10,4,3,1
395926.nif,10,4,3,0
395926.nif,10,4,3,1
396274.nif,12,4,3,0
396274.nif,12,4,3,1
396274.nif,14,5,3,2
396274.nif,14,5,3,3
396274.nif,16,6,3,4
396274.nif,16,6,3,5
396282.nif,12,4,3,0
396282.nif,12,4,3,1
396282.nif,14,5,3,2
396282.nif,14,5,3,3
396282.nif,16,6,3,4
396282.nif,16,6,3,5
396349.nif,14,4,3,0
396484.nif,6,7,21,0
396484.nif,13,14,21,1
396551.nif,9,4,3,0
396552.nif,9,4,3,0
396552.nif,9,4,3,1
396574.nif,10,4,3,0
396756.nif,12,4,3,0
396756.nif,12,4,3,1
396756.nif,14,5,3,2
396756.nif,14,5,3,3
396756.nif,16,6,3,4
396756.nif,16,6,3,5
397004.nif,6,7,71,6
397004.nif,13,14,71,5
397004.nif,20,21,71,9
397004.nif,25,26,71,10
397004.nif,31,32,71,11
397004.nif,39,40,71,2
397004.nif,39,40,71,3
397004.nif,44,45,71,4
397004.nif,49,50,71,12
397004.nif,55,56,71,7
397004.nif,55,56,71,8
397004.nif,62,63,71,13
397004.nif,81,72,71,0
397004.nif,81,72,71,1
397022.nif,5,6,20,3
397022.nif,13,14,20,2
397022.nif,32,22,20,1
397022.nif,44,21,20,0
397118.nif,10,11,62,9
397118.nif,14,15,62,10
397118.nif,17,18,62,11
397118.nif,20,21,62,8
397118.nif,29,30,62,4
397118.nif,32,33,62,6
397118.nif,35,36,62,7
397118.nif,38,39,62,5
397118.nif,45,46,62,0
397118.nif,48,49,62,2
397118.nif,51,52,62,3
397118.nif,54,55,62,1
397180.nif,11,4,2,0
397180.nif,11,4,2,1
397180.nif,16,7,2,9
397180.nif,21,6,2,7
397180.nif,21,6,2,8
397348.nif,13,4,3,0
397348.nif,21,5,3,1
397354.nif,13,5,3,1
397354.nif,21,4,3,0
397398.nif,14,5,2,0
397629.nif,14,4,3,0
397710.nif,15,4,3,0
397710.nif,17,5,3,1
397710.nif,20,6,3,2
397710.nif,23,7,3,3
397710.nif,27,8,3,4
397710.nif,27,8,3,5
397723.nif,15,5,3,2
397723.nif,15,5,3,3
397723.nif,17,6,3,4
397723.nif,17,6,3,5
397723.nif,20,7,3,6
397723.nif,20,7,3,7
397723.nif,23,8,3,8
397723.nif,23,8,3,9
397723.nif,27,4,3,0
397723.nif,27,4,3,1
398007.nif,15,4,3,0
398007.nif,15,4,3,1
398007.nif,17,5,3,2
398007.nif,17,5,3,3
398007.nif,19,6,3,4
398007.nif,19,6,3,5
398007.nif,21,7,3,6
398007.nif,21,7,3,7
398007.nif,23,8,3,8
398007.nif,23,8,3,9
398183.nif,10,4,3,0
398183.nif,10,4,3,1
398183.nif,15,5,3,2
398183.nif,15,5,3,3
