nif,parent_ninode_block,texture_effect_block,kind
536667.nif,13,4,NINODE_EFFECTS
536676.nif,19,6,NINODE_EFFECTS
536685.nif,11,6,NINODE_EFFECTS
536694.nif,10,5,NINODE_EFFECTS
536701.nif,10,5,NINODE_EFFECTS
536708.nif,10,5,NINODE_EFFECTS
537341.nif,4,8,NINODE_EFFECTS
537341.nif,29,33,NINODE_EFFECTS
537641.nif,22,26,NINODE_EFFECTS
537641.nif,27,31,NINODE_EFFECTS
537650.nif,10,5,NINODE_EFFECTS
537658.nif,10,5,NINODE_EFFECTS
538114.nif,17,8,NINODE_EFFECTS
538126.nif,17,8,NINODE_EFFECTS
538133.nif,9,4,NINODE_EFFECTS
538151.nif,9,4,NINODE_EFFECTS
538156.nif,9,4,NINODE_EFFECTS
538160.nif,9,4,NINODE_EFFECTS
538169.nif,9,4,NINODE_EFFECTS
539958.nif,10,4,NINODE_EFFECTS
539998.nif,10,4,NINODE_EFFECTS
540069.nif,9,4,NINODE_EFFECTS
540071.nif,9,5,NINODE_EFFECTS
540099.nif,9,4,NINODE_EFFECTS
540100.nif,9,4,NINODE_EFFECTS
540101.nif,9,4,NINODE_EFFECTS
540102.nif,9,4,NINODE_EFFECTS
540176.nif,4,20,NINODE_EFFECTS
540203.nif,4,19,NINODE_EFFECTS
540320.nif,14,8,NINODE_EFFECTS
540336.nif,26,9,NINODE_EFFECTS
540348.nif,14,8,NINODE_EFFECTS
540359.nif,23,8,NINODE_EFFECTS
540369.nif,23,8,NINODE_EFFECTS
540380.nif,13,9,NINODE_EFFECTS
540390.nif,38,8,NINODE_EFFECTS
540401.nif,13,8,NINODE_EFFECTS
540413.nif,15,9,NINODE_EFFECTS
540423.nif,39,32,NINODE_EFFECTS
540423.nif,53,31,NINODE_EFFECTS
540655.nif,25,8,NINODE_EFFECTS
540687.nif,109,88,NINODE_EFFECTS
540687.nif,109,89,NINODE_EFFECTS
540687.nif,109,90,NINODE_EFFECTS
544192.nif,4,24,NINODE_EFFECTS
544192.nif,5,11,NINODE_EFFECTS
544192.nif,12,18,NINODE_EFFECTS
545718.nif,26,32,NINODE_EFFECTS
545718.nif,33,39,NINODE_EFFECTS
545718.nif,40,46,NINODE_EFFECTS
545718.nif,47,53,NINODE_EFFECTS
546142.nif,13,4,NINODE_EFFECTS
546149.nif,13,4,NINODE_EFFECTS
546348.nif,18,9,NINODE_EFFECTS
546439.nif,13,4,NINODE_EFFECTS
546798.nif,11,6,NINODE_EFFECTS
546806.nif,11,6,NINODE_EFFECTS
546812.nif,11,6,NINODE_EFFECTS
546818.nif,11,6,NINODE_EFFECTS
546824.nif,11,6,NINODE_EFFECTS
549100.nif,23,5,NINODE_EFFECTS
549100.nif,23,6,NINODE_EFFECTS
549100.nif,23,7,NINODE_EFFECTS
549100.nif,23,8,NINODE_EFFECTS
549100.nif,23,9,NINODE_EFFECTS
549100.nif,23,10,NINODE_EFFECTS
549100.nif,23,11,NINODE_EFFECTS
549100.nif,38,4,NINODE_EFFECTS
549102.nif,45,15,NINODE_EFFECTS
549102.nif,50,14,NINODE_EFFECTS
549102.nif,55,13,NINODE_EFFECTS
549102.nif,60,12,NINODE_EFFECTS
549102.nif,65,11,NINODE_EFFECTS
549102.nif,70,6,NINODE_EFFECTS
549102.nif,70,7,NINODE_EFFECTS
549102.nif,70,8,NINODE_EFFECTS
549102.nif,70,10,NINODE_EFFECTS
549102.nif,70,18,NINODE_EFFECTS
549102.nif,70,19,NINODE_EFFECTS
549102.nif,70,20,NINODE_EFFECTS
549102.nif,70,21,NINODE_EFFECTS
549102.nif,70,22,NINODE_EFFECTS
549102.nif,70,23,NINODE_EFFECTS
549102.nif,94,17,NINODE_EFFECTS
549102.nif,99,16,NINODE_EFFECTS
549102.nif,102,9,NINODE_EFFECTS
549102.nif,118,5,NINODE_EFFECTS
549108.nif,21,5,NINODE_EFFECTS
549108.nif,21,6,NINODE_EFFECTS
549108.nif,21,7,NINODE_EFFECTS
549108.nif,21,8,NINODE_EFFECTS
549108.nif,21,9,NINODE_EFFECTS
549108.nif,21,10,NINODE_EFFECTS
549108.nif,34,4,NINODE_EFFECTS
549112.nif,25,12,NINODE_EFFECTS
549112.nif,30,11,NINODE_EFFECTS
549112.nif,33,5,NINODE_EFFECTS
549112.nif,33,6,NINODE_EFFECTS
549112.nif,33,7,NINODE_EFFECTS
549112.nif,33,8,NINODE_EFFECTS
549112.nif,33,9,NINODE_EFFECTS
549112.nif,33,10,NINODE_EFFECTS
549112.nif,52,4,NINODE_EFFECTS
549114.nif,23,5,NINODE_EFFECTS
549114.nif,23,6,NINODE_EFFECTS
549114.nif,23,7,NINODE_EFFECTS
549114.nif,23,8,NINODE_EFFECTS
549114.nif,23,9,NINODE_EFFECTS
549114.nif,23,10,NINODE_EFFECTS
549114.nif,36,4,NINODE_EFFECTS
549118.nif,-1,18,ORPHAN_NO_PARENT_NINODE
549118.nif,-1,21,ORPHAN_NO_PARENT_NINODE
549118.nif,-1,22,ORPHAN_NO_PARENT_NINODE
549118.nif,-1,24,ORPHAN_NO_PARENT_NINODE
549118.nif,-1,25,ORPHAN_NO_PARENT_NINODE
549118.nif,-1,26,ORPHAN_NO_PARENT_NINODE
549118.nif,-1,27,ORPHAN_NO_PARENT_NINODE
549118.nif,-1,28,ORPHAN_NO_PARENT_NINODE
549118.nif,-1,29,ORPHAN_NO_PARENT_NINODE
549118.nif,38,19,NINODE_EFFECTS
549118.nif,38,20,NINODE_EFFECTS
549118.nif,90,23,NINODE_EFFECTS
549118.nif,109,17,NINODE_EFFECTS
549120.nif,49,20,NINODE_EFFECTS
549120.nif,55,19,NINODE_EFFECTS
549120.nif,62,18,NINODE_EFFECTS
549120.nif,124,29,NINODE_EFFECTS
549120.nif,129,28,NINODE_EFFECTS
549120.nif,134,27,NINODE_EFFECTS
549120.nif,139,26,NINODE_EFFECTS
549120.nif,150,25,NINODE_EFFECTS
549120.nif,155,24,NINODE_EFFECTS
549120.nif,159,23,NINODE_EFFECTS
549120.nif,166,22,NINODE_EFFECTS
549120.nif,195,21,NINODE_EFFECTS
549120.nif,199,17,NINODE_EFFECTS
554074.nif,-1,6,ORPHAN_NO_PARENT_NINODE
554074.nif,-1,7,ORPHAN_NO_PARENT_NINODE
554074.nif,50,9,NINODE_EFFECTS
554074.nif,55,8,NINODE_EFFECTS
554074.nif,70,5,NINODE_EFFECTS
554075.nif,17,4,NINODE_EFFECTS
554075.nif,17,5,NINODE_EFFECTS
554075.nif,17,6,NINODE_EFFECTS
554075.nif,17,7,NINODE_EFFECTS
554075.nif,17,8,NINODE_EFFECTS
554076.nif,49,13,NINODE_EFFECTS
554076.nif,49,14,NINODE_EFFECTS
554076.nif,49,15,NINODE_EFFECTS
554076.nif,49,16,NINODE_EFFECTS
554076.nif,58,12,NINODE_EFFECTS
554076.nif,62,11,NINODE_EFFECTS
554076.nif,65,10,NINODE_EFFECTS
554076.nif,68,9,NINODE_EFFECTS
554076.nif,73,7,NINODE_EFFECTS
554076.nif,77,6,NINODE_EFFECTS
554076.nif,81,5,NINODE_EFFECTS
554076.nif,85,24,NINODE_EFFECTS
554076.nif,89,23,NINODE_EFFECTS
554076.nif,93,22,NINODE_EFFECTS
554076.nif,97,21,NINODE_EFFECTS
554076.nif,101,20,NINODE_EFFECTS
554076.nif,105,19,NINODE_EFFECTS
554076.nif,109,18,NINODE_EFFECTS
554076.nif,113,17,NINODE_EFFECTS
554076.nif,117,8,NINODE_EFFECTS
554076.nif,121,4,NINODE_EFFECTS
554106.nif,15,8,NINODE_EFFECTS
554106.nif,15,9,NINODE_EFFECTS
554106.nif,15,10,NINODE_EFFECTS
554106.nif,15,11,NINODE_EFFECTS
554110.nif,31,5,NINODE_EFFECTS
554110.nif,31,6,NINODE_EFFECTS
554110.nif,31,13,NINODE_EFFECTS
554110.nif,31,14,NINODE_EFFECTS
554110.nif,31,15,NINODE_EFFECTS
554110.nif,42,12,NINODE_EFFECTS
554110.nif,45,11,NINODE_EFFECTS
554110.nif,52,4,NINODE_EFFECTS
554110.nif,52,7,NINODE_EFFECTS
554110.nif,52,8,NINODE_EFFECTS
554110.nif,52,9,NINODE_EFFECTS
554110.nif,52,10,NINODE_EFFECTS
554178.nif,35,5,NINODE_EFFECTS
554178.nif,35,6,NINODE_EFFECTS
554178.nif,35,12,NINODE_EFFECTS
554178.nif,35,13,NINODE_EFFECTS
554178.nif,35,14,NINODE_EFFECTS
554178.nif,35,15,NINODE_EFFECTS
554178.nif,52,11,NINODE_EFFECTS
554178.nif,57,10,NINODE_EFFECTS
554178.nif,60,9,NINODE_EFFECTS
554178.nif,69,8,NINODE_EFFECTS
554178.nif,74,7,NINODE_EFFECTS
554178.nif,79,4,NINODE_EFFECTS
565152.nif,19,4,NINODE_EFFECTS
565152.nif,19,5,NINODE_EFFECTS
565152.nif,19,6,NINODE_EFFECTS
565152.nif,19,7,NINODE_EFFECTS
565152.nif,19,8,NINODE_EFFECTS
565152.nif,19,9,NINODE_EFFECTS
565155.nif,45,6,NINODE_EFFECTS
565155.nif,45,7,NINODE_EFFECTS
565155.nif,45,8,NINODE_EFFECTS
565155.nif,45,10,NINODE_EFFECTS
565155.nif,45,11,NINODE_EFFECTS
565155.nif,45,12,NINODE_EFFECTS
565155.nif,45,13,NINODE_EFFECTS
565155.nif,45,14,NINODE_EFFECTS
565155.nif,45,15,NINODE_EFFECTS
565155.nif,45,21,NINODE_EFFECTS
565155.nif,45,22,NINODE_EFFECTS
565155.nif,45,23,NINODE_EFFECTS
565155.nif,74,20,NINODE_EFFECTS
565155.nif,79,19,NINODE_EFFECTS
565155.nif,84,18,NINODE_EFFECTS
565155.nif,89,17,NINODE_EFFECTS
565155.nif,94,16,NINODE_EFFECTS
565155.nif,99,9,NINODE_EFFECTS
565155.nif,104,5,NINODE_EFFECTS
565158.nif,27,6,NINODE_EFFECTS
565158.nif,27,7,NINODE_EFFECTS
565158.nif,27,8,NINODE_EFFECTS
565158.nif,27,9,NINODE_EFFECTS
565158.nif,27,10,NINODE_EFFECTS
565158.nif,27,11,NINODE_EFFECTS
565158.nif,27,12,NINODE_EFFECTS
565158.nif,44,5,NINODE_EFFECTS
565158.nif,49,4,NINODE_EFFECTS
565161.nif,31,4,NINODE_EFFECTS
565161.nif,31,5,NINODE_EFFECTS
565161.nif,31,6,NINODE_EFFECTS
565161.nif,31,7,NINODE_EFFECTS
565161.nif,31,8,NINODE_EFFECTS
565161.nif,31,9,NINODE_EFFECTS
565161.nif,31,10,NINODE_EFFECTS
565161.nif,31,11,NINODE_EFFECTS
565161.nif,31,12,NINODE_EFFECTS
565161.nif,31,13,NINODE_EFFECTS
565161.nif,31,14,NINODE_EFFECTS
565167.nif,28,14,NINODE_EFFECTS
565167.nif,34,8,NINODE_EFFECTS
565167.nif,34,9,NINODE_EFFECTS
565167.nif,34,10,NINODE_EFFECTS
565167.nif,34,11,NINODE_EFFECTS
565167.nif,34,12,NINODE_EFFECTS
565167.nif,34,13,NINODE_EFFECTS
565189.nif,25,6,NINODE_EFFECTS
565189.nif,25,7,NINODE_EFFECTS
565189.nif,25,8,NINODE_EFFECTS
565189.nif,25,9,NINODE_EFFECTS
565189.nif,25,10,NINODE_EFFECTS
565189.nif,25,11,NINODE_EFFECTS
565189.nif,25,12,NINODE_EFFECTS
565189.nif,40,5,NINODE_EFFECTS
565189.nif,46,4,NINODE_EFFECTS
565687.nif,62,4,NINODE_EFFECTS
565687.nif,62,5,NINODE_EFFECTS
565687.nif,62,6,NINODE_EFFECTS
576789.nif,67,4,NINODE_EFFECTS
576789.nif,67,5,NINODE_EFFECTS
576789.nif,67,6,NINODE_EFFECTS
576789.nif,67,7,NINODE_EFFECTS
576789.nif,67,8,NINODE_EFFECTS
576791.nif,15,4,NINODE_EFFECTS
576791.nif,15,5,NINODE_EFFECTS
576791.nif,15,6,NINODE_EFFECTS
576791.nif,15,7,NINODE_EFFECTS
576795.nif,61,12,NINODE_EFFECTS
576795.nif,61,13,NINODE_EFFECTS
576795.nif,61,14,NINODE_EFFECTS
576795.nif,61,15,NINODE_EFFECTS
576795.nif,61,16,NINODE_EFFECTS
576795.nif,61,17,NINODE_EFFECTS
576795.nif,61,18,NINODE_EFFECTS
576795.nif,61,19,NINODE_EFFECTS
576795.nif,61,21,NINODE_EFFECTS
576795.nif,61,22,NINODE_EFFECTS
576795.nif,61,23,NINODE_EFFECTS
576795.nif,84,11,NINODE_EFFECTS
576795.nif,89,9,NINODE_EFFECTS
576795.nif,89,10,NINODE_EFFECTS
576795.nif,94,5,NINODE_EFFECTS
576795.nif,94,6,NINODE_EFFECTS
576795.nif,94,7,NINODE_EFFECTS
576795.nif,94,29,NINODE_EFFECTS
576795.nif,94,30,NINODE_EFFECTS
576795.nif,105,28,NINODE_EFFECTS
576795.nif,110,27,NINODE_EFFECTS
576795.nif,115,26,NINODE_EFFECTS
576795.nif,120,25,NINODE_EFFECTS
576795.nif,125,24,NINODE_EFFECTS
576795.nif,130,20,NINODE_EFFECTS
576795.nif,135,8,NINODE_EFFECTS
576795.nif,140,4,NINODE_EFFECTS
576799.nif,25,6,NINODE_EFFECTS
576799.nif,25,7,NINODE_EFFECTS
576799.nif,25,8,NINODE_EFFECTS
576799.nif,25,9,NINODE_EFFECTS
576799.nif,25,10,NINODE_EFFECTS
576799.nif,25,11,NINODE_EFFECTS
576799.nif,38,5,NINODE_EFFECTS
576799.nif,41,4,NINODE_EFFECTS
576803.nif,29,5,NINODE_EFFECTS
576803.nif,29,6,NINODE_EFFECTS
576803.nif,29,7,NINODE_EFFECTS
576803.nif,29,8,NINODE_EFFECTS
576803.nif,29,9,NINODE_EFFECTS
576803.nif,29,10,NINODE_EFFECTS
576803.nif,29,11,NINODE_EFFECTS
576803.nif,29,12,NINODE_EFFECTS
576803.nif,29,13,NINODE_EFFECTS
576803.nif,48,4,NINODE_EFFECTS
576807.nif,25,11,NINODE_EFFECTS
576807.nif,28,4,NINODE_EFFECTS
576807.nif,28,5,NINODE_EFFECTS
576807.nif,28,6,NINODE_EFFECTS
576807.nif,28,7,NINODE_EFFECTS
576807.nif,28,8,NINODE_EFFECTS
576807.nif,28,9,NINODE_EFFECTS
576807.nif,28,10,NINODE_EFFECTS
581409.nif,13,7,NINODE_EFFECTS
581409.nif,13,8,NINODE_EFFECTS
581409.nif,13,9,NINODE_EFFECTS
583872.nif,106,95,NINODE_EFFECTS
583872.nif,111,94,NINODE_EFFECTS
583872.nif,369,93,NINODE_EFFECTS
583872.nif,373,92,NINODE_EFFECTS
584046.nif,92,32,NINODE_EFFECTS
584046.nif,92,33,NINODE_EFFECTS
584046.nif,98,29,NINODE_EFFECTS
584046.nif,98,31,NINODE_EFFECTS
584046.nif,104,27,NINODE_EFFECTS
584046.nif,104,28,NINODE_EFFECTS
584046.nif,110,25,NINODE_EFFECTS
584046.nif,110,26,NINODE_EFFECTS
584046.nif,116,23,NINODE_EFFECTS
584046.nif,116,24,NINODE_EFFECTS
584046.nif,122,21,NINODE_EFFECTS
584046.nif,122,22,NINODE_EFFECTS
584046.nif,128,19,NINODE_EFFECTS
584046.nif,128,20,NINODE_EFFECTS
584046.nif,134,16,NINODE_EFFECTS
584046.nif,134,17,NINODE_EFFECTS
584046.nif,140,15,NINODE_EFFECTS
584046.nif,150,39,NINODE_EFFECTS
584046.nif,150,40,NINODE_EFFECTS
584046.nif,169,38,NINODE_EFFECTS
584046.nif,181,37,NINODE_EFFECTS
584046.nif,186,36,NINODE_EFFECTS
584046.nif,191,35,NINODE_EFFECTS
584046.nif,196,34,NINODE_EFFECTS
584046.nif,201,30,NINODE_EFFECTS
584046.nif,206,18,NINODE_EFFECTS
584046.nif,210,14,NINODE_EFFECTS
584123.nif,19,8,NINODE_EFFECTS
584123.nif,24,6,NINODE_EFFECTS
584123.nif,24,7,NINODE_EFFECTS
584141.nif,48,10,NINODE_EFFECTS
584141.nif,48,11,NINODE_EFFECTS
584141.nif,55,8,NINODE_EFFECTS
584141.nif,55,9,NINODE_EFFECTS
584141.nif,68,6,NINODE_EFFECTS
584141.nif,68,7,NINODE_EFFECTS
584141.nif,75,4,NINODE_EFFECTS
584141.nif,75,5,NINODE_EFFECTS
584177.nif,48,10,NINODE_EFFECTS
584177.nif,48,11,NINODE_EFFECTS
584177.nif,58,8,NINODE_EFFECTS
584177.nif,58,9,NINODE_EFFECTS
584177.nif,72,6,NINODE_EFFECTS
584177.nif,72,7,NINODE_EFFECTS
584177.nif,79,4,NINODE_EFFECTS
584177.nif,79,5,NINODE_EFFECTS
584212.nif,42,14,NINODE_EFFECTS
584212.nif,42,15,NINODE_EFFECTS
584237.nif,57,12,NINODE_EFFECTS
584237.nif,57,13,NINODE_EFFECTS
584237.nif,64,10,NINODE_EFFECTS
584237.nif,64,11,NINODE_EFFECTS
584237.nif,77,8,NINODE_EFFECTS
584237.nif,77,9,NINODE_EFFECTS
584237.nif,84,6,NINODE_EFFECTS
584237.nif,84,7,NINODE_EFFECTS
584237.nif,97,4,NINODE_EFFECTS
584237.nif,97,5,NINODE_EFFECTS
584333.nif,4,8,NINODE_EFFECTS
584333.nif,9,13,NINODE_EFFECTS
584595.nif,13,4,NINODE_EFFECTS
584595.nif,13,5,NINODE_EFFECTS
584607.nif,32,8,NINODE_EFFECTS
584607.nif,32,9,NINODE_EFFECTS
584607.nif,32,10,NINODE_EFFECTS
584607.nif,32,11,NINODE_EFFECTS
584607.nif,32,12,NINODE_EFFECTS
584607.nif,32,13,NINODE_EFFECTS
584607.nif,32,14,NINODE_EFFECTS
584607.nif,32,15,NINODE_EFFECTS
584607.nif,32,16,NINODE_EFFECTS
584607.nif,32,17,NINODE_EFFECTS
584668.nif,18,5,NINODE_EFFECTS
584668.nif,18,6,NINODE_EFFECTS
584668.nif,36,4,NINODE_EFFECTS
584676.nif,20,5,NINODE_EFFECTS
584676.nif,20,6,NINODE_EFFECTS
584676.nif,20,7,NINODE_EFFECTS
584676.nif,43,4,NINODE_EFFECTS
584689.nif,32,4,NINODE_EFFECTS
584692.nif,14,4,NINODE_EFFECTS
584692.nif,14,5,NINODE_EFFECTS
584692.nif,14,6,NINODE_EFFECTS
584695.nif,31,6,NINODE_EFFECTS
584695.nif,31,7,NINODE_EFFECTS
584695.nif,31,8,NINODE_EFFECTS
584695.nif,31,9,NINODE_EFFECTS
584695.nif,31,10,NINODE_EFFECTS
584695.nif,31,11,NINODE_EFFECTS
584695.nif,60,5,NINODE_EFFECTS
584695.nif,64,4,NINODE_EFFECTS
584696.nif,27,6,NINODE_EFFECTS
584696.nif,27,7,NINODE_EFFECTS
584696.nif,27,8,NINODE_EFFECTS
584696.nif,27,9,NINODE_EFFECTS
584696.nif,27,10,NINODE_EFFECTS
584696.nif,50,5,NINODE_EFFECTS
584696.nif,54,4,NINODE_EFFECTS
584697.nif,20,5,NINODE_EFFECTS
584697.nif,20,6,NINODE_EFFECTS
584697.nif,20,7,NINODE_EFFECTS
584697.nif,20,8,NINODE_EFFECTS
584697.nif,42,4,NINODE_EFFECTS
584698.nif,20,5,NINODE_EFFECTS
584698.nif,20,6,NINODE_EFFECTS
584698.nif,20,7,NINODE_EFFECTS
584698.nif,20,8,NINODE_EFFECTS
584698.nif,42,4,NINODE_EFFECTS
584699.nif,24,5,NINODE_EFFECTS
584699.nif,24,6,NINODE_EFFECTS
584699.nif,24,7,NINODE_EFFECTS
584699.nif,24,8,NINODE_EFFECTS
584699.nif,24,9,NINODE_EFFECTS
584699.nif,24,10,NINODE_EFFECTS
584699.nif,46,4,NINODE_EFFECTS
584700.nif,21,4,NINODE_EFFECTS
584700.nif,21,5,NINODE_EFFECTS
584700.nif,21,6,NINODE_EFFECTS
584700.nif,21,7,NINODE_EFFECTS
584700.nif,21,8,NINODE_EFFECTS
584700.nif,21,9,NINODE_EFFECTS
584700.nif,21,10,NINODE_EFFECTS
584701.nif,17,4,NINODE_EFFECTS
584701.nif,17,5,NINODE_EFFECTS
584701.nif,17,6,NINODE_EFFECTS
584701.nif,17,7,NINODE_EFFECTS
584701.nif,17,8,NINODE_EFFECTS
584702.nif,20,5,NINODE_EFFECTS
584702.nif,20,6,NINODE_EFFECTS
584702.nif,20,7,NINODE_EFFECTS
584702.nif,20,8,NINODE_EFFECTS
584702.nif,39,4,NINODE_EFFECTS
584703.nif,15,4,NINODE_EFFECTS
584703.nif,15,5,NINODE_EFFECTS
584703.nif,15,6,NINODE_EFFECTS
584703.nif,15,7,NINODE_EFFECTS
584704.nif,19,4,NINODE_EFFECTS
584704.nif,19,5,NINODE_EFFECTS
584704.nif,19,6,NINODE_EFFECTS
584704.nif,19,7,NINODE_EFFECTS
584705.nif,15,4,NINODE_EFFECTS
584705.nif,15,5,NINODE_EFFECTS
584705.nif,15,6,NINODE_EFFECTS
584705.nif,15,7,NINODE_EFFECTS
584706.nif,15,4,NINODE_EFFECTS
584706.nif,15,5,NINODE_EFFECTS
584706.nif,15,6,NINODE_EFFECTS
584706.nif,15,7,NINODE_EFFECTS
584707.nif,40,5,NINODE_EFFECTS
584707.nif,40,6,NINODE_EFFECTS
584707.nif,40,7,NINODE_EFFECTS
584707.nif,40,8,NINODE_EFFECTS
587246.nif,-1,26,ORPHAN_NO_PARENT_NINODE
587246.nif,5,9,NINODE_EFFECTS
587246.nif,14,18,NINODE_EFFECTS
588746.nif,27,22,NINODE_EFFECTS
588746.nif,38,21,NINODE_EFFECTS
588746.nif,63,20,NINODE_EFFECTS
588749.nif,40,33,NINODE_EFFECTS
588749.nif,85,32,NINODE_EFFECTS
588749.nif,118,31,NINODE_EFFECTS
588752.nif,111,9,NINODE_EFFECTS
588752.nif,118,7,NINODE_EFFECTS
588752.nif,118,8,NINODE_EFFECTS
591117.nif,70,56,NINODE_EFFECTS
591117.nif,86,55,NINODE_EFFECTS
591182.nif,57,6,NINODE_EFFECTS
591182.nif,57,7,NINODE_EFFECTS
591185.nif,82,96,NINODE_EFFECTS
591185.nif,212,152,NINODE_EFFECTS
591185.nif,216,151,NINODE_EFFECTS
591185.nif,232,149,NINODE_EFFECTS
591185.nif,237,148,NINODE_EFFECTS
591185.nif,283,145,NINODE_EFFECTS
591185.nif,283,146,NINODE_EFFECTS
591185.nif,283,147,NINODE_EFFECTS
591185.nif,293,144,NINODE_EFFECTS
591185.nif,297,143,NINODE_EFFECTS
591185.nif,306,142,NINODE_EFFECTS
591185.nif,310,141,NINODE_EFFECTS
591185.nif,314,140,NINODE_EFFECTS
591185.nif,332,139,NINODE_EFFECTS
591185.nif,336,137,NINODE_EFFECTS
591185.nif,340,136,NINODE_EFFECTS
591185.nif,344,135,NINODE_EFFECTS
591185.nif,363,159,NINODE_EFFECTS
591185.nif,378,158,NINODE_EFFECTS
591185.nif,386,157,NINODE_EFFECTS
591185.nif,392,156,NINODE_EFFECTS
591185.nif,397,155,NINODE_EFFECTS
591185.nif,402,154,NINODE_EFFECTS
591185.nif,407,153,NINODE_EFFECTS
591185.nif,412,150,NINODE_EFFECTS
591185.nif,420,138,NINODE_EFFECTS
591185.nif,423,134,NINODE_EFFECTS
591377.nif,61,41,NINODE_EFFECTS
591377.nif,75,41,NINODE_EFFECTS
591652.nif,201,8,NINODE_EFFECTS
591652.nif,201,9,NINODE_EFFECTS
591652.nif,214,6,NINODE_EFFECTS
591652.nif,214,7,NINODE_EFFECTS
591652.nif,227,4,NINODE_EFFECTS
591652.nif,227,5,NINODE_EFFECTS
591655.nif,78,4,NINODE_EFFECTS
591655.nif,78,5,NINODE_EFFECTS
64531.nif,17,8,NINODE_EFFECTS
76707.nif,98,14,NINODE_EFFECTS
76707.nif,114,14,NINODE_EFFECTS
