file,flag_state,nif_version,exporter,mesh,morph,skin,blocks,geom_triangles,entry_count,mirror
353832.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,59,650,14,1
353833.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,59,650,14,1
353834.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,59,650,14,1
353835.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,59,650,14,1
353844.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,27,1062,6,1
346639.nif,000000,4.1.0.12,4.1.0.12,1,0,0,152,1468,35,1
266865.nif,000000,4.1.0.12,4.1.0.12,1,0,0,16,14,1,1
266450.nif,000000,4.1.0.12,4.1.0.12,1,0,0,16,14,1,1
266861.nif,000000,4.1.0.12,4.1.0.12,1,0,0,16,14,1,1
269529.nif,000000,4.1.0.12,4.1.0.12,1,0,0,16,14,1,1
168181.nif,000000,4.1.0.12,4.1.0.12,1,0,0,12,2,1,1
173763.nif,000000,4.1.0.12,4.1.0.12,1,0,0,12,2,1,1
425538.nif,00ffff,4.1.0.12,4.1.0.12,1,0,0,23,376,3,1
65665.nif,000000,4.1.0.12,4.0.0.2,1,0,0,28,128,3,1
65672.nif,000000,4.1.0.12,4.0.0.2,1,0,0,28,132,3,1
65678.nif,000000,4.1.0.12,4.0.0.2,1,0,0,60,496,9,1
59222.nif,000000,4.1.0.12,4.1.0.12,1,0,0,32,220,3,1
40324.nif,000000,4.1.0.12,4.1.0.12,1,0,0,32,220,3,1
348610.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,32,220,3,1
348632.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,32,220,3,1
348647.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,32,220,3,1
348652.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,32,220,3,1
72465.nif,000000,4.1.0.12,4.1.0.12,1,0,0,31,232,5,1
215028.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,37,232,4,1
215059.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,37,232,4,1
215082.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,37,232,4,1
219542.nif,000000,4.1.0.12,4.1.0.12,1,0,0,27,54,4,1
219564.nif,000000,4.1.0.12,4.1.0.12,1,0,0,38,2880,6,1
219589.nif,000000,4.1.0.12,4.1.0.12,1,0,0,38,2943,6,1
128752.nif,000000,4.1.0.12,4.1.0.12,1,0,0,16,10,2,1
128915.nif,000000,4.1.0.12,4.1.0.12,1,0,0,20,28,2,1
128932.nif,000000,4.1.0.12,4.1.0.12,1,0,0,24,62,2,1
128949.nif,000000,4.1.0.12,4.1.0.12,1,0,0,20,36,2,1
128966.nif,000000,4.1.0.12,4.1.0.12,1,0,0,24,62,2,1
128983.nif,000000,4.1.0.12,4.1.0.12,1,0,0,32,108,2,1
129001.nif,000000,4.1.0.12,4.0.0.2,1,0,0,16,10,2,1
129020.nif,000000,4.1.0.12,4.1.0.12,1,0,0,32,108,5,1
133047.nif,000000,4.1.0.12,4.1.0.12,1,0,0,32,130,5,1
129043.nif,000000,4.1.0.12,4.0.0.2,1,0,0,28,186,5,1
129063.nif,000000,4.1.0.12,4.0.0.2,1,0,0,28,270,5,1
129085.nif,000000,4.1.0.12,4.1.0.12,1,0,0,28,107,4,1
129104.nif,000000,4.1.0.12,4.1.0.12,1,0,0,28,42,4,1
129123.nif,000000,4.1.0.12,4.1.0.12,1,0,0,32,228,5,1
129143.nif,000000,4.1.0.12,4.1.0.12,1,0,0,32,168,5,1
135016.nif,000000,4.1.0.12,4.1.0.12,1,0,0,24,20,3,1
320318.nif,000000,4.1.0.12,4.1.0.12,1,0,0,24,113,6,1
131463.nif,000000,4.1.0.12,4.0.0.2,1,0,0,76,739,13,1
131495.nif,000000,4.1.0.12,4.0.0.2,1,0,0,69,599,12,1
131525.nif,000000,4.1.0.12,4.0.0.2,1,0,0,76,758,13,1
131556.nif,000000,4.1.0.12,4.0.0.2,1,0,0,76,604,13,1
131586.nif,000000,4.1.0.12,4.0.0.2,1,0,0,69,711,12,1
132199.nif,000000,4.1.0.12,4.0.0.2,1,0,0,76,740,13,1
132228.nif,000000,4.1.0.12,4.0.0.2,1,0,0,69,599,12,1
128762.nif,000000,4.1.0.12,4.1.0.12,1,0,0,160,2997,18,1
127427.nif,000000,4.1.0.12,4.1.0.12,1,0,0,176,2619,17,1
127561.nif,000000,4.1.0.12,4.1.0.12,1,0,0,140,1299,19,1
127603.nif,000000,4.1.0.12,4.1.0.12,1,0,0,131,2039,12,1
127723.nif,000000,4.1.0.12,4.1.0.12,1,0,0,130,1534,16,1
127759.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,146,1504,27,1
127797.nif,000000,4.1.0.12,4.1.0.12,1,0,0,93,679,16,1
127856.nif,000000,4.1.0.12,4.0.0.2,1,0,0,68,1623,15,1
127908.nif,000000,4.1.0.12,4.1.0.12,1,0,0,151,1282,26,1
127957.nif,000000,4.1.0.12,4.1.0.12,1,0,0,99,734,18,1
126740.nif,000000,4.1.0.12,4.1.0.12,1,0,0,162,974,25,1
278453.nif,000000,4.1.0.12,4.1.0.12,1,0,0,138,930,23,1
296445.nif,000000,4.1.0.12,4.1.0.12,1,0,0,155,1030,26,1
128816.nif,000000,4.1.0.12,4.1.0.12,1,0,0,150,1857,19,1
128849.nif,000000,4.1.0.12,4.1.0.12,1,0,0,205,3651,27,1
278534.nif,000000,4.1.0.12,4.1.0.12,1,0,0,202,3530,26,1
128078.nif,000000,4.1.0.12,4.1.0.12,1,0,0,176,1857,16,1
128877.nif,000000,4.1.0.12,4.1.0.12,1,0,0,228,2603,19,1
128145.nif,000000,4.1.0.12,4.1.0.12,1,0,0,112,2182,15,1
223494.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
223519.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
223534.nif,000000,4.1.0.12,4.1.0.12,1,0,0,10,2,1,1
223549.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
223739.nif,000000,4.1.0.12,4.1.0.12,1,0,0,10,2,1,1
223754.nif,000000,4.1.0.12,4.1.0.12,1,0,0,10,2,1,1
223769.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
223784.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
223799.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
223802.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
223816.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
223831.nif,000000,4.1.0.12,4.1.0.12,1,0,0,10,2,1,1
223848.nif,000000,4.1.0.12,4.1.0.12,1,0,0,10,2,1,1
223863.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
223876.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
223891.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
223908.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
292167.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
292169.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
292173.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
292175.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
292177.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
292179.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
292181.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
292183.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
292185.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
292187.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
292189.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
134162.nif,000000,4.1.0.12,4.0.0.2,1,0,0,28,24,4,1
134204.nif,000000,4.1.0.12,4.0.0.2,1,0,0,28,24,4,1
132551.nif,000000,4.1.0.12,4.1.0.12,1,0,0,167,3043,28,1
133221.nif,000000,4.1.0.12,4.1.0.12,1,0,0,148,2974,27,1
136423.nif,000000,4.1.0.12,4.1.0.12,1,0,0,101,3025,24,1
284176.nif,000000,4.1.0.12,4.1.0.12,1,0,0,64,978,16,1
131116.nif,000000,4.1.0.12,4.1.0.12,1,0,0,154,807,26,1
275609.nif,000000,4.1.0.12,4.1.0.12,1,0,0,139,813,26,1
131705.nif,000000,4.1.0.12,4.1.0.12,1,0,0,103,806,19,1
131729.nif,000000,4.1.0.12,4.1.0.12,1,0,0,138,1218,24,1
136048.nif,000000,4.1.0.12,4.1.0.12,1,0,0,125,1136,23,1
275363.nif,000000,4.1.0.12,4.1.0.12,1,0,0,100,1099,21,1
132593.nif,000000,4.1.0.12,4.1.0.12,1,0,0,157,2040,34,1
132642.nif,000000,4.1.0.12,4.1.0.12,1,0,0,120,2241,26,1
129375.nif,000000,4.1.0.12,4.1.0.12,1,0,0,58,472,10,1
132683.nif,000000,4.1.0.12,4.0.0.2,1,0,0,26,589,5,1
131380.nif,000000,4.1.0.12,4.0.0.2,1,0,0,21,498,4,1
131436.nif,000000,4.1.0.12,4.0.0.2,1,0,0,52,660,9,1
131623.nif,000000,4.1.0.12,4.1.0.12,1,0,0,27,1488,2,1
131653.nif,000000,4.1.0.12,4.1.0.12,1,0,0,25,1692,2,1
131670.nif,000000,4.1.0.12,4.1.0.12,1,0,0,27,448,2,1
131688.nif,000000,4.1.0.12,4.1.0.12,1,0,0,27,776,2,1
135778.nif,000000,4.1.0.12,4.1.0.12,1,0,0,293,4777,44,1
142536.nif,000000,4.1.0.12,4.1.0.12,1,0,0,21,52,2,1
132168.nif,000000,4.1.0.12,4.1.0.12,1,0,0,63,713,15,1
132275.nif,000000,4.1.0.12,4.1.0.12,1,0,0,158,1456,45,1
132428.nif,000000,4.1.0.12,4.1.0.12,1,0,0,195,2010,39,1
132148.nif,000000,4.1.0.12,4.0.0.2,1,0,0,17,130,3,1
132255.nif,000000,4.1.0.12,4.1.0.12,1,0,0,59,752,17,1
148520.nif,000000,4.1.0.12,4.1.0.12,1,0,0,59,2972,17,1
132721.nif,000000,4.1.0.12,4.0.0.2,1,0,0,97,2124,19,1
132755.nif,000000,4.1.0.12,4.1.0.12,1,0,0,46,374,8,1
133267.nif,000000,4.1.0.12,4.1.0.12,1,0,0,185,1687,32,1
129408.nif,000000,4.1.0.12,4.1.0.12,1,0,0,78,673,16,1
275418.nif,000000,4.1.0.12,4.1.0.12,1,0,0,55,549,13,1
135391.nif,000000,4.1.0.12,4.1.0.12,1,0,0,71,498,15,1
275544.nif,000000,4.1.0.12,4.1.0.12,1,0,0,53,429,13,1
142860.nif,000000,4.1.0.12,4.1.0.12,1,0,0,34,220,5,1
142839.nif,000000,4.1.0.12,4.1.0.12,1,0,0,38,266,6,1
132518.nif,000000,4.1.0.12,4.1.0.12,1,0,0,68,584,15,1
133072.nif,000000,4.1.0.12,4.1.0.12,1,0,0,52,190,6,1
133101.nif,000000,4.1.0.12,4.1.0.12,1,0,0,41,180,6,1
133127.nif,000000,4.1.0.12,4.1.0.12,1,0,0,44,298,4,1
133148.nif,000000,4.1.0.12,4.1.0.12,1,0,0,36,287,4,1
129281.nif,000000,4.1.0.12,4.1.0.12,1,0,0,89,760,15,1
129311.nif,000000,4.1.0.12,4.1.0.12,1,0,0,72,670,11,1
129338.nif,000000,4.1.0.12,4.1.0.12,1,0,0,71,484,16,1
156811.nif,000000,4.1.0.12,4.0.0.2,1,0,0,11,4,1,1
156797.nif,000000,4.1.0.12,4.0.0.2,1,0,0,11,4,1,1
156754.nif,000000,4.1.0.12,4.0.0.2,1,0,0,11,4,1,1
156725.nif,000000,4.1.0.12,4.0.0.2,1,0,0,11,4,1,1
156769.nif,000000,4.1.0.12,4.0.0.2,1,0,0,11,4,1,1
156783.nif,000000,4.1.0.12,4.0.0.2,1,0,0,11,4,1,1
284178.nif,000000,4.1.0.12,4.1.0.12,1,0,0,10,20,2,1
284205.nif,000000,4.1.0.12,4.1.0.12,1,0,0,10,20,2,1
284225.nif,000000,4.1.0.12,4.1.0.12,1,0,0,10,20,2,1
284165.nif,000000,4.1.0.12,4.1.0.12,1,0,0,10,20,2,1
173245.nif,000000,4.1.0.12,4.1.0.12,1,0,0,21,190,4,1
173265.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
72956.nif,000000,4.1.0.12,4.0.0.2,1,0,0,11,34,1,1
73072.nif,000000,4.1.0.12,4.0.0.2,1,0,0,11,34,1,1
73115.nif,000000,4.1.0.12,4.0.0.2,1,0,0,11,34,1,1
73117.nif,000000,4.1.0.12,4.0.0.2,1,0,0,11,34,1,1
174420.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
322435.nif,000000,4.1.0.12,4.1.0.12,1,0,0,24,202,4,1
322443.nif,000000,4.1.0.12,4.1.0.12,1,0,0,14,14,1,1
135094.nif,000000,4.1.0.12,4.0.0.2,1,0,0,13,132,1,1
135152.nif,000000,4.1.0.12,4.0.0.2,1,0,0,13,132,1,1
135235.nif,000000,4.1.0.12,4.0.0.2,1,0,0,13,132,1,1
135247.nif,000000,4.1.0.12,4.0.0.2,1,0,0,13,132,1,1
135250.nif,000000,4.1.0.12,4.0.0.2,1,0,0,13,78,1,1
135359.nif,000000,4.1.0.12,4.0.0.2,1,0,0,13,78,1,1
135520.nif,000000,4.1.0.12,4.0.0.2,1,0,0,13,78,1,1
135363.nif,000000,4.1.0.12,4.0.0.2,1,0,0,13,78,1,1
134423.nif,000000,4.1.0.12,4.0.0.2,1,0,0,13,127,1,1
135545.nif,000000,4.1.0.12,4.0.0.2,1,0,0,13,127,1,1
322520.nif,000000,4.1.0.12,4.1.0.12,1,0,0,32,92,3,1
258418.nif,000000,4.1.0.12,4.1.0.12,1,0,0,20,190,4,1
258430.nif,000000,4.1.0.12,4.1.0.12,1,0,0,10,2,1,1
297120.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,12,1,1
309284.nif,000000,4.1.0.12,4.1.0.12,1,0,0,32,220,3,1
309259.nif,000000,4.1.0.12,4.1.0.12,1,0,0,32,220,3,1
137017.nif,000000,4.1.0.12,4.0.0.2,1,0,0,32,416,5,1
173978.nif,000000,4.1.0.12,4.1.0.12,1,0,0,17,176,2,1
136991.nif,000000,4.1.0.12,4.0.0.2,1,0,0,32,342,5,1
137043.nif,000000,4.1.0.12,4.1.0.12,1,0,0,37,440,5,1
173908.nif,000000,4.1.0.12,4.1.0.12,1,0,0,17,176,2,1
298024.nif,000000,4.1.0.12,4.1.0.12,1,0,0,18,208,2,1
298331.nif,000000,4.1.0.12,4.1.0.12,1,0,0,12,4,1,1
137071.nif,000000,4.1.0.12,4.0.0.2,1,0,0,32,416,5,1
137178.nif,000000,4.1.0.12,4.0.0.2,1,0,0,32,416,5,1
173973.nif,000000,4.1.0.12,4.1.0.12,1,0,0,17,176,2,1
157035.nif,000000,4.1.0.12,4.0.0.2,1,0,0,26,1042,4,1
185022.nif,000000,4.1.0.12,4.1.0.12,1,0,0,26,1042,4,1
157055.nif,000000,4.1.0.12,4.0.0.2,1,0,0,11,8,1,1
185028.nif,000000,4.1.0.12,4.1.0.12,1,0,0,10,8,1,1
185029.nif,000000,4.1.0.12,4.1.0.12,1,0,0,10,8,1,1
185030.nif,000000,4.1.0.12,4.1.0.12,1,0,0,10,8,1,1
185031.nif,000000,4.1.0.12,4.1.0.12,1,0,0,10,8,1,1
185032.nif,000000,4.1.0.12,4.1.0.12,1,0,0,10,8,1,1
185033.nif,000000,4.1.0.12,4.1.0.12,1,0,0,10,8,1,1
185034.nif,000000,4.1.0.12,4.1.0.12,1,0,0,10,8,1,1
185501.nif,000000,4.1.0.12,4.1.0.12,1,0,0,19,56,1,1
297170.nif,000000,4.1.0.12,4.1.0.12,1,0,0,29,226,3,1
297726.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
298653.nif,000000,4.1.0.12,4.1.0.12,1,0,0,16,202,2,1
156827.nif,000000,4.1.0.12,4.0.0.2,1,0,0,31,142,7,1
156510.nif,000000,4.1.0.12,4.0.0.2,1,0,0,15,4,1,1
156495.nif,000000,4.1.0.12,4.0.0.2,1,0,0,15,4,1,1
156478.nif,000000,4.1.0.12,4.0.0.2,1,0,0,15,4,1,1
156371.nif,000000,4.1.0.12,4.0.0.2,1,0,0,15,4,1,1
156388.nif,000000,4.1.0.12,4.0.0.2,1,0,0,15,4,1,1
156350.nif,000000,4.1.0.12,4.0.0.2,1,0,0,15,4,1,1
156333.nif,000000,4.1.0.12,4.0.0.2,1,0,0,15,4,1,1
156318.nif,000000,4.1.0.12,4.0.0.2,1,0,0,16,68,2,1
156289.nif,000000,4.1.0.12,4.0.0.2,1,0,0,46,324,11,1
185150.nif,000000,4.1.0.12,4.1.0.12,1,0,0,36,76,3,1
185151.nif,000000,4.1.0.12,4.1.0.12,1,0,0,35,76,3,1
185152.nif,000000,4.1.0.12,4.1.0.12,1,0,0,34,76,3,1
185223.nif,000000,4.1.0.12,4.1.0.12,1,0,0,34,76,3,1
322423.nif,000000,4.1.0.12,4.1.0.12,1,0,0,24,202,4,1
322431.nif,000000,4.1.0.12,4.1.0.12,1,0,0,14,14,1,1
334343.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,24,202,4,1
334344.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,14,14,1,1
180321.nif,000000,4.1.0.12,4.1.0.12,1,0,0,25,202,4,1
180305.nif,000000,4.1.0.12,4.1.0.12,1,0,0,15,14,1,1
174383.nif,000000,4.1.0.12,4.1.0.12,1,0,0,10,2,1,1
47161.nif,000000,4.1.0.12,4.0.0.2,1,0,0,52,598,41,1
146813.nif,000000,4.1.0.12,4.0.0.2,1,0,0,12,16,1,1
146826.nif,000000,4.1.0.12,4.0.0.2,1,0,0,12,2,1,1
219655.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
146839.nif,000000,4.1.0.12,4.0.0.2,1,0,0,12,6,1,1
146852.nif,000000,4.1.0.12,4.0.0.2,1,0,0,12,10,1,1
146865.nif,000000,4.1.0.12,4.0.0.2,1,0,0,12,2,1,1
219632.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
219635.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
219638.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
219641.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
219644.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
146878.nif,000000,4.1.0.12,4.0.0.2,1,0,0,12,12,1,1
146926.nif,000000,4.1.0.12,4.0.0.2,1,0,0,12,2,1,1
146940.nif,000000,4.1.0.12,4.0.0.2,1,0,0,12,2,1,1
221002.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
221005.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
221008.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
221015.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
146953.nif,000000,4.1.0.12,4.0.0.2,1,0,0,12,28,1,1
146967.nif,000000,4.1.0.12,4.0.0.2,1,0,0,12,22,1,1
146980.nif,000000,4.1.0.12,4.0.0.2,1,0,0,12,2,1,1
146800.nif,000000,4.1.0.12,4.0.0.2,1,0,0,12,2,1,1
219648.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
219650.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
221017.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
221019.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
221021.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
221023.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,2,1,1
146726.nif,000000,4.1.0.12,4.0.0.2,1,0,0,14,52,1,1
68840.nif,000000,4.1.0.12,4.0.0.2,1,0,0,13,2,1,1
68845.nif,000000,4.1.0.12,4.0.0.2,1,0,0,13,2,1,1
68849.nif,000000,4.1.0.12,4.0.0.2,1,0,0,12,10,1,1
141388.nif,000000,4.1.0.12,4.1.0.12,1,0,0,44,172,6,1
129184.nif,000000,4.1.0.12,4.1.0.12,1,0,0,45,614,9,1
129210.nif,000000,4.1.0.12,4.1.0.12,1,0,0,37,208,7,1
129232.nif,000000,4.1.0.12,4.1.0.12,1,0,0,41,206,8,1
129256.nif,000000,4.1.0.12,4.1.0.12,1,0,0,45,352,9,1
277328.nif,000000,4.1.0.12,4.1.0.12,1,0,0,33,481,3,1
132870.nif,000000,4.1.0.12,4.1.0.12,1,0,0,48,618,4,1
277451.nif,000000,4.1.0.12,4.1.0.12,1,0,0,34,336,2,1
132890.nif,000000,4.1.0.12,4.1.0.12,1,0,0,44,409,4,1
277499.nif,000000,4.1.0.12,4.1.0.12,1,0,0,63,1178,9,1
132910.nif,000000,4.1.0.12,4.1.0.12,1,0,0,75,1191,10,1
132936.nif,000000,4.1.0.12,4.1.0.12,1,0,0,68,644,12,1
132995.nif,000000,4.1.0.12,4.1.0.12,1,0,0,40,403,7,1
133020.nif,000000,4.1.0.12,4.1.0.12,1,0,0,40,157,6,1
64862.nif,000000,4.1.0.12,4.1.0.12,1,0,0,41,284,11,1
133172.nif,000000,4.1.0.12,4.1.0.12,1,0,0,40,364,5,1
397180.nif,00ffff,4.1.0.12,4.1.0.12,1,0,0,29,160,10,1
192319.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,152,2,1
192391.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,224,2,1
192638.nif,000000,4.1.0.12,4.1.0.12,1,0,0,16,72,4,1
191990.nif,000000,4.1.0.12,4.1.0.12,1,0,0,16,248,4,1
192068.nif,000000,4.1.0.12,4.1.0.12,1,0,0,16,158,4,1
192342.nif,000000,4.1.0.12,4.1.0.12,1,0,0,18,263,2,1
192596.nif,000000,4.1.0.12,4.1.0.12,1,0,0,12,242,2,1
192012.nif,000000,4.1.0.12,4.1.0.12,1,0,0,16,248,4,1
192101.nif,000000,4.1.0.12,4.1.0.12,1,0,0,16,158,4,1
333408.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,57,3062,19,1
355481.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,17,316,3,1
355482.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,49,732,7,1
355483.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,9,68,0,1
355484.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,9,68,0,1
355485.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,27,598,6,1
355486.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,11,304,1,1
355487.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,11,152,1,1
355488.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,11,128,1,1
355489.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,10,128,1,1
360268.nif,0000ff,4.1.0.12,4.1.0.12,1,0,1,60,212,2,1
355508.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,34,760,3,1
360332.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,34,760,3,1
355509.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,14,340,2,1
355510.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,14,440,2,1
355511.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,14,440,2,1
355512.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,14,440,2,1
355513.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,14,340,2,1
355514.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,14,520,2,1
356326.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,17,368,3,1
356332.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,14,244,2,1
356333.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,10,90,1,1
