TYPE_NAME,FIELD_NAME,COL,HIST,MOD
NiBSAnimationNode,Name,PRESENCE,present,ABSENT
NiBSAnimationNode,Num Children,PRESENCE,present,ABSENT
NiBSAnimationNode,Num Effects,PRESENCE,present,ABSENT
NiBSAnimationNode,Num Extra Data List,PRESENCE,present,ABSENT
NiBSAnimationNode,Num Properties,PRESENCE,present,ABSENT
NiBSAnimationNode,Old Extra Internal Id,PRESENCE,present,ABSENT
NiBSAnimationNode,Old Extra Prop Name,PRESENCE,present,ABSENT
NiBSAnimationNode,Old Extra String,PRESENCE,present,ABSENT
NiBSAnimationNode,Properties,PRESENCE,present,ABSENT
NiBSAnimationNode,Rotation,PRESENCE,present,ABSENT
NiBSAnimationNode,Scale,PRESENCE,present,ABSENT
NiBSAnimationNode,Skyrim Shader Type,PRESENCE,present,ABSENT
NiBSAnimationNode,Translation,PRESENCE,present,ABSENT
NiBSAnimationNode,Unknown 1,PRESENCE,present,ABSENT
NiBSAnimationNode,Unknown 2,PRESENCE,present,ABSENT
NiBSAnimationNode,Unknown Byte,PRESENCE,present,ABSENT
NiBSAnimationNode,Unknown Short 1,PRESENCE,present,ABSENT
NiBSAnimationNode,Velocity,PRESENCE,present,ABSENT
NiBSBoneLODController,Flags,FIELD_TYPE,Flags,TimeControllerFlags
NiBSBoneLODController,Flags,FIELD_WIDTH_IF_FIXED,var(unknown-type),2
NiBSBoneLODController,LOD,PRESENCE,ABSENT,present
NiBSBoneLODController,Node Groups,FIELD_TYPE,NodeGroup,NodeSet
NiBSBoneLODController,Node Groups,FIELD_WIDTH_IF_FIXED,var(NodeGroup array),var(unknown-type)
NiBSBoneLODController,Node Groups,ARRAY_RELATION,array per Num Node Groups,array per Num LODs
NiBSBoneLODController,Num LODs,PRESENCE,ABSENT,present
NiBSBoneLODController,Num Node Groups 2,PRESENCE,present,ABSENT
NiBSBoneLODController,Unknown Int 1,PRESENCE,present,ABSENT
NiBSBoneLODController,Unknown Int 2,PRESENCE,present,ABSENT
NiBSBoneLODController,Unknown Int 3,PRESENCE,present,ABSENT
NiBSPArrayController,Color Data,PRESENCE,present,ABSENT
NiBSPArrayController,Emit Flags,PRESENCE,present,ABSENT
NiBSPArrayController,Emit Rate,PRESENCE,present,ABSENT
NiBSPArrayController,Emit Start Time,PRESENCE,present,ABSENT
NiBSPArrayController,Emit Stop Time,PRESENCE,present,ABSENT
NiBSPArrayController,Emitter,PRESENCE,present,ABSENT
NiBSPArrayController,Flags,PRESENCE,present,ABSENT
NiBSPArrayController,Frequency,PRESENCE,present,ABSENT
NiBSPArrayController,Horizontal Angle,PRESENCE,present,ABSENT
NiBSPArrayController,Horizontal Direction,PRESENCE,present,ABSENT
NiBSPArrayController,Lifetime,PRESENCE,present,ABSENT
NiBSPArrayController,Lifetime Random,PRESENCE,present,ABSENT
NiBSPArrayController,Next Controller,PRESENCE,present,ABSENT
NiBSPArrayController,Num Particles,PRESENCE,present,ABSENT
NiBSPArrayController,Num Valid,PRESENCE,present,ABSENT
NiBSPArrayController,Old Emit Rate,PRESENCE,present,ABSENT
NiBSPArrayController,Old Speed,PRESENCE,present,ABSENT
NiBSPArrayController,Particle Extra,PRESENCE,present,ABSENT
NiBSPArrayController,Particle Lifetime,PRESENCE,present,ABSENT
NiBSPArrayController,Particle Link,PRESENCE,present,ABSENT
NiBSPArrayController,Particle Timestamp,PRESENCE,present,ABSENT
NiBSPArrayController,Particle Unknown Short,PRESENCE,present,ABSENT
NiBSPArrayController,Particle Unknown Vector,PRESENCE,present,ABSENT
NiBSPArrayController,Particle Velocity,PRESENCE,present,ABSENT
NiBSPArrayController,Particle Vertex Id,PRESENCE,present,ABSENT
NiBSPArrayController,Particles,PRESENCE,present,ABSENT
NiBSPArrayController,Phase,PRESENCE,present,ABSENT
NiBSPArrayController,Size,PRESENCE,present,ABSENT
NiBSPArrayController,Speed,PRESENCE,present,ABSENT
NiBSPArrayController,Speed Random,PRESENCE,present,ABSENT
NiBSPArrayController,Start Random,PRESENCE,present,ABSENT
NiBSPArrayController,Start Time,PRESENCE,present,ABSENT
NiBSPArrayController,Stop Time,PRESENCE,present,ABSENT
NiBSPArrayController,Target,PRESENCE,present,ABSENT
NiBSPArrayController,Trailer,PRESENCE,present,ABSENT
NiBSPArrayController,Unknown Byte,PRESENCE,present,ABSENT
NiBSPArrayController,Unknown Color?,PRESENCE,present,ABSENT
NiBSPArrayController,Unknown Float 1,PRESENCE,present,ABSENT
NiBSPArrayController,Unknown Float 13?,PRESENCE,present,ABSENT
NiBSPArrayController,Unknown Floats 2,PRESENCE,present,ABSENT
NiBSPArrayController,Unknown Int 1?,PRESENCE,present,ABSENT
NiBSPArrayController,Unknown Int 2?,PRESENCE,present,ABSENT
NiBSPArrayController,Unknown Integer,PRESENCE,present,ABSENT
NiBSPArrayController,Unknown Link,PRESENCE,present,ABSENT
NiBSPArrayController,Unknown Link 2,PRESENCE,present,ABSENT
NiBSPArrayController,Unknown Normal?,PRESENCE,present,ABSENT
NiBSPArrayController,Unknown Short 2?,PRESENCE,present,ABSENT
NiBSPArrayController,Unknown Short 3?,PRESENCE,present,ABSENT
NiBSPArrayController,Vertical Angle,PRESENCE,present,ABSENT
NiBSPArrayController,Vertical Direction,PRESENCE,present,ABSENT
NiBSParticleNode,Bounding Box,PRESENCE,present,ABSENT
NiBSParticleNode,Children,PRESENCE,present,ABSENT
NiBSParticleNode,Collision Object,PRESENCE,present,ABSENT
NiBSParticleNode,Controller,PRESENCE,present,ABSENT
NiBSParticleNode,Effects,PRESENCE,present,ABSENT
NiBSParticleNode,Extra Data,PRESENCE,present,ABSENT
NiBSParticleNode,Extra Data List,PRESENCE,present,ABSENT
NiBSParticleNode,Flags,PRESENCE,present,ABSENT
NiBSParticleNode,Has Bounding Box,PRESENCE,present,ABSENT
NiBSParticleNode,Has Old Extra Data,PRESENCE,present,ABSENT
NiBSParticleNode,Name,PRESENCE,present,ABSENT
NiBSParticleNode,Num Children,PRESENCE,present,ABSENT
NiBSParticleNode,Num Effects,PRESENCE,present,ABSENT
NiBSParticleNode,Num Extra Data List,PRESENCE,present,ABSENT
NiBSParticleNode,Num Properties,PRESENCE,present,ABSENT
NiBSParticleNode,Old Extra Internal Id,PRESENCE,present,ABSENT
NiBSParticleNode,Old Extra Prop Name,PRESENCE,present,ABSENT
NiBSParticleNode,Old Extra String,PRESENCE,present,ABSENT
NiBSParticleNode,Properties,PRESENCE,present,ABSENT
NiBSParticleNode,Rotation,PRESENCE,present,ABSENT
NiBSParticleNode,Scale,PRESENCE,present,ABSENT
NiBSParticleNode,Skyrim Shader Type,PRESENCE,present,ABSENT
NiBSParticleNode,Translation,PRESENCE,present,ABSENT
NiBSParticleNode,Unknown 1,PRESENCE,present,ABSENT
NiBSParticleNode,Unknown 2,PRESENCE,present,ABSENT
NiBSParticleNode,Unknown Byte,PRESENCE,present,ABSENT
NiBSParticleNode,Unknown Short 1,PRESENCE,present,ABSENT
NiBSParticleNode,Velocity,PRESENCE,present,ABSENT
NiBSplineCompFloatInterpolator,Base,PRESENCE,present,ABSENT
NiBSplineCompFloatInterpolator,Bias,PRESENCE,present,ABSENT
NiBSplineCompFloatInterpolator,Float Half Range,PRESENCE,ABSENT,present
NiBSplineCompFloatInterpolator,Float Offset,PRESENCE,ABSENT,present
NiBSplineCompFloatInterpolator,Handle,PRESENCE,ABSENT,present
NiBSplineCompFloatInterpolator,Multiplier,PRESENCE,present,ABSENT
NiBSplineCompFloatInterpolator,Offset,PRESENCE,present,ABSENT
NiBSplineCompFloatInterpolator,Value,PRESENCE,ABSENT,present
NiBSplineCompPoint3Interpolator,Handle,PRESENCE,ABSENT,present
NiBSplineCompPoint3Interpolator,Position Half Range,PRESENCE,ABSENT,present
NiBSplineCompPoint3Interpolator,Position Offset,PRESENCE,ABSENT,present
NiBSplineCompPoint3Interpolator,Unknown Floats,PRESENCE,present,ABSENT
NiBSplineCompPoint3Interpolator,Value,PRESENCE,ABSENT,present
NiBSplineCompTransformInterpolator,Rotation,PRESENCE,present,ABSENT
NiBSplineCompTransformInterpolator,Rotation Bias,PRESENCE,present,ABSENT
NiBSplineCompTransformInterpolator,Rotation Half Range,PRESENCE,ABSENT,present
NiBSplineCompTransformInterpolator,Rotation Handle,PRESENCE,ABSENT,present
NiBSplineCompTransformInterpolator,Rotation Multiplier,PRESENCE,present,ABSENT
NiBSplineCompTransformInterpolator,Rotation Offset,FIELD_TYPE,uint,float
NiBSplineCompTransformInterpolator,Rotation Offset,INHERITED_FROM,NiBSplineTransformInterpolator,SELF
NiBSplineCompTransformInterpolator,Scale,PRESENCE,present,ABSENT
NiBSplineCompTransformInterpolator,Scale Bias,PRESENCE,present,ABSENT
NiBSplineCompTransformInterpolator,Scale Half Range,PRESENCE,ABSENT,present
NiBSplineCompTransformInterpolator,Scale Handle,PRESENCE,ABSENT,present
NiBSplineCompTransformInterpolator,Scale Multiplier,PRESENCE,present,ABSENT
NiBSplineCompTransformInterpolator,Scale Offset,FIELD_TYPE,uint,float
NiBSplineCompTransformInterpolator,Scale Offset,INHERITED_FROM,NiBSplineTransformInterpolator,SELF
NiBSplineCompTransformInterpolator,Transform,PRESENCE,ABSENT,present
NiBSplineCompTransformInterpolator,Translation,PRESENCE,present,ABSENT
NiBSplineCompTransformInterpolator,Translation Bias,PRESENCE,present,ABSENT
NiBSplineCompTransformInterpolator,Translation Half Range,PRESENCE,ABSENT,present
NiBSplineCompTransformInterpolator,Translation Handle,PRESENCE,ABSENT,present
NiBSplineCompTransformInterpolator,Translation Multiplier,PRESENCE,present,ABSENT
NiBSplineCompTransformInterpolator,Translation Offset,FIELD_TYPE,uint,float
NiBSplineCompTransformInterpolator,Translation Offset,INHERITED_FROM,NiBSplineTransformInterpolator,SELF
NiBSplineData,Compact Control Points,PRESENCE,ABSENT,present
NiBSplineData,Num Compact Control Points,PRESENCE,ABSENT,present
NiBSplineData,Num Short Control Points,PRESENCE,present,ABSENT
NiBSplineData,Short Control Points,PRESENCE,present,ABSENT
NiBSplineFloatInterpolator,Handle,PRESENCE,ABSENT,present
NiBSplineFloatInterpolator,Value,PRESENCE,ABSENT,present
NiBSplinePoint3Interpolator,Handle,PRESENCE,ABSENT,present
NiBSplinePoint3Interpolator,Unknown Floats,PRESENCE,present,ABSENT
NiBSplinePoint3Interpolator,Value,PRESENCE,ABSENT,present
NiBSplineTransformInterpolator,Rotation,PRESENCE,present,ABSENT
NiBSplineTransformInterpolator,Rotation Handle,PRESENCE,ABSENT,present
NiBSplineTransformInterpolator,Rotation Offset,PRESENCE,present,ABSENT
NiBSplineTransformInterpolator,Scale,PRESENCE,present,ABSENT
NiBSplineTransformInterpolator,Scale Handle,PRESENCE,ABSENT,present
NiBSplineTransformInterpolator,Scale Offset,PRESENCE,present,ABSENT
NiBSplineTransformInterpolator,Transform,PRESENCE,ABSENT,present
NiBSplineTransformInterpolator,Translation,PRESENCE,present,ABSENT
NiBSplineTransformInterpolator,Translation Handle,PRESENCE,ABSENT,present
NiBSplineTransformInterpolator,Translation Offset,PRESENCE,present,ABSENT
NiBezierMesh,Bezier Triangle,PRESENCE,present,ABSENT
NiBezierMesh,Bounding Box,PRESENCE,present,ABSENT
NiBezierMesh,Collision Object,PRESENCE,present,ABSENT
NiBezierMesh,Controller,PRESENCE,present,ABSENT
NiBezierMesh,Count 1,PRESENCE,present,ABSENT
NiBezierMesh,Count 2,PRESENCE,present,ABSENT
NiBezierMesh,Data 2,PRESENCE,present,ABSENT
NiBezierMesh,Extra Data,PRESENCE,present,ABSENT
NiBezierMesh,Extra Data List,PRESENCE,present,ABSENT
NiBezierMesh,Flags,PRESENCE,present,ABSENT
NiBezierMesh,Has Bounding Box,PRESENCE,present,ABSENT
NiBezierMesh,Has Old Extra Data,PRESENCE,present,ABSENT
NiBezierMesh,Name,PRESENCE,present,ABSENT
NiBezierMesh,Num Bezier Triangles,PRESENCE,present,ABSENT
NiBezierMesh,Num Extra Data List,PRESENCE,present,ABSENT
NiBezierMesh,Num Properties,PRESENCE,present,ABSENT
NiBezierMesh,Old Extra Internal Id,PRESENCE,present,ABSENT
NiBezierMesh,Old Extra Prop Name,PRESENCE,present,ABSENT
NiBezierMesh,Old Extra String,PRESENCE,present,ABSENT
NiBezierMesh,Points 1,PRESENCE,present,ABSENT
NiBezierMesh,Points 2,PRESENCE,present,ABSENT
NiBezierMesh,Properties,PRESENCE,present,ABSENT
NiBezierMesh,Rotation,PRESENCE,present,ABSENT
NiBezierMesh,Scale,PRESENCE,present,ABSENT
NiBezierMesh,Skyrim Shader Type,PRESENCE,present,ABSENT
NiBezierMesh,Translation,PRESENCE,present,ABSENT
NiBezierMesh,Unknown 1,PRESENCE,present,ABSENT
NiBezierMesh,Unknown 2,PRESENCE,present,ABSENT
NiBezierMesh,Unknown 3,PRESENCE,present,ABSENT
NiBezierMesh,Unknown 4,PRESENCE,present,ABSENT
NiBezierMesh,Unknown 5,PRESENCE,present,ABSENT
NiBezierMesh,Unknown 6,PRESENCE,present,ABSENT
NiBezierMesh,Unknown Byte,PRESENCE,present,ABSENT
NiBezierMesh,Unknown Short 1,PRESENCE,present,ABSENT
NiBezierMesh,Velocity,PRESENCE,present,ABSENT
NiBezierTriangle4,Matrix,PRESENCE,present,ABSENT
NiBezierTriangle4,Unknown 1,PRESENCE,present,ABSENT
NiBezierTriangle4,Unknown 2,PRESENCE,present,ABSENT
NiBezierTriangle4,Unknown 3,PRESENCE,present,ABSENT
NiBezierTriangle4,Unknown 4,PRESENCE,present,ABSENT
NiBezierTriangle4,Unknown 5,PRESENCE,present,ABSENT
NiBezierTriangle4,Unknown 6,PRESENCE,present,ABSENT
NiBezierTriangle4,Vector 1,PRESENCE,present,ABSENT
NiBezierTriangle4,Vector 2,PRESENCE,present,ABSENT
NiBillboardNode,Bounding Box,PRESENCE,present,ABSENT
NiBillboardNode,Bounding Volume,PRESENCE,ABSENT,present
NiBillboardNode,Effects,APPLIES_TO_10_1_0_0,True,UNRESOLVED
NiBillboardNode,Has Bounding Box,PRESENCE,present,ABSENT
NiBillboardNode,Has Bounding Volume,PRESENCE,ABSENT,present
NiBillboardNode,Has Old Extra Data,PRESENCE,present,ABSENT
NiBillboardNode,Legacy Extra Data,PRESENCE,ABSENT,present
NiBillboardNode,Num Effects,APPLIES_TO_10_1_0_0,True,UNRESOLVED
NiBillboardNode,Num Properties,APPLIES_TO_10_1_0_0,True,UNRESOLVED
NiBillboardNode,Old Extra Internal Id,PRESENCE,present,ABSENT
NiBillboardNode,Old Extra Prop Name,PRESENCE,present,ABSENT
NiBillboardNode,Old Extra String,PRESENCE,present,ABSENT
NiBillboardNode,Properties,APPLIES_TO_10_1_0_0,True,UNRESOLVED
NiBillboardNode,Rotation,FIELD_WIDTH_IF_FIXED,36,var(unknown-type)
NiBillboardNode,Shader Type,PRESENCE,ABSENT,present
NiBillboardNode,Skyrim Shader Type,PRESENCE,present,ABSENT
NiBillboardNode,Translation,FIELD_WIDTH_IF_FIXED,12,var(unknown-type)
NiBillboardNode,Unknown Byte,PRESENCE,present,ABSENT
NiBillboardNode,Unknown Short 1,PRESENCE,present,ABSENT
NiBillboardNode,Velocity,FIELD_WIDTH_IF_FIXED,12,var(unknown-type)
NiBinaryExtraData,Extra Data,PRESENCE,ABSENT,present
NiBinaryExtraData,Num Bytes,PRESENCE,ABSENT,present
NiBinaryVoxelData,Num Unknown Bytes 2,PRESENCE,present,ABSENT
NiBinaryVoxelData,Num Unknown Vectors,PRESENCE,present,ABSENT
NiBinaryVoxelData,Unknown 5 Ints,PRESENCE,present,ABSENT
NiBinaryVoxelData,Unknown 7 Floats,PRESENCE,present,ABSENT
NiBinaryVoxelData,Unknown Bytes 1,PRESENCE,present,ABSENT
NiBinaryVoxelData,Unknown Bytes 2,PRESENCE,present,ABSENT
NiBinaryVoxelData,Unknown Short 1,PRESENCE,present,ABSENT
NiBinaryVoxelData,Unknown Short 2,PRESENCE,present,ABSENT
NiBinaryVoxelData,Unknown Short 3,PRESENCE,present,ABSENT
NiBinaryVoxelData,Unknown Vectors,PRESENCE,present,ABSENT
NiBinaryVoxelExtraData,Data,PRESENCE,present,ABSENT
NiBinaryVoxelExtraData,Name,PRESENCE,present,ABSENT
NiBinaryVoxelExtraData,Next Extra Data,PRESENCE,present,ABSENT
NiBinaryVoxelExtraData,Unknown Int,PRESENCE,present,ABSENT
NiBlendBoolInterpolator,Array Grow By,PRESENCE,ABSENT,present
NiBlendBoolInterpolator,Array Size,APPLIES_TO_10_1_0_0,False,True
NiBlendBoolInterpolator,Array Size,FIELD_TYPE,byte,ushort
NiBlendBoolInterpolator,Array Size,FIELD_WIDTH_IF_FIXED,1,2
NiBlendBoolInterpolator,Bool Value,PRESENCE,present,ABSENT
NiBlendBoolInterpolator,Flags,PRESENCE,ABSENT,present
NiBlendBoolInterpolator,High Ease Spinner,PRESENCE,ABSENT,present
NiBlendBoolInterpolator,High Weights Sum,PRESENCE,ABSENT,present
NiBlendBoolInterpolator,Interp Array Items,APPLIES_TO_10_1_0_0,True,False
NiBlendBoolInterpolator,Manager Controlled,PRESENCE,ABSENT,present
NiBlendBoolInterpolator,Next High Weights Sum,PRESENCE,ABSENT,present
NiBlendBoolInterpolator,Only Use Highest Weight,PRESENCE,ABSENT,present
NiBlendBoolInterpolator,Single Interpolator,PRESENCE,ABSENT,present
NiBlendBoolInterpolator,Unknown Int,PRESENCE,present,ABSENT
NiBlendBoolInterpolator,Unknown Short,PRESENCE,present,ABSENT
NiBlendBoolInterpolator,Value,PRESENCE,ABSENT,present
NiBlendBoolInterpolator,Weight Threshold,APPLIES_TO_10_1_0_0,True,False
NiBlendFloatInterpolator,Array Grow By,PRESENCE,ABSENT,present
NiBlendFloatInterpolator,Array Size,APPLIES_TO_10_1_0_0,False,True
NiBlendFloatInterpolator,Array Size,FIELD_TYPE,byte,ushort
NiBlendFloatInterpolator,Array Size,FIELD_WIDTH_IF_FIXED,1,2
NiBlendFloatInterpolator,Flags,PRESENCE,ABSENT,present
NiBlendFloatInterpolator,Float Value,PRESENCE,present,ABSENT
NiBlendFloatInterpolator,High Ease Spinner,PRESENCE,ABSENT,present
NiBlendFloatInterpolator,High Weights Sum,PRESENCE,ABSENT,present
NiBlendFloatInterpolator,Interp Array Items,APPLIES_TO_10_1_0_0,True,False
NiBlendFloatInterpolator,Manager Controlled,PRESENCE,ABSENT,present
NiBlendFloatInterpolator,Next High Weights Sum,PRESENCE,ABSENT,present
NiBlendFloatInterpolator,Only Use Highest Weight,PRESENCE,ABSENT,present
NiBlendFloatInterpolator,Single Interpolator,PRESENCE,ABSENT,present
NiBlendFloatInterpolator,Unknown Int,PRESENCE,present,ABSENT
NiBlendFloatInterpolator,Unknown Short,PRESENCE,present,ABSENT
NiBlendFloatInterpolator,Value,PRESENCE,ABSENT,present
NiBlendFloatInterpolator,Weight Threshold,APPLIES_TO_10_1_0_0,True,False
NiBlendInterpolator,Array Grow By,PRESENCE,ABSENT,present
NiBlendInterpolator,Array Size,APPLIES_TO_10_1_0_0,False,True
NiBlendInterpolator,Array Size,FIELD_TYPE,byte,ushort
NiBlendInterpolator,Array Size,FIELD_WIDTH_IF_FIXED,1,2
NiBlendInterpolator,Flags,PRESENCE,ABSENT,present
NiBlendInterpolator,High Ease Spinner,PRESENCE,ABSENT,present
NiBlendInterpolator,High Weights Sum,PRESENCE,ABSENT,present
NiBlendInterpolator,Interp Array Items,APPLIES_TO_10_1_0_0,True,False
NiBlendInterpolator,Manager Controlled,PRESENCE,ABSENT,present
NiBlendInterpolator,Next High Weights Sum,PRESENCE,ABSENT,present
NiBlendInterpolator,Only Use Highest Weight,PRESENCE,ABSENT,present
NiBlendInterpolator,Single Interpolator,PRESENCE,ABSENT,present
NiBlendInterpolator,Unknown Int,PRESENCE,present,ABSENT
NiBlendInterpolator,Unknown Short,PRESENCE,present,ABSENT
NiBlendInterpolator,Weight Threshold,APPLIES_TO_10_1_0_0,True,False
NiBlendPoint3Interpolator,Array Grow By,PRESENCE,ABSENT,present
NiBlendPoint3Interpolator,Array Size,APPLIES_TO_10_1_0_0,False,True
NiBlendPoint3Interpolator,Array Size,FIELD_TYPE,byte,ushort
NiBlendPoint3Interpolator,Array Size,FIELD_WIDTH_IF_FIXED,1,2
NiBlendPoint3Interpolator,Flags,PRESENCE,ABSENT,present
NiBlendPoint3Interpolator,High Ease Spinner,PRESENCE,ABSENT,present
NiBlendPoint3Interpolator,High Weights Sum,PRESENCE,ABSENT,present
NiBlendPoint3Interpolator,Interp Array Items,APPLIES_TO_10_1_0_0,True,False
NiBlendPoint3Interpolator,Manager Controlled,PRESENCE,ABSENT,present
NiBlendPoint3Interpolator,Next High Weights Sum,PRESENCE,ABSENT,present
NiBlendPoint3Interpolator,Only Use Highest Weight,PRESENCE,ABSENT,present
NiBlendPoint3Interpolator,Point Value,PRESENCE,present,ABSENT
NiBlendPoint3Interpolator,Single Interpolator,PRESENCE,ABSENT,present
NiBlendPoint3Interpolator,Unknown Int,PRESENCE,present,ABSENT
NiBlendPoint3Interpolator,Unknown Short,PRESENCE,present,ABSENT
NiBlendPoint3Interpolator,Value,PRESENCE,ABSENT,present
NiBlendPoint3Interpolator,Weight Threshold,APPLIES_TO_10_1_0_0,True,False
NiBlendTransformInterpolator,Array Grow By,PRESENCE,ABSENT,present
NiBlendTransformInterpolator,Array Size,APPLIES_TO_10_1_0_0,False,True
NiBlendTransformInterpolator,Array Size,FIELD_TYPE,byte,ushort
NiBlendTransformInterpolator,Array Size,FIELD_WIDTH_IF_FIXED,1,2
NiBlendTransformInterpolator,Flags,PRESENCE,ABSENT,present
NiBlendTransformInterpolator,High Ease Spinner,PRESENCE,ABSENT,present
NiBlendTransformInterpolator,High Weights Sum,PRESENCE,ABSENT,present
NiBlendTransformInterpolator,Interp Array Items,APPLIES_TO_10_1_0_0,True,False
NiBlendTransformInterpolator,Manager Controlled,PRESENCE,ABSENT,present
NiBlendTransformInterpolator,Next High Weights Sum,PRESENCE,ABSENT,present
NiBlendTransformInterpolator,Only Use Highest Weight,PRESENCE,ABSENT,present
NiBlendTransformInterpolator,Single Interpolator,PRESENCE,ABSENT,present
NiBlendTransformInterpolator,Unknown Int,PRESENCE,present,ABSENT
NiBlendTransformInterpolator,Unknown Short,PRESENCE,present,ABSENT
NiBlendTransformInterpolator,Value,PRESENCE,ABSENT,present
NiBlendTransformInterpolator,Weight Threshold,APPLIES_TO_10_1_0_0,True,False
NiBone,Bounding Box,PRESENCE,present,ABSENT
NiBone,Bounding Volume,PRESENCE,ABSENT,present
NiBone,Effects,APPLIES_TO_10_1_0_0,True,UNRESOLVED
NiBone,Has Bounding Box,PRESENCE,present,ABSENT
NiBone,Has Bounding Volume,PRESENCE,ABSENT,present
NiBone,Has Old Extra Data,PRESENCE,present,ABSENT
NiBone,Legacy Extra Data,PRESENCE,ABSENT,present
NiBone,Num Effects,APPLIES_TO_10_1_0_0,True,UNRESOLVED
NiBone,Num Properties,APPLIES_TO_10_1_0_0,True,UNRESOLVED
NiBone,Old Extra Internal Id,PRESENCE,present,ABSENT
NiBone,Old Extra Prop Name,PRESENCE,present,ABSENT
NiBone,Old Extra String,PRESENCE,present,ABSENT
NiBone,Properties,APPLIES_TO_10_1_0_0,True,UNRESOLVED
NiBone,Rotation,FIELD_WIDTH_IF_FIXED,36,var(unknown-type)
NiBone,Shader Type,PRESENCE,ABSENT,present
NiBone,Skyrim Shader Type,PRESENCE,present,ABSENT
NiBone,Translation,FIELD_WIDTH_IF_FIXED,12,var(unknown-type)
NiBone,Unknown Byte,PRESENCE,present,ABSENT
NiBone,Unknown Short 1,PRESENCE,present,ABSENT
NiBone,Velocity,FIELD_WIDTH_IF_FIXED,12,var(unknown-type)
NiBoneLODController,Flags,FIELD_TYPE,Flags,TimeControllerFlags
NiBoneLODController,Flags,FIELD_WIDTH_IF_FIXED,var(unknown-type),2
NiBoneLODController,LOD,PRESENCE,ABSENT,present
NiBoneLODController,Node Groups,FIELD_TYPE,NodeGroup,NodeSet
NiBoneLODController,Node Groups,FIELD_WIDTH_IF_FIXED,var(NodeGroup array),var(unknown-type)
NiBoneLODController,Node Groups,ARRAY_RELATION,array per Num Node Groups,array per Num LODs
NiBoneLODController,Num LODs,PRESENCE,ABSENT,present
NiBoneLODController,Num Node Groups 2,PRESENCE,present,ABSENT
NiBoneLODController,Unknown Int 1,PRESENCE,present,ABSENT
NiBoneLODController,Unknown Int 2,PRESENCE,present,ABSENT
NiBoneLODController,Unknown Int 3,PRESENCE,present,ABSENT
NiBoolData,Data,FIELD_WIDTH_IF_FIXED,var(KeyGroup contains var),var(unknown-type)
NiBoolInterpController,Flags,FIELD_TYPE,Flags,TimeControllerFlags
NiBoolInterpController,Flags,FIELD_WIDTH_IF_FIXED,var(unknown-type),2
NiBoolInterpController,Manager Controlled,PRESENCE,ABSENT,present
NiBoolInterpolator,Bool Value,PRESENCE,present,ABSENT
NiBoolInterpolator,Value,PRESENCE,ABSENT,present
NiBoolTimelineInterpolator,Bool Value,PRESENCE,present,ABSENT
NiBoolTimelineInterpolator,Value,PRESENCE,ABSENT,present
NiBooleanExtraData,Extra Data,PRESENCE,ABSENT,present
NiBooleanExtraData,Num Bytes,PRESENCE,ABSENT,present
NiCamera,Bounding Box,PRESENCE,present,ABSENT
NiCamera,Bounding Volume,PRESENCE,ABSENT,present
NiCamera,Camera Flags,PRESENCE,ABSENT,present
NiCamera,Has Bounding Box,PRESENCE,present,ABSENT
NiCamera,Has Bounding Volume,PRESENCE,ABSENT,present
NiCamera,Has Old Extra Data,PRESENCE,present,ABSENT
NiCamera,Legacy Extra Data,PRESENCE,ABSENT,present
NiCamera,Num Properties,APPLIES_TO_10_1_0_0,True,UNRESOLVED
NiCamera,Num Screen Polygons,PRESENCE,ABSENT,present
NiCamera,Num Screen Textures,PRESENCE,ABSENT,present
NiCamera,Old Extra Internal Id,PRESENCE,present,ABSENT
NiCamera,Old Extra Prop Name,PRESENCE,present,ABSENT
NiCamera,Old Extra String,PRESENCE,present,ABSENT
NiCamera,Properties,APPLIES_TO_10_1_0_0,True,UNRESOLVED
NiCamera,Rotation,FIELD_WIDTH_IF_FIXED,36,var(unknown-type)
NiCamera,Scene,PRESENCE,ABSENT,present
NiCamera,Shader Type,PRESENCE,ABSENT,present
NiCamera,Skyrim Shader Type,PRESENCE,present,ABSENT
NiCamera,Translation,FIELD_WIDTH_IF_FIXED,12,var(unknown-type)
NiCamera,Unknown Byte,PRESENCE,present,ABSENT
NiCamera,Unknown Int,PRESENCE,present,ABSENT
NiCamera,Unknown Int 2,PRESENCE,present,ABSENT
NiCamera,Unknown Link,PRESENCE,present,ABSENT
NiCamera,Unknown Short,PRESENCE,present,ABSENT
NiCamera,Unknown Short 1,PRESENCE,present,ABSENT
NiCamera,Velocity,FIELD_WIDTH_IF_FIXED,12,var(unknown-type)
NiClod,Active Material,PRESENCE,present,ABSENT
NiClod,BS Properties,PRESENCE,present,ABSENT
NiClod,Bounding Box,PRESENCE,present,ABSENT
NiClod,Collision Object,PRESENCE,present,ABSENT
NiClod,Controller,PRESENCE,present,ABSENT
NiClod,Data,PRESENCE,present,ABSENT
NiClod,Dirty Flag,PRESENCE,present,ABSENT
NiClod,Extra Data,PRESENCE,present,ABSENT
NiClod,Extra Data List,PRESENCE,present,ABSENT
NiClod,Flags,PRESENCE,present,ABSENT
NiClod,Has Bounding Box,PRESENCE,present,ABSENT
NiClod,Has Old Extra Data,PRESENCE,present,ABSENT
NiClod,Has Shader,PRESENCE,present,ABSENT
NiClod,Material Extra Data,PRESENCE,present,ABSENT
NiClod,Material Name,PRESENCE,present,ABSENT
NiClod,Name,PRESENCE,present,ABSENT
