TYPE_NAME,FIELD_NAME,COL,HIST,MOD
BSLeafAnimNode,Has Bounding Box,PRESENCE,present,ABSENT
BSLeafAnimNode,Has Bounding Volume,PRESENCE,ABSENT,present
BSLeafAnimNode,Has Old Extra Data,PRESENCE,present,ABSENT
BSLeafAnimNode,Legacy Extra Data,PRESENCE,ABSENT,present
BSLeafAnimNode,Num Effects,APPLIES_TO_10_1_0_0,True,UNRESOLVED
BSLeafAnimNode,Num Properties,APPLIES_TO_10_1_0_0,True,UNRESOLVED
BSLeafAnimNode,Old Extra Internal Id,PRESENCE,present,ABSENT
BSLeafAnimNode,Old Extra Prop Name,PRESENCE,present,ABSENT
BSLeafAnimNode,Old Extra String,PRESENCE,present,ABSENT
BSLeafAnimNode,Properties,APPLIES_TO_10_1_0_0,True,UNRESOLVED
BSLeafAnimNode,Rotation,FIELD_WIDTH_IF_FIXED,36,var(unknown-type)
BSLeafAnimNode,Shader Type,PRESENCE,ABSENT,present
BSLeafAnimNode,Skyrim Shader Type,PRESENCE,present,ABSENT
BSLeafAnimNode,Translation,FIELD_WIDTH_IF_FIXED,12,var(unknown-type)
BSLeafAnimNode,Unknown Byte,PRESENCE,present,ABSENT
BSLeafAnimNode,Unknown Short 1,PRESENCE,present,ABSENT
BSLeafAnimNode,Velocity,FIELD_WIDTH_IF_FIXED,12,var(unknown-type)
BSLightingShaderProperty,Backlight Power,PRESENCE,ABSENT,present
BSLightingShaderProperty,Do Translucency,PRESENCE,ABSENT,present
BSLightingShaderProperty,Emissive Color,FIELD_WIDTH_IF_FIXED,12,var(unknown-type)
BSLightingShaderProperty,Flags,PRESENCE,ABSENT,present
BSLightingShaderProperty,Fresnel Power,PRESENCE,ABSENT,present
BSLightingShaderProperty,Glossiness,APPLIES_TO_10_1_0_0,True,UNRESOLVED
BSLightingShaderProperty,Grayscale to Palette Scale,PRESENCE,ABSENT,present
BSLightingShaderProperty,Has Old Extra Data,PRESENCE,present,ABSENT
BSLightingShaderProperty,Has Texture Arrays,PRESENCE,ABSENT,present
BSLightingShaderProperty,Left Eye Reflection Center,FIELD_WIDTH_IF_FIXED,12,var(unknown-type)
BSLightingShaderProperty,Legacy Extra Data,PRESENCE,ABSENT,present
BSLightingShaderProperty,Lighting Effect 1,APPLIES_TO_10_1_0_0,True,UNRESOLVED
BSLightingShaderProperty,Lighting Effect 2,APPLIES_TO_10_1_0_0,True,UNRESOLVED
BSLightingShaderProperty,Luminance,PRESENCE,ABSENT,present
BSLightingShaderProperty,Num SF1,PRESENCE,ABSENT,present
BSLightingShaderProperty,Num SF2,PRESENCE,ABSENT,present
BSLightingShaderProperty,Num Texture Arrays,PRESENCE,ABSENT,present
BSLightingShaderProperty,Old Extra Internal Id,PRESENCE,present,ABSENT
BSLightingShaderProperty,Old Extra Prop Name,PRESENCE,present,ABSENT
BSLightingShaderProperty,Old Extra String,PRESENCE,present,ABSENT
BSLightingShaderProperty,Parallax Inner Layer Texture Scale,FIELD_WIDTH_IF_FIXED,8,var(unknown-type)
BSLightingShaderProperty,Right Eye Reflection Center,FIELD_WIDTH_IF_FIXED,12,var(unknown-type)
BSLightingShaderProperty,Rimlight Power,PRESENCE,ABSENT,present
BSLightingShaderProperty,Root Material,PRESENCE,ABSENT,present
BSLightingShaderProperty,SF1,PRESENCE,ABSENT,present
BSLightingShaderProperty,SF2,PRESENCE,ABSENT,present
BSLightingShaderProperty,Shader Flags,PRESENCE,ABSENT,present
BSLightingShaderProperty,Skin Tint Alpha,PRESENCE,ABSENT,present
BSLightingShaderProperty,Skyrim Shader Type,PRESENCE,present,ABSENT
BSLightingShaderProperty,Smoothness,PRESENCE,ABSENT,present
BSLightingShaderProperty,Sparkle Parameters,FIELD_WIDTH_IF_FIXED,16,var(unknown-type)
BSLightingShaderProperty,Specular Color,FIELD_WIDTH_IF_FIXED,12,var(unknown-type)
BSLightingShaderProperty,Subsurface Rolloff,PRESENCE,ABSENT,present
BSLightingShaderProperty,Texture Arrays,PRESENCE,ABSENT,present
BSLightingShaderProperty,Translucency,PRESENCE,ABSENT,present
BSLightingShaderProperty,UV Offset,FIELD_WIDTH_IF_FIXED,8,var(unknown-type)
BSLightingShaderProperty,UV Scale,FIELD_WIDTH_IF_FIXED,8,var(unknown-type)
BSLightingShaderProperty,Unknown Byte,PRESENCE,present,ABSENT
BSLightingShaderProperty,Use Screen Space Reflections,PRESENCE,ABSENT,present
BSLightingShaderProperty,Wetness,PRESENCE,ABSENT,present
BSLightingShaderProperty,Wetness Control: Use SSR,PRESENCE,ABSENT,present
BSLightingShaderPropertyColorController,Controlled Color,PRESENCE,ABSENT,present
BSLightingShaderPropertyColorController,Flags,FIELD_TYPE,Flags,TimeControllerFlags
BSLightingShaderPropertyColorController,Flags,FIELD_WIDTH_IF_FIXED,var(unknown-type),2
BSLightingShaderPropertyColorController,Manager Controlled,PRESENCE,ABSENT,present
BSLightingShaderPropertyColorController,Type of Controlled Color,PRESENCE,present,ABSENT
BSLightingShaderPropertyFloatController,Controlled Variable,PRESENCE,ABSENT,present
BSLightingShaderPropertyFloatController,Flags,FIELD_TYPE,Flags,TimeControllerFlags
BSLightingShaderPropertyFloatController,Flags,FIELD_WIDTH_IF_FIXED,var(unknown-type),2
BSLightingShaderPropertyFloatController,Manager Controlled,PRESENCE,ABSENT,present
BSLightingShaderPropertyFloatController,Type of Controlled Variable,PRESENCE,present,ABSENT
BSLightingShaderPropertyUShortController,Controlled Variable,PRESENCE,ABSENT,present
BSLightingShaderPropertyUShortController,Flags,PRESENCE,ABSENT,present
BSLightingShaderPropertyUShortController,Frequency,PRESENCE,ABSENT,present
BSLightingShaderPropertyUShortController,Interpolator,PRESENCE,ABSENT,present
BSLightingShaderPropertyUShortController,Manager Controlled,PRESENCE,ABSENT,present
BSLightingShaderPropertyUShortController,Next Controller,PRESENCE,ABSENT,present
BSLightingShaderPropertyUShortController,Phase,PRESENCE,ABSENT,present
BSLightingShaderPropertyUShortController,Start Time,PRESENCE,ABSENT,present
BSLightingShaderPropertyUShortController,Stop Time,PRESENCE,ABSENT,present
BSLightingShaderPropertyUShortController,Target,PRESENCE,ABSENT,present
BSLightingShaderPropertyUShortController,Unknown Integer,PRESENCE,ABSENT,present
BSMasterParticleSystem,Bounding Box,PRESENCE,present,ABSENT
BSMasterParticleSystem,Bounding Volume,PRESENCE,ABSENT,present
BSMasterParticleSystem,Effects,APPLIES_TO_10_1_0_0,True,UNRESOLVED
BSMasterParticleSystem,Has Bounding Box,PRESENCE,present,ABSENT
BSMasterParticleSystem,Has Bounding Volume,PRESENCE,ABSENT,present
BSMasterParticleSystem,Has Old Extra Data,PRESENCE,present,ABSENT
BSMasterParticleSystem,Legacy Extra Data,PRESENCE,ABSENT,present
BSMasterParticleSystem,Num Effects,APPLIES_TO_10_1_0_0,True,UNRESOLVED
BSMasterParticleSystem,Num Particle Systems,FIELD_TYPE,int,uint
BSMasterParticleSystem,Num Properties,APPLIES_TO_10_1_0_0,True,UNRESOLVED
BSMasterParticleSystem,Old Extra Internal Id,PRESENCE,present,ABSENT
BSMasterParticleSystem,Old Extra Prop Name,PRESENCE,present,ABSENT
BSMasterParticleSystem,Old Extra String,PRESENCE,present,ABSENT
BSMasterParticleSystem,Properties,APPLIES_TO_10_1_0_0,True,UNRESOLVED
BSMasterParticleSystem,Rotation,FIELD_WIDTH_IF_FIXED,36,var(unknown-type)
BSMasterParticleSystem,Shader Type,PRESENCE,ABSENT,present
BSMasterParticleSystem,Skyrim Shader Type,PRESENCE,present,ABSENT
BSMasterParticleSystem,Translation,FIELD_WIDTH_IF_FIXED,12,var(unknown-type)
BSMasterParticleSystem,Unknown Byte,PRESENCE,present,ABSENT
BSMasterParticleSystem,Unknown Short 1,PRESENCE,present,ABSENT
BSMasterParticleSystem,Velocity,FIELD_WIDTH_IF_FIXED,12,var(unknown-type)
BSMaterialEmittanceMultController,Flags,FIELD_TYPE,Flags,TimeControllerFlags
BSMaterialEmittanceMultController,Flags,FIELD_WIDTH_IF_FIXED,var(unknown-type),2
BSMaterialEmittanceMultController,Manager Controlled,PRESENCE,ABSENT,present
BSMeshLODTriShape,Alpha Property,PRESENCE,ABSENT,present
BSMeshLODTriShape,Bound Min Max,PRESENCE,ABSENT,present
BSMeshLODTriShape,Bounding Sphere,PRESENCE,ABSENT,present
BSMeshLODTriShape,Bounding Volume,PRESENCE,ABSENT,present
BSMeshLODTriShape,Collision Object,PRESENCE,ABSENT,present
BSMeshLODTriShape,Controller,PRESENCE,ABSENT,present
BSMeshLODTriShape,Data Size,PRESENCE,ABSENT,present
BSMeshLODTriShape,Extra Data,PRESENCE,ABSENT,present
BSMeshLODTriShape,Extra Data List,PRESENCE,ABSENT,present
BSMeshLODTriShape,Flags,FIELD_TYPE,ushort,uint
BSMeshLODTriShape,Flags,FIELD_WIDTH_IF_FIXED,2,4
BSMeshLODTriShape,Has Bounding Volume,PRESENCE,ABSENT,present
BSMeshLODTriShape,LOD0 Size,PRESENCE,ABSENT,present
BSMeshLODTriShape,LOD1 Size,PRESENCE,ABSENT,present
BSMeshLODTriShape,LOD2 Size,PRESENCE,ABSENT,present
BSMeshLODTriShape,Legacy Extra Data,PRESENCE,ABSENT,present
BSMeshLODTriShape,Name,PRESENCE,ABSENT,present
BSMeshLODTriShape,Num Extra Data List,PRESENCE,ABSENT,present
BSMeshLODTriShape,Num Properties,PRESENCE,ABSENT,present
BSMeshLODTriShape,Num Triangles,FIELD_TYPE,ushort,uint
BSMeshLODTriShape,Num Triangles,FIELD_WIDTH_IF_FIXED,2,4
BSMeshLODTriShape,Num Vertices,PRESENCE,ABSENT,present
BSMeshLODTriShape,Particle Data Size,PRESENCE,ABSENT,present
BSMeshLODTriShape,Particle Normals,PRESENCE,ABSENT,present
BSMeshLODTriShape,Particle Triangles,PRESENCE,ABSENT,present
BSMeshLODTriShape,Particle Vertices,PRESENCE,ABSENT,present
BSMeshLODTriShape,Properties,PRESENCE,ABSENT,present
BSMeshLODTriShape,Rotation,PRESENCE,ABSENT,present
BSMeshLODTriShape,Scale,PRESENCE,ABSENT,present
BSMeshLODTriShape,Shader Property,PRESENCE,ABSENT,present
BSMeshLODTriShape,Shader Type,PRESENCE,ABSENT,present
BSMeshLODTriShape,Skin,PRESENCE,ABSENT,present
BSMeshLODTriShape,Translation,PRESENCE,ABSENT,present
BSMeshLODTriShape,Triangles,PRESENCE,ABSENT,present
BSMeshLODTriShape,Unknown 1,PRESENCE,ABSENT,present
BSMeshLODTriShape,Unknown 2,PRESENCE,ABSENT,present
BSMeshLODTriShape,Velocity,PRESENCE,ABSENT,present
BSMeshLODTriShape,Vertex Data,FIELD_TYPE,BSVertexDataSSE,BSVertexData
BSMeshLODTriShape,Vertex Desc,PRESENCE,ABSENT,present
BSMultiBoundAABB,Extent,FIELD_WIDTH_IF_FIXED,12,var(unknown-type)
BSMultiBoundAABB,Position,FIELD_WIDTH_IF_FIXED,12,var(unknown-type)
BSMultiBoundNode,Bounding Box,PRESENCE,present,ABSENT
BSMultiBoundNode,Bounding Volume,PRESENCE,ABSENT,present
BSMultiBoundNode,Culling Mode,PRESENCE,ABSENT,present
BSMultiBoundNode,Effects,APPLIES_TO_10_1_0_0,True,UNRESOLVED
BSMultiBoundNode,Has Bounding Box,PRESENCE,present,ABSENT
BSMultiBoundNode,Has Bounding Volume,PRESENCE,ABSENT,present
BSMultiBoundNode,Has Old Extra Data,PRESENCE,present,ABSENT
BSMultiBoundNode,Legacy Extra Data,PRESENCE,ABSENT,present
BSMultiBoundNode,Num Effects,APPLIES_TO_10_1_0_0,True,UNRESOLVED
BSMultiBoundNode,Num Properties,APPLIES_TO_10_1_0_0,True,UNRESOLVED
BSMultiBoundNode,Old Extra Internal Id,PRESENCE,present,ABSENT
BSMultiBoundNode,Old Extra Prop Name,PRESENCE,present,ABSENT
BSMultiBoundNode,Old Extra String,PRESENCE,present,ABSENT
BSMultiBoundNode,Properties,APPLIES_TO_10_1_0_0,True,UNRESOLVED
BSMultiBoundNode,Rotation,FIELD_WIDTH_IF_FIXED,36,var(unknown-type)
BSMultiBoundNode,Shader Type,PRESENCE,ABSENT,present
BSMultiBoundNode,Skyrim Shader Type,PRESENCE,present,ABSENT
BSMultiBoundNode,Translation,FIELD_WIDTH_IF_FIXED,12,var(unknown-type)
BSMultiBoundNode,Unknown Byte,PRESENCE,present,ABSENT
BSMultiBoundNode,Unknown Int,PRESENCE,present,ABSENT
BSMultiBoundNode,Unknown Short 1,PRESENCE,present,ABSENT
BSMultiBoundNode,Velocity,FIELD_WIDTH_IF_FIXED,12,var(unknown-type)
BSMultiBoundOBB,Center,FIELD_WIDTH_IF_FIXED,12,var(unknown-type)
BSMultiBoundOBB,Rotation,FIELD_WIDTH_IF_FIXED,36,var(unknown-type)
BSMultiBoundOBB,Size,FIELD_WIDTH_IF_FIXED,12,var(unknown-type)
BSMultiBoundSphere,Center,PRESENCE,ABSENT,present
BSMultiBoundSphere,Unknown Int 1,PRESENCE,present,ABSENT
BSMultiBoundSphere,Unknown Int 2,PRESENCE,present,ABSENT
BSMultiBoundSphere,Unknown Int 3,PRESENCE,present,ABSENT
BSNiAlphaPropertyTestRefController,Data,PRESENCE,present,ABSENT
BSNiAlphaPropertyTestRefController,Flags,FIELD_TYPE,Flags,TimeControllerFlags
BSNiAlphaPropertyTestRefController,Flags,FIELD_WIDTH_IF_FIXED,var(unknown-type),2
BSNiAlphaPropertyTestRefController,Manager Controlled,PRESENCE,ABSENT,present
BSOrderedNode,Alpha Sort Bound,FIELD_WIDTH_IF_FIXED,16,var(unknown-type)
BSOrderedNode,Bounding Box,PRESENCE,present,ABSENT
BSOrderedNode,Bounding Volume,PRESENCE,ABSENT,present
BSOrderedNode,Effects,APPLIES_TO_10_1_0_0,True,UNRESOLVED
BSOrderedNode,Has Bounding Box,PRESENCE,present,ABSENT
BSOrderedNode,Has Bounding Volume,PRESENCE,ABSENT,present
BSOrderedNode,Has Old Extra Data,PRESENCE,present,ABSENT
BSOrderedNode,Is Static Bound,PRESENCE,present,ABSENT
BSOrderedNode,Legacy Extra Data,PRESENCE,ABSENT,present
BSOrderedNode,Num Effects,APPLIES_TO_10_1_0_0,True,UNRESOLVED
BSOrderedNode,Num Properties,APPLIES_TO_10_1_0_0,True,UNRESOLVED
BSOrderedNode,Old Extra Internal Id,PRESENCE,present,ABSENT
BSOrderedNode,Old Extra Prop Name,PRESENCE,present,ABSENT
BSOrderedNode,Old Extra String,PRESENCE,present,ABSENT
BSOrderedNode,Properties,APPLIES_TO_10_1_0_0,True,UNRESOLVED
BSOrderedNode,Rotation,FIELD_WIDTH_IF_FIXED,36,var(unknown-type)
BSOrderedNode,Shader Type,PRESENCE,ABSENT,present
BSOrderedNode,Skyrim Shader Type,PRESENCE,present,ABSENT
BSOrderedNode,Static Bound,PRESENCE,ABSENT,present
BSOrderedNode,Translation,FIELD_WIDTH_IF_FIXED,12,var(unknown-type)
BSOrderedNode,Unknown Byte,PRESENCE,present,ABSENT
BSOrderedNode,Unknown Short 1,PRESENCE,present,ABSENT
BSOrderedNode,Velocity,FIELD_WIDTH_IF_FIXED,12,var(unknown-type)
BSPSysArrayEmitter,Initial Color,FIELD_WIDTH_IF_FIXED,16,var(unknown-type)
BSPSysArrayEmitter,Order,FIELD_TYPE,uint,NiPSysModifierOrder
BSPSysArrayEmitter,Unknown QQSpeed Floats,PRESENCE,ABSENT,present
BSPSysHavokUpdateModifier,Meshes,PRESENCE,ABSENT,present
BSPSysHavokUpdateModifier,Nodes,PRESENCE,present,ABSENT
BSPSysHavokUpdateModifier,Num Meshes,PRESENCE,ABSENT,present
BSPSysHavokUpdateModifier,Num Nodes,PRESENCE,present,ABSENT
BSPSysHavokUpdateModifier,Order,FIELD_TYPE,uint,NiPSysModifierOrder
BSPSysInheritVelocityModifier,Chance To Inherit,PRESENCE,ABSENT,present
BSPSysInheritVelocityModifier,Inherit Object,PRESENCE,ABSENT,present
BSPSysInheritVelocityModifier,Order,FIELD_TYPE,uint,NiPSysModifierOrder
BSPSysInheritVelocityModifier,Unknown Float 1,PRESENCE,present,ABSENT
BSPSysInheritVelocityModifier,Unknown Float 2,PRESENCE,present,ABSENT
BSPSysInheritVelocityModifier,Unknown Float 3,PRESENCE,present,ABSENT
BSPSysInheritVelocityModifier,Unknown Int 1,PRESENCE,present,ABSENT
BSPSysInheritVelocityModifier,Velocity Multiplier,PRESENCE,ABSENT,present
BSPSysInheritVelocityModifier,Velocity Variation,PRESENCE,ABSENT,present
BSPSysLODModifier,End Emit Scale,PRESENCE,ABSENT,present
BSPSysLODModifier,End Size,PRESENCE,ABSENT,present
BSPSysLODModifier,LOD Begin Distance,PRESENCE,ABSENT,present
BSPSysLODModifier,LOD End Distance,PRESENCE,ABSENT,present
BSPSysLODModifier,Order,FIELD_TYPE,uint,NiPSysModifierOrder
BSPSysLODModifier,Uknown Float 1,PRESENCE,present,ABSENT
BSPSysLODModifier,Uknown Float 2,PRESENCE,present,ABSENT
BSPSysLODModifier,Uknown Float 3,PRESENCE,present,ABSENT
BSPSysLODModifier,Uknown Float 4,PRESENCE,present,ABSENT
BSPSysMultiTargetEmitterCtlr,Data,INHERITED_FROM,SELF,NiPSysEmitterCtlr
BSPSysMultiTargetEmitterCtlr,Flags,FIELD_TYPE,Flags,TimeControllerFlags
BSPSysMultiTargetEmitterCtlr,Flags,FIELD_WIDTH_IF_FIXED,var(unknown-type),2
BSPSysMultiTargetEmitterCtlr,Manager Controlled,PRESENCE,ABSENT,present
BSPSysMultiTargetEmitterCtlr,Master Particle System,PRESENCE,ABSENT,present
BSPSysMultiTargetEmitterCtlr,Max Emitters,PRESENCE,ABSENT,present
BSPSysMultiTargetEmitterCtlr,Unknown Int 1,PRESENCE,present,ABSENT
BSPSysMultiTargetEmitterCtlr,Unknown Short 1,PRESENCE,present,ABSENT
BSPSysMultiTargetEmitterCtlr,Visibility Interpolator,INHERITED_FROM,SELF,NiPSysEmitterCtlr
BSPSysRecycleBoundModifier,Bound Extent,PRESENCE,ABSENT,present
BSPSysRecycleBoundModifier,Bound Object,PRESENCE,ABSENT,present
BSPSysRecycleBoundModifier,Bound Offset,PRESENCE,ABSENT,present
BSPSysRecycleBoundModifier,Order,FIELD_TYPE,uint,NiPSysModifierOrder
BSPSysRecycleBoundModifier,Unknown Float 1,PRESENCE,present,ABSENT
BSPSysRecycleBoundModifier,Unknown Float 2,PRESENCE,present,ABSENT
BSPSysRecycleBoundModifier,Unknown Float 3,PRESENCE,present,ABSENT
BSPSysRecycleBoundModifier,Unknown Float 4,PRESENCE,present,ABSENT
BSPSysRecycleBoundModifier,Unknown Float 5,PRESENCE,present,ABSENT
BSPSysRecycleBoundModifier,Unknown Float 6,PRESENCE,present,ABSENT
BSPSysRecycleBoundModifier,Unknown Int 1,PRESENCE,present,ABSENT
BSPSysScaleModifier,Floats,PRESENCE,present,ABSENT
BSPSysScaleModifier,Num Floats,PRESENCE,present,ABSENT
BSPSysScaleModifier,Num Scales,PRESENCE,ABSENT,present
BSPSysScaleModifier,Order,FIELD_TYPE,uint,NiPSysModifierOrder
BSPSysScaleModifier,Scales,PRESENCE,ABSENT,present
BSPSysSimpleColorModifier,Colors,FIELD_WIDTH_IF_FIXED,16,var(unknown-type)
BSPSysSimpleColorModifier,Fade Out Percent,PRESENCE,ABSENT,present
BSPSysSimpleColorModifier,Fade out Percent,PRESENCE,present,ABSENT
BSPSysSimpleColorModifier,Order,FIELD_TYPE,uint,NiPSysModifierOrder
BSPSysSimpleColorModifier,Unknown Shorts,PRESENCE,ABSENT,present
BSPSysStripUpdateModifier,Order,FIELD_TYPE,uint,NiPSysModifierOrder
BSPSysSubTexModifier,Order,FIELD_TYPE,uint,NiPSysModifierOrder
BSPSysSubTexModifier,Start Frame,FIELD_TYPE,uint,float
BSPackedAdditionalGeometryData,Block Infos,FIELD_TYPE,AdditionalDataInfo,NiAGDDataStream
BSPackedAdditionalGeometryData,Block Infos,FIELD_WIDTH_IF_FIXED,25,var(unknown-type)
BSPackedAdditionalGeometryData,Blocks,FIELD_TYPE,BSPackedAdditionalDataBlock,NiAGDDataBlocks
BSPackedAdditionalGeometryData,Blocks,FIELD_WIDTH_IF_FIXED,var(BSPackedAdditionalDataBlock array),var(unknown-type)
BSPackedAdditionalGeometryData,Num Blocks,FIELD_TYPE,int,uint
BSPackedCombinedGeomDataExtra,Extra Data,PRESENCE,ABSENT,present
BSPackedCombinedGeomDataExtra,Name,PRESENCE,ABSENT,present
BSPackedCombinedGeomDataExtra,Next Extra Data,PRESENCE,ABSENT,present
BSPackedCombinedGeomDataExtra,Num Bytes,PRESENCE,ABSENT,present
BSPackedCombinedGeomDataExtra,Num Data,PRESENCE,ABSENT,present
BSPackedCombinedGeomDataExtra,Num Triangles,PRESENCE,ABSENT,present
BSPackedCombinedGeomDataExtra,Num Vertices,PRESENCE,ABSENT,present
BSPackedCombinedGeomDataExtra,Object Data,PRESENCE,ABSENT,present
BSPackedCombinedGeomDataExtra,Unknown Flags 1,PRESENCE,ABSENT,present
BSPackedCombinedGeomDataExtra,Unknown Flags 2,PRESENCE,ABSENT,present
BSPackedCombinedGeomDataExtra,Vertex Desc,PRESENCE,ABSENT,present
BSPackedCombinedSharedGeomDataExtra,Extra Data,PRESENCE,ABSENT,present
BSPackedCombinedSharedGeomDataExtra,Name,PRESENCE,ABSENT,present
BSPackedCombinedSharedGeomDataExtra,Next Extra Data,PRESENCE,ABSENT,present
BSPackedCombinedSharedGeomDataExtra,Num Bytes,PRESENCE,ABSENT,present
BSPackedCombinedSharedGeomDataExtra,Num Data,PRESENCE,ABSENT,present
BSPackedCombinedSharedGeomDataExtra,Num Triangles,PRESENCE,ABSENT,present
BSPackedCombinedSharedGeomDataExtra,Num Vertices,PRESENCE,ABSENT,present
BSPackedCombinedSharedGeomDataExtra,Object,PRESENCE,ABSENT,present
BSPackedCombinedSharedGeomDataExtra,Object Data,PRESENCE,ABSENT,present
BSPackedCombinedSharedGeomDataExtra,Unknown Flags 1,PRESENCE,ABSENT,present
BSPackedCombinedSharedGeomDataExtra,Unknown Flags 2,PRESENCE,ABSENT,present
BSPackedCombinedSharedGeomDataExtra,Vertex Desc,PRESENCE,ABSENT,present
BSParentVelocityModifier,Order,FIELD_TYPE,uint,NiPSysModifierOrder
BSPositionData,Data,PRESENCE,ABSENT,present
BSPositionData,Extra Data,PRESENCE,ABSENT,present
BSPositionData,Name,PRESENCE,ABSENT,present
BSPositionData,Next Extra Data,PRESENCE,ABSENT,present
BSPositionData,Num Bytes,PRESENCE,ABSENT,present
BSPositionData,Num Data,PRESENCE,ABSENT,present
BSProceduralLightningController,Animate Arc Offset,PRESENCE,ABSENT,present
BSProceduralLightningController,Arc Offset,PRESENCE,ABSENT,present
BSProceduralLightningController,Byte 1,PRESENCE,present,ABSENT
BSProceduralLightningController,Byte 2,PRESENCE,present,ABSENT
BSProceduralLightningController,Byte 3,PRESENCE,present,ABSENT
BSProceduralLightningController,Child Width Mult,PRESENCE,ABSENT,present
BSProceduralLightningController,Distance Weight,PRESENCE,present,ABSENT
BSProceduralLightningController,Fade Child Bolts,PRESENCE,ABSENT,present
BSProceduralLightningController,Fade Main Bolt,PRESENCE,ABSENT,present
BSProceduralLightningController,Flags,FIELD_TYPE,Flags,TimeControllerFlags
BSProceduralLightningController,Flags,FIELD_WIDTH_IF_FIXED,var(unknown-type),2
BSProceduralLightningController,Float 2,PRESENCE,present,ABSENT
BSProceduralLightningController,Float 5,PRESENCE,present,ABSENT
BSProceduralLightningController,Fork,PRESENCE,present,ABSENT
BSProceduralLightningController,Interpolator,PRESENCE,present,ABSENT
BSProceduralLightningController,Interpolator 10?,PRESENCE,present,ABSENT
BSProceduralLightningController,Interpolator 1: Generation,PRESENCE,ABSENT,present
BSProceduralLightningController,Interpolator 3,PRESENCE,present,ABSENT
BSProceduralLightningController,Interpolator 3: Subdivision,PRESENCE,ABSENT,present
BSProceduralLightningController,Interpolator 4,PRESENCE,present,ABSENT
BSProceduralLightningController,Interpolator 4: Num Branches,PRESENCE,ABSENT,present
BSProceduralLightningController,Interpolator 5,PRESENCE,present,ABSENT
BSProceduralLightningController,Interpolator 5: Num Branches Var,PRESENCE,ABSENT,present
BSProceduralLightningController,Interpolator 6,PRESENCE,present,ABSENT
BSProceduralLightningController,Interpolator 6: Length,PRESENCE,ABSENT,present
BSProceduralLightningController,Interpolator 7,PRESENCE,present,ABSENT
