entry_index,name,size_stored,offset,size_plain,compression,sha256_stored,sha256_plain,header_string,version_hex,version_label,header_version_text,text_version_match,field_c,field_d,scan_status
75,581495.nif,1775,26675451,1775,raw,3F83A3FEB919E4286311218E20157F6889DCB3BF00D842ABE03BA91BDF1D98F9,3F83A3FEB919E4286311218E20157F6889DCB3BF00D842ABE03BA91BDF1D98F9,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x867197F5,0x867197F5,SCANNED
76,517137.nif,163112,26677226,163112,raw,C0E0DAFDD787B0ABD2A66DD5789EC0D53B46328E7D87BE5FECD1611ACB07603B,C0E0DAFDD787B0ABD2A66DD5789EC0D53B46328E7D87BE5FECD1611ACB07603B,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xC6FB3766,0xC6FB3766,SCANNED
77,517152.nif,7692,26840338,7692,raw,6C6BC13E8C3FFFC8EBB4694341D9BB7D7C89646BBA2C5DC05DD888866E2010DB,6C6BC13E8C3FFFC8EBB4694341D9BB7D7C89646BBA2C5DC05DD888866E2010DB,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x82F7710B,0x5802DCD1,SCANNED
78,524750.nif,29578,26848030,29578,raw,3D26C301F7B79F1B4356D99792288C91CFC4E0457ED59FB961EEC09CD5485152,3D26C301F7B79F1B4356D99792288C91CFC4E0457ED59FB961EEC09CD5485152,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xBB3825CE,0xBB3825CE,SCANNED
79,524770.nif,35192,26877608,35192,raw,1119E63F64439CD41CD53223354D3E12524454850AC8D59E8F64CD41E2F315F2,1119E63F64439CD41CD53223354D3E12524454850AC8D59E8F64CD41E2F315F2,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x20823A48,0x20823A48,SCANNED
80,517322.nif,19641,26912800,19641,raw,70C38C3978B79EB2C91A439A1573507309EE9DF27C3E88D0CC7E2536C483D5E5,70C38C3978B79EB2C91A439A1573507309EE9DF27C3E88D0CC7E2536C483D5E5,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x99EA0F42,0x99EA0F42,SCANNED
81,517332.nif,19741,26932441,19741,raw,6C97573A26A95DDC94602EB061F8A439B55151B1B2CEF4BEE14F5D27864FD82F,6C97573A26A95DDC94602EB061F8A439B55151B1B2CEF4BEE14F5D27864FD82F,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x1C4B4319,0x1C4B4319,SCANNED
82,512848.nif,418977,26952182,418977,raw,E50D6AFD0C2F3670A4849649856FB52ADE02E4B732D26036739111316A8238C7,E50D6AFD0C2F3670A4849649856FB52ADE02E4B732D26036739111316A8238C7,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x22DA6AFC,0x22DA6AFC,SCANNED
83,516623.nif,13061,27371159,13061,raw,30A037FBCC923C062137182AC468A16B30062D4863D7E0D664A374CFE633FD2F,30A037FBCC923C062137182AC468A16B30062D4863D7E0D664A374CFE633FD2F,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xEF1381DE,0x28B41D08,SCANNED
84,512852.nif,90194,27384220,90194,raw,B6D96FCD5E696C24D706EAF900D7B52B3DBF6CE99475B3F973EC9EA8D456E50C,B6D96FCD5E696C24D706EAF900D7B52B3DBF6CE99475B3F973EC9EA8D456E50C,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x18FC33FF,0x18FC33FF,SCANNED
85,513823.nif,90192,27474414,90192,raw,8144316A01474E4B382B313A357D23118CB3222C9242C77F34D93146E7098C89,8144316A01474E4B382B313A357D23118CB3222C9242C77F34D93146E7098C89,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x16687318,0x16687318,SCANNED
86,513998.nif,1280403,27564606,1280403,raw,AB970EF3AFC6DEE1BE4B27B5E0FD6BC96EC89C5F852D6253025698A1965BA6EB,AB970EF3AFC6DEE1BE4B27B5E0FD6BC96EC89C5F852D6253025698A1965BA6EB,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xE069B5C7,0xD5745065,SCANNED
87,512856.nif,305934,28845009,305934,raw,087A26212BE2E1E3642457C21B01F8FF739CCE0FBDC1DB3E2DB49664260574D1,087A26212BE2E1E3642457C21B01F8FF739CCE0FBDC1DB3E2DB49664260574D1,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x7FCEF740,0x7FCEF740,SCANNED
88,512860.nif,222027,29150943,222027,raw,CCCAA307F4948789DDA80F14D216AE67C9939B4B6ED6347F81D5C06880978CC2,CCCAA307F4948789DDA80F14D216AE67C9939B4B6ED6347F81D5C06880978CC2,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x9AEB6091,0x9AEB6091,SCANNED
89,512887.nif,232285,29372970,232285,raw,3E0894069098A5CA2BD060CFF27E485FD7FE83488015A13E97DD8A23BD234884,3E0894069098A5CA2BD060CFF27E485FD7FE83488015A13E97DD8A23BD234884,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x97123979,0x97123979,SCANNED
90,512863.nif,22887,29605255,22887,raw,98015802C26D5E41675508DBE983F87AB126E6EEC7E350334F634A1E74DDA9F6,98015802C26D5E41675508DBE983F87AB126E6EEC7E350334F634A1E74DDA9F6,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x629D8395,0x629D8395,SCANNED
91,513835.nif,13936,29628142,13936,raw,201AB54BDB4AF5BF8D19AD076355100E5124F65333DFC6573B94679F95206BEA,201AB54BDB4AF5BF8D19AD076355100E5124F65333DFC6573B94679F95206BEA,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xC40CEFC7,0xC40CEFC7,SCANNED
92,512871.nif,167609,29642078,167609,raw,E81A2F2584C2351C45644353D18261A765C5D707AB836B96AB78345F5EAF395C,E81A2F2584C2351C45644353D18261A765C5D707AB836B96AB78345F5EAF395C,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x1A920F38,0x1A920F38,SCANNED
93,512875.nif,160062,29809687,160062,raw,4365E7FE80EF1318E62575168B94B61ADE62AB50CE9305BF58377D0DA0CF05B5,4365E7FE80EF1318E62575168B94B61ADE62AB50CE9305BF58377D0DA0CF05B5,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x389F6059,0x389F6059,SCANNED
94,512879.nif,223545,29969749,223545,raw,F03B792EBC2E499149CCF5C602B5406D260A557204CCCDFFDD8051B44100A306,F03B792EBC2E499149CCF5C602B5406D260A557204CCCDFFDD8051B44100A306,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x4ACAAF7E,0x4ACAAF7E,SCANNED
95,512883.nif,307335,30193294,307335,raw,0D0E675F4E33BA3BF5F208D58F0D91903F91236A643700A79168DB7A501E18B6,0D0E675F4E33BA3BF5F208D58F0D91903F91236A643700A79168DB7A501E18B6,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xEFD1F584,0xEFD1F584,SCANNED
96,515286.nif,72994,30500629,72994,raw,676544571BDAB667A47B67770E7C27AD9BEE3D0B8949AA1F3026A73B66A4DC0B,676544571BDAB667A47B67770E7C27AD9BEE3D0B8949AA1F3026A73B66A4DC0B,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x28FC80FC,0x28FC80FC,SCANNED
97,515301.nif,5395,30573623,5395,raw,159C690F47026AB2839B6017A45F2071F7B56869EF75F8A17586093DE72047F6,159C690F47026AB2839B6017A45F2071F7B56869EF75F8A17586093DE72047F6,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xA910CFA6,0xA910CFA6,SCANNED
98,519308.nif,258804,30579018,258804,raw,B289A73D29109D3CB00C59EE55B5E59EFB39DA383C2CF3967BE837A313505848,B289A73D29109D3CB00C59EE55B5E59EFB39DA383C2CF3967BE837A313505848,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x11BFB309,0x4F7E76FA,SCANNED
99,519316.nif,540469,30837822,540469,raw,A18898D0E5FD6819BA45D6CB6ACE74CEDDBF2C114A08B089D2A8A42DE2BA4EFB,A18898D0E5FD6819BA45D6CB6ACE74CEDDBF2C114A08B089D2A8A42DE2BA4EFB,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x9B374F31,0xF383055F,SCANNED
100,512745.nif,1206484,31378291,1206484,raw,11319BF14CB913C9C2A3C7529F6E92FDB5AC4B36BA2B89DE1AA9D08F8FE5F800,11319BF14CB913C9C2A3C7529F6E92FDB5AC4B36BA2B89DE1AA9D08F8FE5F800,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xA7A86B4A,0xCFBA02BD,SCANNED
101,512781.nif,371637,32584775,371637,raw,5B46476974718CDF9241CBFB285EF476E785265CB2A1A415AB2C2AB64D441C64,5B46476974718CDF9241CBFB285EF476E785265CB2A1A415AB2C2AB64D441C64,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x70571648,0xDFCA5669,SCANNED
102,512785.nif,18665,32956412,18665,raw,36DD1BD843111C19199AD1E10D932A780E9D77EF573120D441714C375FCCCCA2,36DD1BD843111C19199AD1E10D932A780E9D77EF573120D441714C375FCCCCA2,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x7B46ABF5,0x11279E67,SCANNED
103,512829.nif,149686,32975077,149686,raw,E2DB4486CD2B91B923C3913CF0FAFA2541CF21E3BF326919420B05002B96A5D5,E2DB4486CD2B91B923C3913CF0FAFA2541CF21E3BF326919420B05002B96A5D5,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x3E25784D,0x7F1B9C54,SCANNED
104,512768.nif,90544,33124763,90544,raw,23B3BEA44ACDBB88A7E4B60535422DB97606D1A82C18D2D3690EB6FA61914093,23B3BEA44ACDBB88A7E4B60535422DB97606D1A82C18D2D3690EB6FA61914093,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x194C2B25,0xFFF0ABC0,SCANNED
105,512762.nif,119634,33215307,119634,raw,2A8108A89E6788858411D7E0E868F55C2AC3801DDB20F73DDBA03B94FC2A69DC,2A8108A89E6788858411D7E0E868F55C2AC3801DDB20F73DDBA03B94FC2A69DC,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xC04BC801,0xF93DF602,SCANNED
106,512749.nif,79822,33334941,79822,raw,A0ED958B0C85690BE179BCEAFBB531A703DED9E975D00B82B12302A83A3D6719,A0ED958B0C85690BE179BCEAFBB531A703DED9E975D00B82B12302A83A3D6719,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x5595BD2F,0xDF4B2F15,SCANNED
107,512753.nif,98436,33414763,98436,raw,4642A5A0DFDDCAC8A304A7C6B28F5E6F8E14D7A7ADA119C185B9241CA9F90C2C,4642A5A0DFDDCAC8A304A7C6B28F5E6F8E14D7A7ADA119C185B9241CA9F90C2C,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x322C67B5,0x18C3018D,SCANNED
108,512757.nif,109008,33513199,109008,raw,54FB93711E06B33B85D898B88051CF5701411311BC5C161CEF173FD0F744A4EB,54FB93711E06B33B85D898B88051CF5701411311BC5C161CEF173FD0F744A4EB,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xEDE51A73,0x1B43E529,SCANNED
109,512777.nif,300029,33622207,300029,raw,383FFDB0E0318E13D113838752400DB6ED2C37D4C1F987501214BD90934144F7,383FFDB0E0318E13D113838752400DB6ED2C37D4C1F987501214BD90934144F7,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x645422B3,0xB39C6BF0,SCANNED
110,512772.nif,529775,33922236,529775,raw,7054ED1CBD08E46FB80BCC72172FA5302167FA1953F833B0BF6120B4CFD995F2,7054ED1CBD08E46FB80BCC72172FA5302167FA1953F833B0BF6120B4CFD995F2,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x829382B6,0xB129D22D,SCANNED
111,519123.nif,16936,34452011,16936,raw,4DAF5707A2C4CCC2FE527118D77EFF9862412912B102CF7E24418BB397AF64B2,4DAF5707A2C4CCC2FE527118D77EFF9862412912B102CF7E24418BB397AF64B2,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x2D0AC0C4,0x2D0AC0C4,SCANNED
112,514326.nif,1275833,34468947,1275833,raw,4A91D9A4460AE6B81654CE52EA8A0274230191C8AA4DCC74B293934942E7E39D,4A91D9A4460AE6B81654CE52EA8A0274230191C8AA4DCC74B293934942E7E39D,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x4D318FA2,0x63855422,SCANNED
113,517100.nif,301439,35744780,301439,raw,40710C31691A5E6433A61ECC96E6892730BE64C34D5E0901252D74D7A39A6979,40710C31691A5E6433A61ECC96E6892730BE64C34D5E0901252D74D7A39A6979,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x46F0AF1B,0x46F0AF1B,SCANNED
114,517159.nif,314080,36046219,314080,raw,C9441BD563E7FF97A191159B0EF34974229458B1E9C287D9874EC14CC1C246C5,C9441BD563E7FF97A191159B0EF34974229458B1E9C287D9874EC14CC1C246C5,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x9F800D7E,0x9F800D7E,SCANNED
115,527569.nif,76070,36360299,76070,raw,E9DC5F9CC2E35B44F9372F169833F17B5C91F0BB6EE5960579EE72819B355DD8,E9DC5F9CC2E35B44F9372F169833F17B5C91F0BB6EE5960579EE72819B355DD8,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x335A70DD,0x335A70DD,SCANNED
116,527865.nif,114630,36436369,114630,raw,A1111C2644EC3072AE26F87235AA8F88B4E4F768D7D211D464B37B561E0D97CE,A1111C2644EC3072AE26F87235AA8F88B4E4F768D7D211D464B37B561E0D97CE,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x9A29E5C8,0x9A29E5C8,SCANNED
117,526959.nif,12884,36550999,12884,raw,AC737514169C8B23E37D902692F46CAA4F4A3D1E408E712D364CF42BB1F92C73,AC737514169C8B23E37D902692F46CAA4F4A3D1E408E712D364CF42BB1F92C73,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x7E093278,0x7E093278,SCANNED
118,526963.nif,19772,36563883,19772,raw,B6115BA15EA9C0885ABE0780D3C07F772B1A6ADD83DDA1B0534F229EA95C988E,B6115BA15EA9C0885ABE0780D3C07F772B1A6ADD83DDA1B0534F229EA95C988E,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x56C5F204,0x56C5F204,SCANNED
119,526967.nif,19772,36583655,19772,raw,131FD072D2CE54CEE1CDD482722489C5610441FA54427B2C1CDD774780E0252E,131FD072D2CE54CEE1CDD482722489C5610441FA54427B2C1CDD774780E0252E,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x9B3DD3E0,0x9B3DD3E0,SCANNED
120,526971.nif,10326,36603427,10326,raw,0D19B07324D5AB33277C4A7DA4147D0955913DA51B5DE92E2286C0F57821BD62,0D19B07324D5AB33277C4A7DA4147D0955913DA51B5DE92E2286C0F57821BD62,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xF167B9C2,0xF167B9C2,SCANNED
121,526975.nif,10337,36613753,10337,raw,92838F7B7E2D6AB064FA31AEAF9F711C7753007350DB6530FE066ABC3DE7BECF,92838F7B7E2D6AB064FA31AEAF9F711C7753007350DB6530FE066ABC3DE7BECF,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xB11D5F1D,0xB11D5F1D,SCANNED
122,517207.nif,350045,36624090,350045,raw,9E3F946529BE661FE010B2BFF20A8F3E7F7BB984F6FF1C4C306D3A22313DA3EF,9E3F946529BE661FE010B2BFF20A8F3E7F7BB984F6FF1C4C306D3A22313DA3EF,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xE8352A5E,0xE8352A5E,SCANNED
123,517249.nif,67379,36974135,67379,raw,D1CFBEBE7DEA697BBA1DE5E90E554AB9DCBFC6A3938B33B8AB4DBA470A1490DD,D1CFBEBE7DEA697BBA1DE5E90E554AB9DCBFC6A3938B33B8AB4DBA470A1490DD,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x2BA06D7F,0x2BA06D7F,SCANNED
124,519989.nif,175902,37041514,175902,raw,5D08110A3DBFFCEBBF3B2FD2ECD6BF3FD19BBB4D77A69CA0068F1AC9162C57A9,5D08110A3DBFFCEBBF3B2FD2ECD6BF3FD19BBB4D77A69CA0068F1AC9162C57A9,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x83825964,0x83825964,SCANNED
125,520144.nif,36751,37217416,36751,raw,0E561480BFF18F564ABD150D3CFC6A89F142C7D851D1AE787DEBDEA6B4F96D6A,0E561480BFF18F564ABD150D3CFC6A89F142C7D851D1AE787DEBDEA6B4F96D6A,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xDAB728F3,0xDAB728F3,SCANNED
126,518858.nif,11808,37254167,11808,raw,F9840CC82E09E3A6CAEAA5D717B93DA12AD0123CE62D459D9525A1E566F42477,F9840CC82E09E3A6CAEAA5D717B93DA12AD0123CE62D459D9525A1E566F42477,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x8ABAE4B6,0x1A1EFFFC,SCANNED
127,518866.nif,138481,37265975,138481,raw,FF7616B1BE7410B5F3A393E5114E80CBB6102E230EA429ABD005B40908CD8490,FF7616B1BE7410B5F3A393E5114E80CBB6102E230EA429ABD005B40908CD8490,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x065A5BD2,0x7F24C6D8,SCANNED
128,518870.nif,16226,37404456,16226,raw,50D43965B2A7F1D48BA1AA761BCD02ABDDF46D47BF147462DB9AAE8096593E35,50D43965B2A7F1D48BA1AA761BCD02ABDDF46D47BF147462DB9AAE8096593E35,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x0854DC9D,0x6A1C011A,SCANNED
129,462104.nif,1875492,37420682,1875492,raw,8B035A0F95E49748A05D5C95F071AEE4CF67A06F04597A0BE32FD31ADFF9EE46,8B035A0F95E49748A05D5C95F071AEE4CF67A06F04597A0BE32FD31ADFF9EE46,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x8275E7B9,0xFB0A5412,SCANNED
130,471602.nif,663918,39296174,663918,raw,12092482AC759922FC130ECC96CD06B0A05BFB8B41F990CA4694723ECF68D0AD,12092482AC759922FC130ECC96CD06B0A05BFB8B41F990CA4694723ECF68D0AD,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x8791887D,0x253127FA,SCANNED
131,591386.nif,376049,39960092,376049,raw,E55486771DB950B7D718F8A4F040FF4683B8807F796DC1F91A7398B90EEEF519,E55486771DB950B7D718F8A4F040FF4683B8807F796DC1F91A7398B90EEEF519,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xA4017781,0xA4017781,SCANNED
132,591432.nif,2982,40336141,2982,raw,5679BEDC5137BDB37374080F3A66C2074EE9BC3A3FBCA19A512134D1C10730BF,5679BEDC5137BDB37374080F3A66C2074EE9BC3A3FBCA19A512134D1C10730BF,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x75939AEF,0x75939AEF,SCANNED
133,584707.nif,519858,40339123,519858,raw,70AFFBFF62F11E7B86E92A92C16940C08CB0AEEE35869F493F804BFE573CE0D4,70AFFBFF62F11E7B86E92A92C16940C08CB0AEEE35869F493F804BFE573CE0D4,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x405DF702,0xCD2307ED,SCANNED
134,584595.nif,23145,40858981,23145,raw,EFE59C07CE5E9AB2CCDE55FB1E9C056497EF16F333A6CE5DE18495AAF52922EC,EFE59C07CE5E9AB2CCDE55FB1E9C056497EF16F333A6CE5DE18495AAF52922EC,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x768F4AE4,0x376BA6CB,SCANNED
135,584607.nif,954898,40882126,954898,raw,F141CD7AE67E2C96AB34D297FC388C1DC0BBA4FD15E747D1AEF03C0CCDA96E07,F141CD7AE67E2C96AB34D297FC388C1DC0BBA4FD15E747D1AEF03C0CCDA96E07,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xC07888BA,0xC43D91F3,SCANNED
136,584668.nif,127580,41837024,127580,raw,8BCD476778627AF240B53A472F42EE61B36C14195C313AE6C0A8E3AA80ECAF50,8BCD476778627AF240B53A472F42EE61B36C14195C313AE6C0A8E3AA80ECAF50,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x8A6A4099,0xBC38F74B,SCANNED
137,584676.nif,118221,41964604,118221,raw,2C7F6EF21F5BF977002281FBE8723DBF19D4596BB89927AF968F9018E067D301,2C7F6EF21F5BF977002281FBE8723DBF19D4596BB89927AF968F9018E067D301,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x1B441277,0x6E194ECE,SCANNED
138,584689.nif,109066,42082825,109066,raw,CCE1F465200DC25C505388253FBE17B1098FA0A149612B4C14FBF22558E1F991,CCE1F465200DC25C505388253FBE17B1098FA0A149612B4C14FBF22558E1F991,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x15244E6F,0x8415A33C,SCANNED
139,584692.nif,35648,42191891,35648,raw,E33DFA150B802DA095CC5DCE8AFCC6BFA92187D07AA92945CCB00EF3A0865C94,E33DFA150B802DA095CC5DCE8AFCC6BFA92187D07AA92945CCB00EF3A0865C94,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xF26A4140,0xE4629B1F,SCANNED
140,584695.nif,543085,42227539,543085,raw,0B03253ED4018AC8433D8C3F2700D3128E7870BFE2C69DED261FBE57A6F5DD7E,0B03253ED4018AC8433D8C3F2700D3128E7870BFE2C69DED261FBE57A6F5DD7E,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x6C4BCD25,0x6C4581E2,SCANNED
141,584696.nif,401552,42770624,401552,raw,15AF9BDA79C695703391DE60BFEE47A7CCCAD6582B865AF5736793FF0E679B96,15AF9BDA79C695703391DE60BFEE47A7CCCAD6582B865AF5736793FF0E679B96,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x22E8A266,0xBB5D101B,SCANNED
142,584697.nif,192847,43172176,192847,raw,BDADA3B589726CA5FFE3F7737FF44E291D53C2C00ED5F33BC73243D92DD1D11C,BDADA3B589726CA5FFE3F7737FF44E291D53C2C00ED5F33BC73243D92DD1D11C,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xFC6F4E8C,0xEBA9BA5F,SCANNED
143,584698.nif,193476,43365023,193476,raw,E132B8413E667315A6A05564B88996738EA004324C600BC84DA429981D594AEE,E132B8413E667315A6A05564B88996738EA004324C600BC84DA429981D594AEE,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xE088FFBB,0xBB2BA036,SCANNED
144,584699.nif,138777,43558499,138777,raw,A69C6C5753D73C6A5E75BACD7F38B939B7226795D3BE7F1993642434A41B3713,A69C6C5753D73C6A5E75BACD7F38B939B7226795D3BE7F1993642434A41B3713,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x4FF39A45,0x2FA027E1,SCANNED
145,584700.nif,86990,43697276,86990,raw,06ABC144F1C070991C17DF442D1E8449FDD80925C5D0C5951494B3B143697C12,06ABC144F1C070991C17DF442D1E8449FDD80925C5D0C5951494B3B143697C12,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x5FE828B0,0x66A70B71,SCANNED
146,584701.nif,54460,43784266,54460,raw,DDC1ED14EC32581DECFE37668C9DE0CB61ABBC79730E4552D6D6D63FE8DB3512,DDC1ED14EC32581DECFE37668C9DE0CB61ABBC79730E4552D6D6D63FE8DB3512,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x6422DCEA,0x318EF0FE,SCANNED
147,584702.nif,100785,43838726,100785,raw,3C3DDE132DE59125E5234FCFE4B718CAAB3877B2D54D8B161C6D80C4CEE9C4BE,3C3DDE132DE59125E5234FCFE4B718CAAB3877B2D54D8B161C6D80C4CEE9C4BE,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x22EE8531,0x4BFF9C08,SCANNED
148,584703.nif,109922,43939511,109922,raw,3AA72A725094C326EA76584CEE0694A16DEDD6C3DE9C33B3B83CD5686C8CFB1C,3AA72A725094C326EA76584CEE0694A16DEDD6C3DE9C33B3B83CD5686C8CFB1C,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x4F410ACB,0xC75D83D4,SCANNED
149,584704.nif,111260,44049433,111260,raw,9762B909DE047C29A59DEB335BE3CEE1EFCF13238D675F63CBAB4B13AAD3B4AC,9762B909DE047C29A59DEB335BE3CEE1EFCF13238D675F63CBAB4B13AAD3B4AC,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xCCBC5E5D,0x05A18635,SCANNED
