entry_index,name,size_stored,offset,size_plain,compression,sha256_stored,sha256_plain,header_string,version_hex,version_label,header_version_text,text_version_match,field_c,field_d,scan_status
1404,500858.nif,11033,187860867,11033,raw,950DFC1103592F3422CAF9F3935C7DCF803364721BA5271BD95108227670682E,950DFC1103592F3422CAF9F3935C7DCF803364721BA5271BD95108227670682E,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x344ABD0A,0x344ABD0A,SCANNED
1405,500859.nif,11033,187871900,11033,raw,213EAA3230D44C3656EF49EA237E6C5999867C48B7DCB3FB05F552D763B15F54,213EAA3230D44C3656EF49EA237E6C5999867C48B7DCB3FB05F552D763B15F54,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x86D60677,0x86D60677,SCANNED
1406,500860.nif,11033,187882933,11033,raw,131DA3E40D170C6D094043E41557756E4F2F2D10C005DF9942F76F6230A6C558,131DA3E40D170C6D094043E41557756E4F2F2D10C005DF9942F76F6230A6C558,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xBC05E842,0xBC05E842,SCANNED
1407,500861.nif,14969,187893966,14969,raw,05453E4B56BCEA655402BAC9B4B32A03F60A525E3E48AFD4C325003A91D59B1E,05453E4B56BCEA655402BAC9B4B32A03F60A525E3E48AFD4C325003A91D59B1E,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x4B8759F6,0x4B8759F6,SCANNED
1408,493318.nif,50805,187908935,50805,raw,62C4185ACFFCCE317A9A0ED7620C435791E6D4F8F54F05CB6178CE94998893A2,62C4185ACFFCCE317A9A0ED7620C435791E6D4F8F54F05CB6178CE94998893A2,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x05413D28,0x05413D28,SCANNED
1409,493327.nif,50881,187959740,50881,raw,C5629EF65408A99F6156B2EFAC5692F7BC0A6DF367133AD6465E33D3485EF98E,C5629EF65408A99F6156B2EFAC5692F7BC0A6DF367133AD6465E33D3485EF98E,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xCB7A0066,0xCB7A0066,SCANNED
1410,493328.nif,41941,188010621,41941,raw,73B3ADFF5F72CEF29F06F774331139CF151ACDE181A85B796256AEAF4F2E36B0,73B3ADFF5F72CEF29F06F774331139CF151ACDE181A85B796256AEAF4F2E36B0,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x50205A7A,0x50205A7A,SCANNED
1411,475017.nif,51024,188052562,51024,raw,8CE801B469D79565D78B545294FD8E98BD4396F869FA79B16BBBD00A63921A5E,8CE801B469D79565D78B545294FD8E98BD4396F869FA79B16BBBD00A63921A5E,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x42286E63,0x42286E63,SCANNED
1412,395790.nif,41045,188103586,41045,raw,DFFBB1AC123613E5B22D7398D88B1F6CEBD86889249A60B33428D32BE19653C3,DFFBB1AC123613E5B22D7398D88B1F6CEBD86889249A60B33428D32BE19653C3,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x487951F3,0x487951F3,SCANNED
1413,395794.nif,73670,188144631,73670,raw,635E342054017C09166DBD7AF048ED5A7551BB5B56058FBE1BA74661880796EB,635E342054017C09166DBD7AF048ED5A7551BB5B56058FBE1BA74661880796EB,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x926EB054,0x926EB054,SCANNED
1414,395798.nif,92397,188218301,92397,raw,DB5E3C864859A17EBFE97307A34EE437EF1AB0F0BABE4B77184E4FDECFA1EBF6,DB5E3C864859A17EBFE97307A34EE437EF1AB0F0BABE4B77184E4FDECFA1EBF6,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x3C9F1BC8,0x3C9F1BC8,SCANNED
1415,407156.nif,83135,188310698,83135,raw,46E58E93224452BD0E675CB8920528B86C1C82DD9D55F8FB6F8EB0A4DBD759C4,46E58E93224452BD0E675CB8920528B86C1C82DD9D55F8FB6F8EB0A4DBD759C4,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xCA317C03,0xCA317C03,SCANNED
1416,395700.nif,29434,188393833,29434,raw,559C6C7A8ACBE63FCCE0530DE587F57C4E933A7ADA40DA630232D310AE925583,559C6C7A8ACBE63FCCE0530DE587F57C4E933A7ADA40DA630232D310AE925583,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x4D54B07E,0x4D54B07E,SCANNED
1417,395706.nif,57814,188423267,57814,raw,B1679105E176545B2A1148DEE5A024E42817335957B365917BE6BC44253F3F33,B1679105E176545B2A1148DEE5A024E42817335957B365917BE6BC44253F3F33,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xB657CEA1,0xB657CEA1,SCANNED
1418,395707.nif,18403,188481081,18403,raw,D619AFF414ECEAA27C64E9E98A250A6B4E752B1DCE8EFADA9F588AAECAD5E566,D619AFF414ECEAA27C64E9E98A250A6B4E752B1DCE8EFADA9F588AAECAD5E566,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xCC8DCFC9,0xCC8DCFC9,SCANNED
1419,592141.nif,33450,188499484,33450,raw,E0E2C7A28F3C34D4D9CAF4A86C6DF33EFF76EDB8AB29F0DC404430432EA76AF0,E0E2C7A28F3C34D4D9CAF4A86C6DF33EFF76EDB8AB29F0DC404430432EA76AF0,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x84A5D9BD,0x84A5D9BD,SCANNED
1420,592130.nif,152028,188532934,152028,raw,C6B656ABAAF0591E8FAB29279221F85BC0B6640FCA8967AA0F384D7CCEE6C82C,C6B656ABAAF0591E8FAB29279221F85BC0B6640FCA8967AA0F384D7CCEE6C82C,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x959D12E1,0x959D12E1,SCANNED
1421,592152.nif,140680,188684962,140680,raw,B994AF0B56AB052FA74835D494876852101E9E05CF3DC58235456178958061E3,B994AF0B56AB052FA74835D494876852101E9E05CF3DC58235456178958061E3,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x27A29617,0x27A29617,SCANNED
1422,592046.nif,305679,188825642,305679,raw,1274BC0F3893BBD87EFC13D89F88D00B67829E2E932BB2192C9B9712F7AB6A6F,1274BC0F3893BBD87EFC13D89F88D00B67829E2E932BB2192C9B9712F7AB6A6F,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x4CD21742,0x4CD21742,SCANNED
1423,592146.nif,136226,189131321,136226,raw,4C0FEFA25374A5FED0B90956300E1391CBB949615B28CA3E4B111A0FB00EE01A,4C0FEFA25374A5FED0B90956300E1391CBB949615B28CA3E4B111A0FB00EE01A,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xC80AE5C3,0xC80AE5C3,SCANNED
1424,591676.nif,154406,189267547,154406,raw,EF73160C18DE300E18BC1F76BF89CCE3935E73C267984BB1190927F2EFF4A481,EF73160C18DE300E18BC1F76BF89CCE3935E73C267984BB1190927F2EFF4A481,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x6D7886C2,0x6D7886C2,SCANNED
1425,469516.nif,32524,189421953,32524,raw,8BB9F7373E6770FF374F51B852981334FD0A84B0E28CB71969F65AC364E5EDB3,8BB9F7373E6770FF374F51B852981334FD0A84B0E28CB71969F65AC364E5EDB3,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x07D57DC1,0x07D57DC1,SCANNED
1426,592157.nif,78456,189454477,78456,raw,5068E68871558B8E5311C4D602A375C6ACF386F8ACC486544BBF7D905B141732,5068E68871558B8E5311C4D602A375C6ACF386F8ACC486544BBF7D905B141732,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x12F81B8F,0x12F81B8F,SCANNED
1427,490918.nif,77613,189532933,77613,raw,04816BCF943539D017937DFDC6A9B0BADF6B1130205D4496BCDFAFF5CAA240F9,04816BCF943539D017937DFDC6A9B0BADF6B1130205D4496BCDFAFF5CAA240F9,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xF3DE3FEC,0xF3DE3FEC,SCANNED
1428,490920.nif,33358,189610546,33358,raw,B049EBBB1C5227CA715177B4BA7ECDA7E3DD00BCFC2DDB858E3B03F3FE2E55C0,B049EBBB1C5227CA715177B4BA7ECDA7E3DD00BCFC2DDB858E3B03F3FE2E55C0,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xC169EF92,0xC169EF92,SCANNED
1429,469511.nif,61501,189643904,61501,raw,3D66177CAA677EDE45F106436D173D56ABB7FF8B289508004E8B39541DAC2B52,3D66177CAA677EDE45F106436D173D56ABB7FF8B289508004E8B39541DAC2B52,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xEEFAF89A,0xEEFAF89A,SCANNED
1430,490976.nif,61840,189705405,61840,raw,369B5E1EBBC4A7E05F6F3852A818392141952C3E16D255670F888756B2BDF365,369B5E1EBBC4A7E05F6F3852A818392141952C3E16D255670F888756B2BDF365,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xC33956E9,0xC33956E9,SCANNED
1431,407173.nif,58832,189767245,58832,raw,E8251417CC0B186DDE9E85B767A2D0086011511E8DFC693E4E9B3EED8D3C52F6,E8251417CC0B186DDE9E85B767A2D0086011511E8DFC693E4E9B3EED8D3C52F6,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x9E039F80,0x9E039F80,SCANNED
1432,407178.nif,59428,189826077,59428,raw,65E5D0A88F4CCCBBF7FC415CFCCCC6C8F6F993F5632AD0B3E00406AB2FBD8E0E,65E5D0A88F4CCCBBF7FC415CFCCCC6C8F6F993F5632AD0B3E00406AB2FBD8E0E,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x765E96AF,0x765E96AF,SCANNED
1433,500785.nif,21798,189885505,21798,raw,955F32AC2A33B5F7CC6CAE084CE1D0C5AD1B9B427A266B7E5B60C00637C2E35A,955F32AC2A33B5F7CC6CAE084CE1D0C5AD1B9B427A266B7E5B60C00637C2E35A,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xB6CD6B52,0xB6CD6B52,SCANNED
1434,500807.nif,14124,189907303,14124,raw,20EF51414EA9C82EE8F0A13BAD6E6E29B48E0849E6A2E6867AD23C1498E0C970,20EF51414EA9C82EE8F0A13BAD6E6E29B48E0849E6A2E6867AD23C1498E0C970,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xB5F44564,0xB5F44564,SCANNED
1435,500815.nif,23266,189921427,23266,raw,889D9E2EDA47591C2952B95A7069F1E3184A06623BAB7661BC9C9BA05AF48ACC,889D9E2EDA47591C2952B95A7069F1E3184A06623BAB7661BC9C9BA05AF48ACC,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x105B93EB,0x105B93EB,SCANNED
1436,528043.nif,8817,189944693,8817,raw,200EA7633A7CCCBB5656FE4E040673C073252C8D12DE1EA8B4303C2918A9860D,200EA7633A7CCCBB5656FE4E040673C073252C8D12DE1EA8B4303C2918A9860D,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xFE998A6E,0xFE998A6E,SCANNED
1437,528046.nif,9191,189953510,9191,raw,0E801C0A825AE16DD3585213674731E80483C24B656871B3502E0C138063F4E3,0E801C0A825AE16DD3585213674731E80483C24B656871B3502E0C138063F4E3,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x09467F0C,0x09467F0C,SCANNED
1438,592365.nif,29482,189962701,29482,raw,C1C61718D4908E01D3E57954372BE669F8E1E37D971283C7F095C7975B793C6D,C1C61718D4908E01D3E57954372BE669F8E1E37D971283C7F095C7975B793C6D,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xFF76227B,0xFF76227B,SCANNED
1439,511073.nif,10749,189992183,10749,raw,FC7CFC9EB9DAE618A84BCC4CE3F3202D46DBF4CC9EED604E724D938D78CF7EC8,FC7CFC9EB9DAE618A84BCC4CE3F3202D46DBF4CC9EED604E724D938D78CF7EC8,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xD6D68E1D,0xD6D68E1D,SCANNED
1440,511084.nif,8821,190002932,8821,raw,00031BC94B8CE4C46ED74C270D0844AEFE2B41228E2B49A6B37003D0282A8EED,00031BC94B8CE4C46ED74C270D0844AEFE2B41228E2B49A6B37003D0282A8EED,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x19B6BF06,0x19B6BF06,SCANNED
1441,511066.nif,10297,190011753,10297,raw,7B427824C6306D706EEE2899D5A44BC46B2EE2906031C813ED2770E11E0E5E9F,7B427824C6306D706EEE2899D5A44BC46B2EE2906031C813ED2770E11E0E5E9F,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xBF30BDE1,0xBF30BDE1,SCANNED
1442,511090.nif,12895,190022050,12895,raw,407ED81E71D957915DF43B065702ACAF1BA92D83929982B56E4A2DA5E29D7DB7,407ED81E71D957915DF43B065702ACAF1BA92D83929982B56E4A2DA5E29D7DB7,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xE01C2328,0xE01C2328,SCANNED
1443,511003.nif,12553,190034945,12553,raw,8DB3AE9D5D48CBD193E3103C5BCEDCDD4DC45528B07CF7A1D636708C871266FA,8DB3AE9D5D48CBD193E3103C5BCEDCDD4DC45528B07CF7A1D636708C871266FA,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x79B65F22,0x79B65F22,SCANNED
1444,592368.nif,52549,190047498,52549,raw,16CDC73C253C54CF33FE48ED9BAD2F34C723DA7C3F9291D97152AC83E845AFEC,16CDC73C253C54CF33FE48ED9BAD2F34C723DA7C3F9291D97152AC83E845AFEC,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x71656B09,0x71656B09,SCANNED
1445,592373.nif,123999,190100047,123999,raw,39B208B85890530BBC9EDB32F240FCD5E244A12120841E53AACC427477042649,39B208B85890530BBC9EDB32F240FCD5E244A12120841E53AACC427477042649,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x233D599A,0x233D599A,SCANNED
1446,592560.nif,125111,190224046,125111,raw,EA6D00EB79228F99443AE5504D264E5B1B779CBFCBD08152A458E6E74142A392,EA6D00EB79228F99443AE5504D264E5B1B779CBFCBD08152A458E6E74142A392,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x1476F37E,0x1476F37E,SCANNED
1447,592561.nif,125111,190349157,125111,raw,65E0E4F1BF9E27271F7C0D15842D4B42135D4F4F6D607DDB1E6D49A8A7DD12CA,65E0E4F1BF9E27271F7C0D15842D4B42135D4F4F6D607DDB1E6D49A8A7DD12CA,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xAAF93468,0xAAF93468,SCANNED
1448,592320.nif,126914,190474268,126914,raw,E9EE69627B6DEF63DE29D569993E481471C6512C5CD13BEFCEA17045E3824221,E9EE69627B6DEF63DE29D569993E481471C6512C5CD13BEFCEA17045E3824221,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x593EF77B,0x593EF77B,SCANNED
1449,592317.nif,44302,190601182,44302,raw,CB79DBEEEAB22B17B84D26A567179C3750608B6F4845D3EEFE2784D734C6F305,CB79DBEEEAB22B17B84D26A567179C3750608B6F4845D3EEFE2784D734C6F305,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x621375F1,0x621375F1,SCANNED
1450,592378.nif,540068,190645484,540068,raw,7F55131360D80CF3B8421038B280CA8FF4D3FD1D648047C61B1987AE0E5DE18D,7F55131360D80CF3B8421038B280CA8FF4D3FD1D648047C61B1987AE0E5DE18D,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x4A96B494,0x4A96B494,SCANNED
1451,511229.nif,7125,191185552,7125,raw,1C2342ED9C475A3B5CCC518469ECE84D819ED73BD8B63BBD6085382A5629F2B6,1C2342ED9C475A3B5CCC518469ECE84D819ED73BD8B63BBD6085382A5629F2B6,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xAFC623A1,0xAFC623A1,SCANNED
1452,511284.nif,4993,191192677,4993,raw,3C538CB2977208B172E05159B10AA4E987745A40A22296F75334F426BE8B4462,3C538CB2977208B172E05159B10AA4E987745A40A22296F75334F426BE8B4462,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x1FAFB66B,0x1FAFB66B,SCANNED
1453,592381.nif,16588,191197670,16588,raw,A0E52F370A6862919B922EFA777A104199BA6C8102514D81ACF4D4130F1D5B0F,A0E52F370A6862919B922EFA777A104199BA6C8102514D81ACF4D4130F1D5B0F,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xE6FDC499,0xE6FDC499,SCANNED
1454,592384.nif,16420,191214258,16420,raw,A7E7BC707F303713BEB6CD79FC8CA893F9F175297C085F09B8F100BD707666E7,A7E7BC707F303713BEB6CD79FC8CA893F9F175297C085F09B8F100BD707666E7,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xE47D4995,0xE47D4995,SCANNED
1455,592314.nif,24014,191230678,24014,raw,6EFE856B0BB6DCF981F3ECC609AAA69A0CEEC48743FEF1843A8C646F5C4E411C,6EFE856B0BB6DCF981F3ECC609AAA69A0CEEC48743FEF1843A8C646F5C4E411C,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xC87F10FC,0xC87F10FC,SCANNED
1456,511113.nif,9591,191254692,9591,raw,D35F50542BA4A17E59556A9ACF5B370EAFFCF36DF3FACBAFD555D9A243F57F68,D35F50542BA4A17E59556A9ACF5B370EAFFCF36DF3FACBAFD555D9A243F57F68,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x3D757CE3,0x3D757CE3,SCANNED
1457,592136.nif,185700,191264283,185700,raw,6C78BB26C5F71468E1571F7B2CE9CCEBF247501AE8D4206A752A194C5888AA89,6C78BB26C5F71468E1571F7B2CE9CCEBF247501AE8D4206A752A194C5888AA89,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x7CFECD47,0x7CFECD47,SCANNED
1458,472870.nif,41589,191449983,41589,raw,AF60FF466EC596788162FDF9872D66B05D96DA711A445A4D4206DC56D5FE871A,AF60FF466EC596788162FDF9872D66B05D96DA711A445A4D4206DC56D5FE871A,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x41932807,0x41932807,SCANNED
1459,582796.nif,44664,191491572,44664,raw,4355031DA04892A1D73DED971F1762A37FA07347AFCFB16B4B9EA2FA29D6E7B2,4355031DA04892A1D73DED971F1762A37FA07347AFCFB16B4B9EA2FA29D6E7B2,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x2DD01DC9,0x2DD01DC9,SCANNED
1460,460897.nif,22283,191536236,22283,raw,9E5C22EADBC384158128DF6AC746D23D787A760121E15FAD530B9AFB5913F4F8,9E5C22EADBC384158128DF6AC746D23D787A760121E15FAD530B9AFB5913F4F8,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x0ED3FDA2,0x0ED3FDA2,SCANNED
1461,70909.nif,2352,191558519,2352,raw,949ACDF6ADF67DC823A7367528B8DB7E35D9323402674E955EB2AF8B67CF089B,949ACDF6ADF67DC823A7367528B8DB7E35D9323402674E955EB2AF8B67CF089B,"NetImmerse File Format, Version 4.1.0.12",0x0401000C,4.1.0.12,4.1.0.12,MATCH,0x2F99D606,0x2F99D606,SCANNED
1462,71116.nif,2552,191560871,2552,raw,93B929E87BED2E110F4D56EC976568FB7F7A963B58B5A8173000ECD899090014,93B929E87BED2E110F4D56EC976568FB7F7A963B58B5A8173000ECD899090014,"NetImmerse File Format, Version 4.1.0.12",0x0401000C,4.1.0.12,4.1.0.12,MATCH,0xC8495D3A,0xC8495D3A,SCANNED
1463,511527.nif,4098,191563423,4098,raw,5DC4FB3D41B885D25C529DE435E88BEA1791BA095ACE1470271D58B1F38A953E,5DC4FB3D41B885D25C529DE435E88BEA1791BA095ACE1470271D58B1F38A953E,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x3198B330,0x3198B330,SCANNED
1464,46433.nif,39950,191567521,39950,raw,D6F1DCA62D1FB689CDA7D618002A508DEE8D204AFFC9FB2D97E4BB578B30BA0B,D6F1DCA62D1FB689CDA7D618002A508DEE8D204AFFC9FB2D97E4BB578B30BA0B,"NetImmerse File Format, Version 4.1.0.12",0x0401000C,4.1.0.12,4.1.0.12,MATCH,0x9D151B12,0x9D151B12,SCANNED
1465,4876.nif,21889,191607471,21889,raw,F34223CC72795CB177C41B1927EEAE9EF43F047B2EAF45ED40FD29871FA16F45,F34223CC72795CB177C41B1927EEAE9EF43F047B2EAF45ED40FD29871FA16F45,"NetImmerse File Format, Version 4.1.0.12",0x0401000C,4.1.0.12,4.1.0.12,MATCH,0x0D17C6C5,0x0D17C6C5,SCANNED
1466,46227.nif,44635,191629360,44635,raw,363C8EF531DF2FA774EFF4520A5782A33B7D47B692AFA705675CEA374743004E,363C8EF531DF2FA774EFF4520A5782A33B7D47B692AFA705675CEA374743004E,"NetImmerse File Format, Version 4.1.0.12",0x0401000C,4.1.0.12,4.1.0.12,MATCH,0x1FE98A9A,0x1FE98A9A,SCANNED
1467,302902.nif,65814,191673995,65814,raw,00D13FC35551B76203E4A8140FF03D6D5899D9C8112D4992ABD3B8BCC39A9BC0,00D13FC35551B76203E4A8140FF03D6D5899D9C8112D4992ABD3B8BCC39A9BC0,"NetImmerse File Format, Version 4.1.0.12",0x0401000C,4.1.0.12,4.1.0.12,MATCH,0x4F5CE461,0x4F5CE461,SCANNED
1468,305850.nif,16651,191739809,16651,raw,1DC20A93AC90A685DFBFB51CEDBA652235C7FB981A5608417C48ADEECC351527,1DC20A93AC90A685DFBFB51CEDBA652235C7FB981A5608417C48ADEECC351527,"NetImmerse File Format, Version 4.1.0.12",0x0401000C,4.1.0.12,4.1.0.12,MATCH,0x6F31A1F5,0x6F31A1F5,SCANNED
1469,305858.nif,16651,191756460,16651,raw,12BC6C58DCCAEE910D6FA2573D0FC7BD8727F99B341B1E545232A06D05FEB214,12BC6C58DCCAEE910D6FA2573D0FC7BD8727F99B341B1E545232A06D05FEB214,"NetImmerse File Format, Version 4.1.0.12",0x0401000C,4.1.0.12,4.1.0.12,MATCH,0x66FF1113,0x66FF1113,SCANNED
1470,305851.nif,16651,191773111,16651,raw,14C6A9DEC528BBD55961611DB784F044C35530A6357648B78F6B0D44E049CBC4,14C6A9DEC528BBD55961611DB784F044C35530A6357648B78F6B0D44E049CBC4,"NetImmerse File Format, Version 4.1.0.12",0x0401000C,4.1.0.12,4.1.0.12,MATCH,0x6BEA4D7D,0x6BEA4D7D,SCANNED
1471,498940.nif,3812,191789762,3812,raw,732D3F6E3CD7E3377637B44A42EB8D2619B8CF5C010336A049FDA321DFCD308E,732D3F6E3CD7E3377637B44A42EB8D2619B8CF5C010336A049FDA321DFCD308E,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x7BF08DA0,0x7BF08DA0,SCANNED
1472,498943.nif,6753,191793574,6753,raw,6D69FCD606881F0902AF0406828EA9673E8E49D39164727C6DC9FFCA5B0592DF,6D69FCD606881F0902AF0406828EA9673E8E49D39164727C6DC9FFCA5B0592DF,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xC9DC2125,0xC9DC2125,SCANNED
1473,396349.nif,10328,191800327,10328,raw,58CAF819B8B001C58AD7927BA8172B0B9D5DA48881FE07A012A019517327A0DA,58CAF819B8B001C58AD7927BA8172B0B9D5DA48881FE07A012A019517327A0DA,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xB333AD13,0xB333AD13,SCANNED
1474,397629.nif,10396,191810655,10396,raw,A37F332C9AFA2BFC695A42A6974AF36759163D09FD4E06D51E75A737FBF5137D,A37F332C9AFA2BFC695A42A6974AF36759163D09FD4E06D51E75A737FBF5137D,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xC328F6D1,0xC328F6D1,SCANNED
1475,500950.nif,80994,191821051,80994,raw,525477A64C2807CF5F1464F67BAEE54E99A4B14C250FDF8E9029FA46C0B1D651,525477A64C2807CF5F1464F67BAEE54E99A4B14C250FDF8E9029FA46C0B1D651,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xC0D7B283,0xC0D7B283,SCANNED
1476,503437.nif,21783,191902045,21783,raw,BFE749E55EDAD22801729FDCE34657351D149C84A94B9D9B26D467899DBC55AD,BFE749E55EDAD22801729FDCE34657351D149C84A94B9D9B26D467899DBC55AD,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xF1E82B76,0xF1E82B76,SCANNED
1477,503440.nif,29883,191923828,29883,raw,F79F04884E73305FA31B0DF2A464ED25967E96369A80FF87E364D44ACA4D1AF9,F79F04884E73305FA31B0DF2A464ED25967E96369A80FF87E364D44ACA4D1AF9,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xAD40580F,0xAD40580F,SCANNED
1478,503443.nif,29165,191953711,29165,raw,62711EEE95061E56726AA773BC9F4B1AB570DA83EB39972901993AB831181059,62711EEE95061E56726AA773BC9F4B1AB570DA83EB39972901993AB831181059,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xF21CFCAC,0xF21CFCAC,SCANNED
